"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47th week, 2015",,,,,,"Data collected as of November 25, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Nagano,22402,260.49,936,17.66,518,9.77,6145,115.94,13660,257.74,872,16.45,7435,140.28,1976,37.28,1000,18.87,54,1.02,1933,36.47,408,7.7,2,0.2,186,18.6,4,0.36,6,0.55,252,22.91,-,-,83,7.55
Gifu,21960,255.35,876,16.85,839,16.13,2377,45.71,8855,170.29,519,9.98,2209,42.48,1338,25.73,911,17.52,33,0.63,1827,35.13,198,3.81,1,0.09,85,7.73,2,0.4,11,2.2,231,46.2,-,-,77,15.4
Shizuoka,33717,244.33,1710,19.43,1695,19.26,15286,173.7,21367,242.81,1535,17.44,7934,90.16,2363,26.85,1864,21.18,61,0.69,3010,34.2,1399,15.9,9,0.43,322,15.33,9,0.9,22,2.2,255,25.5,37,3.7,55,5.5
Aichi,64942,333.04,2734,15.1,2847,15.73,17058,94.24,40511,223.82,2795,15.44,11988,66.23,3302,18.24,3702,20.45,137,0.76,7707,42.58,2470,13.65,22,0.65,464,13.65,20,1.43,15,1.07,311,22.21,-,-,183,13.07
Mie,17302,240.31,1094,24.31,980,21.78,3516,78.13,10371,230.47,690,15.33,4038,89.73,710,15.78,1195,26.56,42,0.93,3484,77.42,187,4.16,9,0.75,60,5,15,1.67,18,2,154,17.11,4,0.44,12,1.33
Shiga,13665,262.79,481,15.52,503,16.23,2638,85.1,7919,255.45,733,23.65,3760,121.29,1488,48,595,19.19,18,0.58,1358,43.81,361,11.65,-,-,76,9.5,6,0.86,10,1.43,84,12,1,0.14,44,6.29
Kyoto,21800,180.17,827,11.33,1154,15.81,4456,61.04,16557,226.81,1021,13.99,9167,125.58,1326,18.16,1232,16.88,26,0.36,1016,13.92,1012,13.86,4,0.24,262,15.41,3,0.5,7,1.17,63,10.5,8,1.33,99,16.5
Osaka,52948,172.47,6693,33.63,3998,20.09,20271,101.86,53552,269.11,4640,23.32,27435,137.86,4674,23.49,4994,25.1,193,0.97,5061,25.43,3146,15.81,36,0.71,925,18.14,14,0.82,33,1.94,541,31.82,8,0.47,269,15.82
Hyogo,43192,218.14,2669,20.85,3012,23.53,11802,92.2,40336,315.13,2699,21.09,18275,142.77,2507,19.59,2796,21.84,130,1.02,2871,22.43,2111,16.49,18,0.51,1357,38.77,17,1.31,32,2.46,124,9.54,1,0.08,75,5.77
Nara,7998,148.11,1017,29.91,537,15.79,2422,71.24,6251,183.85,443,13.03,4252,125.06,393,11.56,704,20.71,11,0.32,679,19.97,267,7.85,5,0.56,124,13.78,9,1.5,3,0.5,79,13.17,1,0.17,108,18
Wakayama,9336,190.53,777,25.9,444,14.8,1396,46.53,4428,147.6,446,14.87,3624,120.8,487,16.23,617,20.57,8,0.27,1410,47,129,4.3,3,0.75,65,16.25,10,0.91,6,0.55,85,7.73,3,0.27,79,7.18
Tottori,7355,253.62,555,29.21,443,23.32,4766,250.84,5919,311.53,213,11.21,1997,105.11,149,7.84,415,21.84,32,1.68,390,20.53,164,8.63,-,-,183,61,2,0.4,14,2.8,36,7.2,-,-,95,19
Shimane,8430,221.84,886,38.52,706,30.7,3243,141,6635,288.48,362,15.74,2650,115.22,91,3.96,671,29.17,5,0.22,230,10,326,14.17,2,0.67,62,20.67,6,0.75,42,5.25,71,8.88,1,0.13,75,9.38
Okayama,25580,308.19,825,15.28,516,9.56,2728,50.52,15340,284.07,824,15.26,4794,88.78,521,9.65,948,17.56,31,0.57,1325,24.54,1141,21.13,7,0.58,254,21.17,2,0.4,7,1.4,13,2.6,2,0.4,33,6.6
Hiroshima,29942,262.65,2121,29.87,1598,22.51,8534,120.2,22187,312.49,1127,15.87,6178,87.01,796,11.21,1585,22.32,87,1.23,2130,30,2874,40.48,13,0.72,765,42.5,3,0.14,32,1.52,235,11.19,7,0.33,123,5.86
Yamaguchi,22641,332.96,2048,43.57,508,10.81,7202,153.23,13862,294.94,1063,22.62,5989,127.43,608,12.94,1513,32.19,18,0.38,1157,24.62,348,7.4,1,0.11,240,26.67,3,0.33,2,0.22,103,11.44,-,-,43,4.78
Tokushima,8498,229.68,1173,51,368,16,1261,54.83,6295,273.7,454,19.74,4184,181.91,135,5.87,783,34.04,15,0.65,421,18.3,126,5.48,-,-,20,5,3,0.43,3,0.43,34,4.86,-,-,34,4.86
Kagawa,10113,215.17,772,27.57,602,21.5,1866,66.64,6972,249,404,14.43,4567,163.11,494,17.64,726,25.93,35,1.25,937,33.46,255,9.11,7,1.4,82,16.4,1,0.2,10,2,183,36.6,3,0.6,66,13.2
Ehime,14777,242.25,1203,32.51,340,9.19,5240,141.62,13379,361.59,566,15.3,3201,86.51,314,8.49,1213,32.78,20,0.54,2349,63.49,645,17.43,2,0.25,625,78.13,2,0.33,3,0.5,35,5.83,-,-,16,2.67
Kochi,15340,319.58,1020,34,141,4.7,2493,83.1,5339,177.97,520,17.33,2471,82.37,176,5.87,596,19.87,21,0.7,963,32.1,695,23.17,-,-,14,4.67,10,1.25,13,1.63,272,34,47,5.88,79,9.88
Fukuoka,66612,336.42,5627,46.89,3253,27.11,18059,150.49,42699,355.83,3095,25.79,17237,143.64,4811,40.09,4454,37.12,134,1.12,6990,58.25,5427,45.23,38,1.46,1795,69.04,31,2.21,93,6.64,348,24.86,3,0.21,30,2.14
Saga,12782,336.37,789,34.3,406,17.65,1982,86.17,5642,245.3,543,23.61,3334,144.96,764,33.22,791,34.39,8,0.35,1126,48.96,2071,90.04,-,-,62,15.5,5,0.83,16,2.67,158,26.33,-,-,88,14.67
Nagasaki,21924,317.74,1218,27.68,452,10.27,5103,115.98,10854,246.68,623,14.16,4264,96.91,1357,30.84,938,21.32,10,0.23,667,15.16,1977,44.93,19,2.38,461,57.63,7,0.58,37,3.08,223,18.58,-,-,85,7.08
Kumamoto,26148,326.85,1344,26.88,759,15.18,2982,59.64,20933,418.66,905,18.1,6498,129.96,1095,21.9,1796,35.92,24,0.48,1985,39.7,1374,27.48,1,0.11,1361,151.22,6,0.4,51,3.4,183,12.2,-,-,83,5.53
Oita,22744,392.14,1190,33.06,651,18.08,4562,126.72,19707,547.42,1298,36.06,5482,152.28,2422,67.28,1518,42.17,48,1.33,2237,62.14,858,23.83,-,-,283,56.6,1,0.09,6,0.55,98,8.91,-,-,52,4.73
Miyazaki,25644,434.64,2219,61.64,1198,33.28,3452,95.89,16085,446.81,1153,32.03,5785,160.69,376,10.44,1680,46.67,16,0.44,2098,58.28,703,19.53,5,0.83,810,135,1,0.14,13,1.86,29,4.14,1,0.14,35,5
Kagoshima,32830,353.01,2066,37.56,1664,30.25,8585,156.09,22189,403.44,1250,22.73,6618,120.33,2178,39.6,1357,24.67,77,1.4,1987,36.13,787,14.31,1,0.14,304,43.43,6,0.5,6,0.5,75,6.25,-,-,29,2.42
Okinawa,30475,525.43,1845,54.26,847,24.91,1812,53.29,4396,129.29,987,29.03,2380,70,329,9.68,562,16.53,172,5.06,407,11.97,4218,124.06,29,2.9,389,38.9,40,5.71,92,13.14,151,21.57,7,1,79,11.29
