"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52nd week, 2019",,,,,,"Data collected as of January 8, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1875890,379.73,140068,44.38,75448,23.91,355072,112.51,809065,256.36,56796,18,402529,127.54,108223,34.29,64514,20.44,97069,30.76,15151,4.8,342,0.49,23077,33.25,477,1,809,1.69,6056,12.67,95,0.2,4693,9.82
Hokkaido,91474,415.79,7233,52.8,3210,23.43,23777,173.55,18198,132.83,2470,18.03,16603,121.19,4485,32.74,1735,12.66,3273,23.89,350,2.55,7,0.25,682,24.36,14,0.64,13,0.59,737,33.5,5,0.23,336,15.27
Aomori,22637,348.26,1073,25.55,445,10.6,2965,70.6,8411,200.26,609,14.5,4837,115.17,1548,36.86,850,20.24,790,18.81,375,8.93,6,0.55,218,19.82,2,0.33,2,0.33,240,40,-,-,69,11.5
Iwate,22750,350,1644,41.1,525,13.13,6379,159.48,8380,209.5,631,15.78,4699,117.48,1078,26.95,868,21.7,941,23.53,298,7.45,-,-,323,23.07,11,0.58,9,0.47,141,7.42,2,0.11,247,13
Miyagi,42398,451.04,2694,46.45,1286,22.17,9710,167.41,14185,244.57,1721,29.67,10898,187.9,3130,53.97,1411,24.33,1506,25.97,272,4.69,5,0.42,230,19.17,5,0.42,4,0.33,257,21.42,-,-,35,2.92
Akita,20271,382.47,1030,30.29,260,7.65,2089,61.44,4388,129.06,326,9.59,2347,69.03,395,11.62,387,11.38,549,16.15,43,1.26,-,-,78,13,10,1.25,1,0.13,154,19.25,1,0.13,35,4.38
Yamagata,17268,383.73,1877,64.72,776,26.76,6158,212.34,8032,276.97,780,26.9,5702,196.62,1331,45.9,793,27.34,1440,49.66,66,2.28,-,-,171,24.43,3,0.3,8,0.8,93,9.3,-,-,76,7.6
Fukushima,37862,461.73,3455,69.1,1496,29.92,6666,133.32,7702,154.04,959,19.18,7979,159.58,2345,46.9,1514,30.28,1362,27.24,239,4.78,5,0.38,632,48.62,5,0.71,9,1.29,79,11.29,-,-,146,20.86
Ibaraki,46120,384.33,2192,29.23,1635,21.8,7805,104.07,15575,207.67,1588,21.17,8377,111.69,2483,33.11,1113,14.84,2529,33.72,296,3.95,-,-,1027,64.19,8,0.67,6,0.5,250,20.83,-,-,50,4.17
