"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29th week, 2022",,,,,,"Data collected as of July 27, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,967,0.2,40949,13.03,18511,5.89,29215,9.3,413606,131.64,6869,2.19,34497,10.98,1156,0.37,29227,9.3,7906,2.52,2693,0.86,96,0.14,3318,4.79,162,0.34,228,0.48,180,0.38,17,0.04,67,0.14
Hokkaido,15,0.07,1992,14.43,1059,7.67,2099,15.21,8281,60.01,360,2.61,799,5.79,21,0.15,668,4.84,214,1.55,70,0.51,5,0.18,57,2.04,5,0.23,1,0.05,18,0.82,1,0.05,6,0.27
Aomori,3,0.05,5,0.12,125,3.05,140,3.41,3712,90.54,82,2,198,4.83,12,0.29,363,8.85,32,0.78,29,0.71,-,-,35,3.18,1,0.17,3,0.5,25,4.17,-,-,1,0.17
Iwate,5,0.08,388,9.95,179,4.59,560,14.36,4570,117.18,123,3.15,60,1.54,30,0.77,464,11.9,51,1.31,40,1.03,-,-,67,4.79,5,0.26,4,0.21,8,0.42,-,-,2,0.11
Miyagi,15,0.16,131,2.3,222,3.89,419,7.35,8161,143.18,157,2.75,327,5.74,24,0.42,730,12.81,119,2.09,48,0.84,1,0.08,57,4.75,3,0.25,-,-,5,0.42,-,-,1,0.08
Akita,2,0.04,366,10.76,114,3.35,313,9.21,2179,64.09,140,4.12,266,7.82,1,0.03,168,4.94,17,0.5,9,0.26,3,0.43,13,1.86,2,0.25,-,-,1,0.13,-,-,2,0.25
Yamagata,5,0.11,13,0.45,341,11.76,360,12.41,5385,185.69,67,2.31,57,1.97,7,0.24,339,11.69,63,2.17,16,0.55,-,-,56,7,-,-,-,-,2,0.2,-,-,1,0.1
Fukushima,7,0.08,249,4.98,452,9.04,464,9.28,5533,110.66,153,3.06,277,5.54,35,0.7,759,15.18,52,1.04,32,0.64,-,-,86,6.62,1,0.14,4,0.57,2,0.29,-,-,1,0.14
Ibaraki,19,0.16,90,1.2,315,4.2,633,8.44,7828,104.37,127,1.69,951,12.68,23,0.31,404,5.39,392,5.23,56,0.75,4,0.24,178,10.47,1,0.08,2,0.17,21,1.75,-,-,-,-
Tochigi,10,0.13,305,6.35,111,2.31,479,9.98,3191,66.48,55,1.15,564,11.75,28,0.58,560,11.67,56,1.17,34,0.71,-,-,77,6.42,6,0.86,3,0.43,-,-,-,-,1,0.14
Gunma,3,0.03,92,1.74,256,4.83,241,4.55,8027,151.45,123,2.32,950,17.92,26,0.49,585,11.04,183,3.45,56,1.06,1,0.08,60,4.62,1,0.11,1,0.11,1,0.11,-,-,-,-
Saitama,24,0.1,1083,6.85,694,4.39,742,4.7,25166,159.28,417,2.64,2345,14.84,84,0.53,1516,9.59,552,3.49,169,1.07,25,0.64,219,5.62,3,0.27,17,1.55,5,0.45,-,-,1,0.09
Chiba,28,0.14,698,5.45,425,3.32,1044,8.16,17070,133.36,279,2.18,3464,27.06,37,0.29,1185,9.26,719,5.62,165,1.29,6,0.19,128,4,7,0.78,7,0.78,3,0.33,-,-,-,-
Tokyo,41,0.1,1651,6.47,921,3.61,1127,4.42,39627,155.4,489,1.92,3174,12.45,101,0.4,2410,9.45,1038,4.07,258,1.01,-,-,165,4.46,11,0.44,9,0.36,2,0.08,13,0.52,4,0.16
Kanagawa,49,0.14,1619,7.29,608,2.74,1298,5.85,27781,125.14,428,1.93,2387,10.75,91,0.41,1900,8.56,615,2.77,219,0.99,6,0.12,432,8.64,3,0.27,17,1.55,6,0.55,1,0.09,3,0.27
Niigata,8,0.1,47,0.84,699,12.48,1595,28.48,5187,92.63,182,3.25,2072,37,23,0.41,619,11.05,571,10.2,73,1.3,8,0.8,29,2.9,4,0.33,3,0.25,5,0.42,-,-,1,0.08
Toyama,1,0.02,656,22.62,350,12.07,330,11.38,5024,173.24,73,2.52,494,17.03,10,0.34,231,7.97,112,3.86,10,0.34,-,-,18,2.57,2,0.4,-,-,1,0.2,-,-,-,-
Ishikawa,5,0.1,64,2.21,301,10.38,226,7.79,4925,169.83,102,3.52,133,4.59,9,0.31,246,8.48,29,1,12,0.41,-,-,16,2.29,3,0.6,6,1.2,7,1.4,-,-,1,0.2
Fukui,3,0.08,403,17.52,196,8.52,257,11.17,3726,162,33,1.43,1321,57.43,33,1.43,199,8.65,158,6.87,15,0.65,-,-,8,2.67,3,0.5,1,0.17,5,0.83,-,-,-,-
