"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45th week, 2020",,,,,,"Data collected as of November 11, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,563043,114.18,15321,4.86,28681,9.1,182354,57.85,358805,113.83,26865,8.52,15788,5.01,17948,5.69,56214,17.83,22599,7.17,7031,2.23,162,0.23,7905,11.41,354,0.74,403,0.84,3331,6.97,55,0.12,234,0.49
Hokkaido,26999,122.17,922,6.68,1608,11.65,9348,67.74,5712,41.39,1072,7.77,231,1.67,1446,10.48,1614,11.7,278,2.01,181,1.31,9,0.32,450,16.07,9,0.41,9,0.41,203,9.23,1,0.05,30,1.36
Aomori,5300,84.13,189,4.61,284,6.93,1594,38.88,4519,110.22,276,6.73,307,7.49,374,9.12,639,15.59,36,0.88,47,1.15,1,0.1,88,8.8,1,0.2,2,0.4,55,11,-,-,2,0.4
Iwate,9108,140.12,269,6.56,356,8.68,3844,93.76,4806,117.22,372,9.07,355,8.66,215,5.24,864,21.07,54,1.32,93,2.27,-,-,172,12.29,4,0.21,3,0.16,81,4.26,-,-,6,0.32
Miyagi,7749,82.44,416,7.17,503,8.67,3652,62.97,5435,93.71,514,8.86,385,6.64,175,3.02,1266,21.83,61,1.05,113,1.95,3,0.25,71,5.92,2,0.17,-,-,218,18.17,1,0.08,2,0.17
Akita,7134,134.6,58,1.71,176,5.18,963,28.32,2502,73.59,177,5.21,280,8.24,96,2.82,337,9.91,31,0.91,41,1.21,4,0.67,39,6.5,1,0.13,-,-,27,3.38,1,0.13,2,0.25
Yamagata,4164,92.53,132,4.55,522,18,3343,115.28,3450,118.97,337,11.62,98,3.38,236,8.14,721,24.86,707,24.38,35,1.21,1,0.14,64,9.14,6,0.6,-,-,30,3,1,0.1,1,0.1
Fukushima,10243,123.41,346,6.92,544,10.88,3664,73.28,4137,82.74,481,9.62,211,4.22,618,12.36,1351,27.02,223,4.46,109,2.18,-,-,261,20.08,6,1,3,0.5,38,6.33,-,-,3,0.5
Ibaraki,11752,97.93,184,2.45,680,9.07,3974,52.99,7613,101.51,676,9.01,187,2.49,267,3.56,847,11.29,126,1.68,126,1.68,2,0.12,453,26.65,-,-,8,0.67,127,10.58,-,-,5,0.42
