"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16th week, 2021",,,,,,"Data collected as of April 28, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,656,0.13,26133,8.28,9351,2.96,34844,11.04,140200,44.44,5938,1.88,1479,0.47,807,0.26,18826,5.97,1372,0.43,1813,0.57,34,0.05,1910,2.75,103,0.22,141,0.3,250,0.52,9,0.02,32,0.07
Hokkaido,45,0.2,67,0.48,502,3.59,2749,19.64,3544,25.31,335,2.39,8,0.06,21,0.15,471,3.36,7,0.05,42,0.3,1,0.03,44,1.52,3,0.13,-,-,8,0.35,-,-,2,0.09
Aomori,4,0.06,327,7.79,103,2.45,279,6.64,2218,52.81,64,1.52,6,0.14,5,0.12,209,4.98,1,0.02,9,0.21,-,-,14,1.27,-,-,2,0.33,6,1,-,-,-,-
Iwate,3,0.05,858,21.45,85,2.13,972,24.3,1994,49.85,114,2.85,4,0.1,9,0.23,297,7.43,4,0.1,22,0.55,-,-,45,3.21,2,0.11,2,0.11,10,0.53,-,-,2,0.11
Miyagi,10,0.11,194,3.34,191,3.29,405,6.98,2146,37,189,3.26,17,0.29,11,0.19,420,7.24,2,0.03,45,0.78,-,-,13,1.08,1,0.08,-,-,16,1.33,-,-,1,0.08
Akita,-,-,153,4.5,56,1.65,308,9.06,963,28.32,80,2.35,6,0.18,9,0.26,129,3.79,2,0.06,4,0.12,-,-,7,1,-,-,-,-,-,-,-,-,2,0.25
Yamagata,66,1.47,83,2.86,144,4.97,603,20.79,1395,48.1,32,1.1,8,0.28,11,0.38,231,7.97,9,0.31,15,0.52,-,-,19,2.38,2,0.2,-,-,1,0.1,-,-,1,0.1
Fukushima,15,0.18,181,3.62,196,3.92,770,15.4,1991,39.82,89,1.78,10,0.2,13,0.26,428,8.56,3,0.06,20,0.4,1,0.08,63,4.85,3,0.43,-,-,1,0.14,-,-,-,-
Ibaraki,9,0.08,9,0.12,141,1.88,715,9.53,2018,26.91,100,1.33,26,0.35,15,0.2,286,3.81,35,0.47,35,0.47,-,-,72,4.24,-,-,2,0.17,30,2.5,-,-,-,-
