"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48th week, 2015",,,,,,"Data collected as of December 2, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,13946,183.5,1395,29.06,343,7.15,3840,80,6221,129.6,731,15.23,6394,133.21,1563,32.56,1301,27.1,51,1.06,457,9.52,738,15.38,6,0.5,283,23.58,4,0.57,18,2.57,123,17.57,5,0.71,48,6.86
Gunma,19642,202.49,1152,19.53,711,12.05,7783,131.92,15492,262.58,834,14.14,8490,143.9,1692,28.68,1471,24.93,60,1.02,1199,20.32,1027,17.41,1,0.08,1104,84.92,5,0.63,9,1.13,167,20.88,-,-,188,23.5
Saitama,41530,168.14,3237,20.75,3837,24.6,20520,131.54,47224,302.72,4075,26.12,23355,149.71,8020,51.41,4471,28.66,87,0.56,4557,29.21,5563,35.66,41,1.03,1442,36.05,9,0.9,41,4.1,225,22.5,20,2,113,11.3
Chiba,48456,229.65,1953,14.68,3063,23.03,16699,125.56,30992,233.02,2591,19.48,12659,95.18,4949,37.21,3133,23.56,127,0.95,4530,34.06,3674,27.62,16,0.48,1298,39.33,18,2,47,5.22,93,10.33,16,1.78,52,5.78
Tokyo,58472,142.96,5825,22.58,4790,18.57,31171,120.82,75687,293.36,5751,22.29,32484,125.91,9677,37.51,7279,28.21,284,1.1,7154,27.73,4162,16.13,13,0.34,1141,30.03,38,1.52,68,2.72,610,24.4,53,2.12,92,3.68
Kanagawa,54273,168.55,3032,14.86,3270,16.03,20174,98.89,53272,261.14,5742,28.15,26667,130.72,6233,30.55,5578,27.34,98,0.48,5703,27.96,2691,13.19,61,1.33,2022,43.96,17,1.7,31,3.1,249,24.9,1,0.1,127,12.7
Niigata,26638,283.38,2482,42.07,2699,45.75,8912,151.05,14803,250.9,1514,25.66,11299,191.51,1283,21.75,1622,27.49,60,1.02,1760,29.83,875,14.83,18,1.8,274,27.4,3,0.23,3,0.23,137,10.54,100,7.69,51,3.92
Toyama,11446,238.46,788,27.17,711,24.52,3348,115.45,8747,301.62,845,29.14,3349,115.48,171,5.9,581,20.03,8,0.28,1122,38.69,400,13.79,2,0.29,67,9.57,2,0.4,-,-,295,59,-,-,33,6.6
Ishikawa,13498,281.21,876,30.21,766,26.41,4705,162.24,8750,301.72,595,20.52,3138,108.21,880,30.34,648,22.34,7,0.24,563,19.41,1932,66.62,-,-,90,12.86,1,0.2,4,0.8,207,41.4,-,-,75,15
Fukui,11243,351.34,998,45.36,534,24.27,2638,119.91,9789,444.95,317,14.41,3375,153.41,264,12,507,23.05,24,1.09,639,29.05,604,27.45,1,0.33,31,10.33,17,2.83,14,2.33,43,7.17,-,-,106,17.67
Yamanashi,8739,218.48,292,12.17,146,6.08,2493,103.88,5235,218.13,304,12.67,1756,73.17,659,27.46,386,16.08,4,0.17,950,39.58,79,3.29,1,0.11,167,18.56,6,0.6,58,5.8,95,9.5,1,0.1,68,6.8
Nagano,22424,260.74,1127,21.26,530,10,6257,118.06,13855,261.42,901,17,7460,140.75,2024,38.19,1021,19.26,56,1.06,1936,36.53,462,8.72,3,0.3,190,19,4,0.36,6,0.55,257,23.36,-,-,83,7.55
Gifu,21988,255.67,1009,19.4,847,16.29,2432,46.77,9042,173.88,536,10.31,2218,42.65,1364,26.23,935,17.98,35,0.67,1829,35.17,206,3.96,1,0.09,88,8,2,0.4,12,2.4,236,47.2,-,-,77,15.4
Shizuoka,33736,244.46,1849,21.01,1747,19.85,15660,177.95,21807,247.81,1577,17.92,7945,90.28,2416,27.45,1899,21.58,63,0.72,3014,34.25,1503,17.08,9,0.43,328,15.62,10,1,22,2.2,263,26.3,37,3.7,55,5.5
Aichi,65017,333.42,3089,17.07,2894,15.99,17447,96.39,41546,229.54,2874,15.88,12050,66.57,3436,18.98,3758,20.76,140,0.77,7712,42.61,2521,13.93,22,0.65,476,14,20,1.43,18,1.29,329,23.5,-,-,185,13.21
Mie,17310,240.42,1233,27.4,991,22.02,3571,79.36,10617,235.93,721,16.02,4043,89.84,743,16.51,1219,27.09,42,0.93,3484,77.42,189,4.2,10,0.83,60,5,15,1.67,19,2.11,157,17.44,4,0.44,12,1.33
Shiga,13673,262.94,557,17.97,512,16.52,2669,86.1,8135,262.42,762,24.58,3767,121.52,1496,48.26,609,19.65,18,0.58,1361,43.9,373,12.03,-,-,76,9.5,7,1,12,1.71,89,12.71,1,0.14,47,6.71
Kyoto,21812,180.26,984,13.48,1175,16.1,4571,62.62,16930,231.92,1072,14.68,9170,125.62,1359,18.62,1242,17.01,26,0.36,1022,14,1062,14.55,4,0.24,272,16,3,0.5,7,1.17,66,11,8,1.33,99,16.5
Osaka,52975,172.56,7431,37.34,4097,20.59,20675,103.89,55184,277.31,4798,24.11,27448,137.93,4804,24.14,5098,25.62,202,1.02,5067,25.46,3241,16.29,36,0.71,954,18.71,15,0.88,33,1.94,553,32.53,8,0.47,270,15.88
Hyogo,43212,219.35,2911,22.74,3062,23.92,11997,93.73,41203,321.9,2766,21.61,18282,142.83,2547,19.9,2831,22.12,131,1.02,2871,22.43,2179,17.02,18,0.53,1372,40.35,17,1.42,33,2.75,130,10.83,1,0.08,75,6.25
Nara,8004,148.22,1129,33.21,568,16.71,2477,72.85,6476,190.47,462,13.59,4257,125.21,413,12.15,719,21.15,11,0.32,682,20.06,285,8.38,5,0.56,126,14,9,1.5,3,0.5,90,15,1,0.17,109,18.17
Wakayama,9345,190.71,829,27.63,469,15.63,1425,47.5,4582,152.73,454,15.13,3631,121.03,507,16.9,628,20.93,9,0.3,1410,47,129,4.3,3,0.75,66,16.5,10,0.91,6,0.55,92,8.36,3,0.27,79,7.18
Tottori,7357,253.69,710,37.37,474,24.95,4850,255.26,6048,318.32,219,11.53,1997,105.11,160,8.42,423,22.26,34,1.79,390,20.53,164,8.63,-,-,191,63.67,2,0.4,14,2.8,37,7.4,-,-,97,19.4
Shimane,8431,221.87,931,40.48,714,31.04,3302,143.57,6799,295.61,373,16.22,2658,115.57,93,4.04,681,29.61,5,0.22,232,10.09,348,15.13,2,0.67,65,21.67,6,0.75,42,5.25,71,8.88,1,0.13,75,9.38
Okayama,25600,308.43,887,16.43,523,9.69,2805,51.94,15688,290.52,845,15.65,4801,88.91,541,10.02,969,17.94,32,0.59,1326,24.56,1181,21.87,7,0.58,258,21.5,2,0.4,7,1.4,13,2.6,2,0.4,33,6.6
Hiroshima,29967,262.87,2330,32.82,1624,22.87,8704,122.59,22832,321.58,1164,16.39,6214,87.52,867,12.21,1606,22.62,90,1.27,2137,30.1,2963,41.73,13,0.72,788,43.78,3,0.14,32,1.52,246,11.71,7,0.33,123,5.86
Yamaguchi,22641,332.96,2201,46.83,525,11.17,7356,156.51,14154,301.15,1071,22.79,6018,128.04,645,13.72,1543,32.83,20,0.43,1165,24.79,365,7.77,1,0.11,255,28.33,3,0.33,2,0.22,108,12,-,-,43,4.78
Tokushima,8506,229.89,1258,54.7,374,16.26,1277,55.52,6461,280.91,462,20.09,4184,181.91,146,6.35,800,34.78,16,0.7,423,18.39,135,5.87,-,-,20,5,3,0.43,3,0.43,36,5.14,-,-,34,4.86
Kagawa,10113,215.17,930,33.21,614,21.93,1896,67.71,7060,252.14,418,14.93,4571,163.25,509,18.18,742,26.5,35,1.25,937,33.46,261,9.32,7,1.4,84,16.8,1,0.2,10,2,189,37.8,5,1,66,13.2
Ehime,14782,242.33,1345,36.35,347,9.38,5349,144.57,13681,369.76,579,15.65,3215,86.89,339,9.16,1240,33.51,20,0.54,2349,63.49,661,17.86,2,0.25,638,79.75,2,0.33,3,0.5,35,5.83,-,-,16,2.67
Kochi,15357,319.94,1043,34.77,145,4.83,2551,85.03,5423,180.77,527,17.57,2475,82.5,180,6,604,20.13,23,0.77,963,32.1,705,23.5,-,-,14,4.67,10,1.25,13,1.63,282,35.25,50,6.25,81,10.13
Fukuoka,66684,336.79,5747,47.89,3367,28.06,18378,153.15,43828,365.23,3187,26.56,17264,143.87,4886,40.72,4534,37.78,134,1.12,6991,58.26,5656,47.13,38,1.46,1843,70.88,31,2.21,93,6.64,379,27.07,3,0.21,30,2.14
Saga,12784,336.42,804,34.96,408,17.74,2015,87.61,5806,252.43,554,24.09,3334,144.96,777,33.78,802,34.87,8,0.35,1126,48.96,2162,94,-,-,67,16.75,5,0.83,16,2.67,162,27,-,-,88,14.67
Nagasaki,21927,317.78,1235,28.07,465,10.57,5202,118.23,11182,254.14,650,14.77,4266,96.95,1387,31.52,948,21.55,11,0.25,667,15.16,2029,46.11,19,2.38,486,60.75,7,0.58,37,3.08,226,18.83,-,-,85,7.08
Kumamoto,26148,326.85,1407,28.14,778,15.56,3050,61,21337,426.74,914,18.28,6517,130.34,1158,23.16,1824,36.48,24,0.48,1992,39.84,1417,28.34,1,0.11,1393,154.78,6,0.4,51,3.4,188,12.53,-,-,85,5.67
Oita,22753,392.29,1202,33.39,676,18.78,4686,130.17,20239,562.19,1341,37.25,5489,152.47,2488,69.11,1540,42.78,49,1.36,2239,62.19,873,24.25,-,-,285,57,1,0.09,6,0.55,104,9.45,-,-,53,4.82
Miyazaki,25649,434.73,2248,62.44,1220,33.89,3548,98.56,16441,456.69,1199,33.31,5797,161.03,400,11.11,1728,48,16,0.44,2101,58.36,754,20.94,5,0.83,830,138.33,1,0.14,14,2,31,4.43,1,0.14,35,5
Kagoshima,32840,353.12,2074,37.71,1720,31.27,8710,158.36,22623,411.33,1287,23.4,6627,120.49,2220,40.36,1385,25.18,78,1.42,1991,36.2,808,14.69,1,0.14,321,45.86,6,0.5,7,0.58,76,6.33,-,-,29,2.42
Okinawa,30539,526.53,1851,54.44,859,25.26,1837,54.03,4499,132.32,993,29.21,2380,70,331,9.74,574,16.88,173,5.09,408,12,4294,126.29,29,2.9,398,39.8,41,5.86,96,13.71,159,22.71,7,1,80,11.43
