"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9th week, 2016",,,,,,"Data collected as of March 9, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1104265,222.99,16250,5.15,10823,3.43,86406,27.36,205699,65.14,12819,4.06,1029,0.33,17905,5.67,10842,3.43,355,0.11,405,0.13,23773,7.53,63,0.09,4238,6.16,74,0.16,147,0.31,2528,5.34,91,0.19,1459,3.08
Hokkaido,52737,233.35,690,4.86,484,3.41,6739,47.46,4058,28.58,554,3.9,93,0.65,1573,11.08,318,2.24,10,0.07,19,0.13,1828,12.87,-,-,73,2.61,1,0.04,4,0.17,69,3,3,0.13,103,4.48
Aomori,9588,147.51,77,1.83,130,3.1,604,14.38,1297,30.88,89,2.12,13,0.31,140,3.33,134,3.19,-,-,4,0.1,246,5.86,-,-,57,5.18,5,0.83,4,0.67,41,6.83,-,-,15,2.5
Iwate,11633,178.97,130,3.25,60,1.5,1826,45.65,2680,67,80,2,7,0.18,108,2.7,123,3.08,6,0.15,2,0.05,114,2.85,2,0.14,61,4.36,1,0.05,2,0.11,62,3.26,1,0.05,14,0.74
Miyagi,15668,164.93,217,3.68,133,2.25,3008,50.98,4207,71.31,306,5.19,5,0.08,106,1.8,237,4.02,3,0.05,1,0.02,233,3.95,-,-,28,2.33,3,0.25,-,-,82,6.83,-,-,3,0.25
Akita,6522,120.78,47,1.34,75,2.14,482,13.77,1647,47.06,72,2.06,8,0.23,776,22.17,52,1.49,5,0.14,3,0.09,38,1.09,1,0.14,12,1.71,-,-,-,-,36,4.5,-,-,60,7.5
Yamagata,7355,156.49,33,1.14,132,4.55,2034,70.14,2630,90.69,140,4.83,9,0.31,666,22.97,169,5.83,1,0.03,-,-,466,16.07,-,-,10,1.25,-,-,1,0.1,31,3.1,4,0.4,2,0.2
Fukushima,14089,182.97,214,4.65,146,3.17,930,20.22,2269,49.33,193,4.2,10,0.22,292,6.35,203,4.41,7,0.15,3,0.07,97,2.11,-,-,82,6.83,2,0.29,1,0.14,20,2.86,-,-,4,0.57
Ibaraki,24729,206.08,155,2.07,192,2.56,1440,19.2,5429,72.39,297,3.96,25,0.33,295,3.93,144,1.92,1,0.01,7,0.09,679,9.05,-,-,175,10.29,-,-,2,0.15,72,5.54,-,-,1,0.08
