"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30th week, 2020",,,,,,"Data collected as of July 29, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Fukui,4975,134.46,98,4.26,274,11.91,1254,54.52,2813,122.3,94,4.09,39,1.7,376,16.35,209,9.09,26,1.13,15,0.65,-,-,12,4,6,1,6,1,16,2.67,3,0.5,-,-
Yamanashi,4328,105.56,42,1.75,48,2,678,28.25,1577,65.71,121,5.04,25,1.04,80,3.33,151,6.29,8,0.33,27,1.13,1,0.11,131,14.56,5,0.5,3,0.3,41,4.1,1,0.1,-,-
Nagano,11116,129.26,343,6.47,106,2,2110,39.81,6015,113.49,360,6.79,89,1.68,570,10.75,518,9.77,158,2.98,57,1.08,1,0.1,55,5.5,5,0.45,5,0.45,30,2.73,-,-,16,1.45
Gifu,11481,133.5,169,3.25,231,4.44,838,16.12,2536,48.77,112,2.15,84,1.62,177,3.4,369,7.1,13,0.25,28,0.54,1,0.09,31,2.82,-,-,-,-,35,7,-,-,3,0.6
Shizuoka,15955,114.78,262,2.94,513,5.76,3974,44.65,7227,81.2,412,4.63,175,1.97,329,3.7,849,9.54,27,0.3,143,1.61,-,-,177,8.05,9,0.9,13,1.3,67,6.7,1,0.1,-,-
Aichi,31888,163.53,581,3.19,884,4.86,6616,36.35,12997,71.41,699,3.84,402,2.21,792,4.35,1377,7.57,113,0.62,181,0.99,2,0.06,95,2.71,12,0.8,26,1.73,157,10.47,1,0.07,6,0.4
Mie,8492,119.61,290,6.59,432,9.82,1576,35.82,3677,83.57,236,5.36,83,1.89,455,10.34,507,11.52,37,0.84,47,1.07,-,-,19,1.73,10,1.11,9,1,56,6.22,-,-,1,0.11
Shiga,7144,127.57,78,2.36,120,3.64,968,29.33,2293,69.48,113,3.42,91,2.76,148,4.48,269,8.15,89,2.7,37,1.12,1,0.13,6,0.75,9,1.29,5,0.71,36,5.14,-,-,2,0.29
Kyoto,15017,120.14,174,2.29,275,3.62,2732,35.95,4447,58.51,310,4.08,194,2.55,283,3.72,640,8.42,64,0.84,64,0.84,-,-,64,3.76,1,0.17,7,1.17,82,13.67,-,-,-,-
Osaka,42883,143.42,1033,5.27,1039,5.3,7092,36.18,14985,76.45,1087,5.55,403,2.06,716,3.65,2025,10.33,237,1.21,309,1.58,9,0.18,189,3.71,7,0.44,10,0.63,84,5.25,1,0.06,2,0.13
Hyogo,24342,122.94,597,4.66,713,5.57,2978,23.27,11837,92.48,634,4.95,193,1.51,542,4.23,1199,9.37,127,0.99,152,1.19,6,0.17,321,9.17,30,2.14,14,1,113,8.07,1,0.07,6,0.43
Nara,5928,107.78,174,5.12,166,4.88,1094,32.18,2601,76.5,143,4.21,115,3.38,274,8.06,368,10.82,32,0.94,19,0.56,2,0.2,51,5.1,4,0.67,4,0.67,28,4.67,1,0.17,7,1.17
Wakayama,4322,90.04,315,10.86,183,6.31,789,27.21,1773,61.14,110,3.79,30,1.03,213,7.34,282,9.72,15,0.52,15,0.52,5,1.25,6,1.5,11,1.1,9,0.9,78,7.8,2,0.2,1,0.1
Tottori,3159,108.93,49,2.58,226,11.89,2102,110.63,2178,114.63,178,9.37,30,1.58,314,16.53,201,10.58,35,1.84,15,0.79,-,-,49,9.8,3,0.6,2,0.4,29,5.8,-,-,1,0.2
Shimane,3549,93.39,75,3.26,111,4.83,798,34.7,2171,94.39,118,5.13,37,1.61,171,7.43,401,17.43,13,0.57,18,0.78,-,-,3,1,2,0.25,5,0.63,17,2.13,-,-,-,-
Okayama,12125,144.35,126,2.33,459,8.5,1227,22.72,5700,105.56,267,4.94,97,1.8,322,5.96,425,7.87,40,0.74,88,1.63,2,0.17,36,3,7,1.4,1,0.2,17,3.4,-,-,1,0.2
Hiroshima,10533,93.21,290,4.14,820,11.71,2433,34.76,7180,102.57,367,5.24,121,1.73,340,4.86,692,9.89,43,0.61,122,1.74,6,0.33,201,11.17,4,0.2,3,0.15,67,3.35,-,-,11,0.55
Yamaguchi,5478,81.76,468,10.17,267,5.8,1826,39.7,4299,93.46,234,5.09,166,3.61,353,7.67,722,15.7,80,1.74,60,1.3,-,-,51,5.67,-,-,4,0.44,53,5.89,-,-,13,1.44
Tokushima,3092,83.57,117,5.09,145,6.3,361,15.7,2277,99,134,5.83,49,2.13,110,4.78,274,11.91,9,0.39,26,1.13,-,-,18,4.5,3,0.5,1,0.17,37,6.17,-,-,1,0.17
Kagawa,5018,109.09,123,4.56,205,7.59,928,34.37,4501,166.7,174,6.44,60,2.22,224,8.3,437,16.19,46,1.7,36,1.33,3,0.75,18,4.5,2,0.5,3,0.75,45,11.25,1,0.25,3,0.75
Ehime,8121,133.13,109,2.95,168,4.54,2362,63.84,5020,135.68,192,5.19,69,1.86,358,9.68,641,17.32,14,0.38,228,6.16,4,0.5,239,29.88,1,0.17,1,0.17,28,4.67,-,-,6,1
Kochi,7096,154.26,174,6.21,156,5.57,1251,44.68,1739,62.11,136,4.86,260,9.29,218,7.79,295,10.54,34,1.21,68,2.43,-,-,9,3,2,0.25,1,0.13,77,9.63,-,-,6,0.75
Fukuoka,24823,126.01,629,5.29,1289,10.83,13031,109.5,14717,123.67,1558,13.09,843,7.08,1068,8.97,2144,18.02,1005,8.45,347,2.92,1,0.04,184,7.36,10,0.67,13,0.87,89,5.93,-,-,2,0.13
Saga,4816,123.49,75,3.26,401,17.43,1570,68.26,1792,77.91,205,8.91,236,10.26,299,13,442,19.22,157,6.83,20,0.87,-,-,12,4,6,1,5,0.83,23,3.83,-,-,1,0.17
Nagasaki,9860,140.86,87,1.98,505,11.48,3056,69.45,3798,86.32,410,9.32,236,5.36,454,10.32,537,12.2,1044,23.73,57,1.3,2,0.25,39,4.88,3,0.25,1,0.08,80,6.67,-,-,3,0.25
Kumamoto,6617,82.71,159,3.18,531,10.62,2082,41.64,4728,94.56,476,9.52,540,10.8,788,15.76,996,19.92,441,8.82,95,1.9,-,-,208,26,3,0.2,7,0.47,39,2.6,1,0.07,4,0.27
Oita,6906,119.07,121,3.36,232,6.44,1486,41.28,6143,170.64,342,9.5,136,3.78,535,14.86,639,17.75,145,4.03,83,2.31,1,0.2,46,9.2,-,-,2,0.18,72,6.55,-,-,-,-
Miyazaki,8216,141.66,52,1.49,609,17.4,2943,84.09,6667,190.49,339,9.69,154,4.4,431,12.31,808,23.09,122,3.49,77,2.2,-,-,85,14.17,4,0.57,-,-,7,1,-,-,3,0.43
Kagoshima,11144,122.46,309,5.83,1410,26.6,2962,55.89,8454,159.51,430,8.11,551,10.4,465,8.77,771,14.55,845,15.94,130,2.45,1,0.14,100,14.29,5,0.42,1,0.08,18,1.5,-,-,7,0.58
Okinawa,8162,143.19,42,1.27,386,11.7,1712,51.88,1743,52.82,403,12.21,113,3.42,36,1.09,322,9.76,234,7.09,61,1.85,-,-,150,16.67,16,2.29,20,2.86,40,5.71,2,0.29,44,6.29
