"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45th week, 2016",,,,,,"Data collected as of November 16, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1598968,323.81,85231,27.01,58094,18.41,317765,100.72,766251,242.87,52308,16.58,57697,18.29,48750,15.45,67589,21.42,2724,0.86,127135,40.3,138293,43.83,358,0.52,22809,33.01,443,0.93,1224,2.58,16139,34.05,300,0.63,5096,10.75
Hokkaido,84334,374.82,3818,26.89,2537,17.87,24751,174.3,16745,117.92,2967,20.89,1326,9.34,3051,21.49,1914,13.48,87,0.61,7198,50.69,7888,55.55,2,0.07,473,16.89,9,0.41,39,1.77,1117,50.77,6,0.27,372,16.91
Aomori,17512,269.42,857,20.4,581,13.83,2750,65.48,6214,147.95,430,10.24,352,8.38,551,13.12,795,18.93,16,0.38,1003,23.88,1000,23.81,4,0.36,232,21.09,14,2.33,16,2.67,275,45.83,-,-,110,18.33
Iwate,21452,335.19,1155,28.88,570,14.25,5762,144.05,9093,227.33,522,13.05,221,5.53,259,6.48,755,18.88,8,0.2,1119,27.98,915,22.88,5,0.36,291,20.79,6,0.32,5,0.26,417,21.95,1,0.05,168,8.84
Miyagi,28233,297.19,1996,33.83,692,11.73,8419,142.69,14309,242.53,1227,20.8,2233,37.85,331,5.61,1449,24.56,25,0.42,3821,64.76,903,15.31,-,-,109,9.08,12,1,2,0.17,436,36.33,-,-,15,1.25
Akita,14448,267.56,548,15.66,326,9.31,2209,63.11,4993,142.66,413,11.8,258,7.37,1498,42.8,421,12.03,146,4.17,943,26.94,268,7.66,2,0.29,83,11.86,1,0.13,1,0.13,226,28.25,-,-,139,17.38
Yamagata,13977,297.38,1363,47,666,22.97,6217,214.38,7502,258.69,466,16.07,369,12.72,1457,50.24,867,29.9,19,0.66,2896,99.86,2667,91.97,1,0.13,61,7.63,6,0.6,13,1.3,134,13.4,4,0.4,20,2
Fukushima,23250,301.95,1968,42.78,962,20.91,3496,76,6928,150.61,841,18.28,550,11.96,1011,21.98,1295,28.15,28,0.61,2499,54.33,433,9.41,-,-,415,34.58,8,1.14,13,1.86,170,24.29,8,1.14,62,8.86
Ibaraki,33598,279.98,1362,18.16,897,11.96,5942,79.23,17062,227.49,1206,16.08,1789,23.85,753,10.04,1019,13.59,38,0.51,2204,29.39,2620,34.93,4,0.24,875,51.47,3,0.23,11,0.85,360,27.69,-,-,35,2.69
Tochigi,19329,257.72,1090,22.71,385,8.02,3345,69.69,6234,129.88,576,12,929,19.35,1304,27.17,1114,23.21,13,0.27,2145,44.69,1257,26.19,6,0.5,478,39.83,5,0.71,22,3.14,203,29,5,0.71,35,5
Gunma,27581,293.41,1382,24.25,738,12.95,6995,122.72,12217,214.33,830,14.56,567,9.95,1131,19.84,1244,21.82,105,1.84,2510,44.04,1479,25.95,2,0.14,528,37.71,3,0.38,8,1,524,65.5,1,0.13,71,8.88
Saitama,85593,343.75,3520,22.28,2746,17.38,18374,116.29,40444,255.97,3716,23.52,3317,20.99,1858,11.76,3832,24.25,68,0.43,7633,48.31,7930,50.19,40,1,1150,28.75,6,0.6,29,2.9,379,37.9,26,2.6,49,4.9
Chiba,71571,337.6,2595,19.37,1843,13.75,18373,137.11,29395,219.37,2547,19.01,5228,39.01,1930,14.4,2820,21.04,113,0.84,5503,41.07,5596,41.76,17,0.52,1062,32.18,24,2.67,63,7,319,35.44,3,0.33,30,3.33
Tokyo,110467,268.78,6507,25.12,4310,16.64,27333,105.53,70253,271.25,4468,17.25,6167,23.81,2219,8.57,6411,24.75,153,0.59,12938,49.95,7529,29.07,11,0.29,1075,28.29,38,1.52,71,2.84,855,34.2,40,1.6,101,4.04
