"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10th week, 2017",,,,,,"Data collected as of March 15, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1122584,226.33,9717,3.07,10731,3.39,66915,21.16,182704,57.76,11367,3.59,4720,1.49,2639,0.83,11617,3.67,230,0.07,738,0.23,20822,6.58,72,0.1,3398,4.9,85,0.18,148,0.31,2351,4.96,63,0.13,762,1.61
Hokkaido,32726,145.45,623,4.39,602,4.24,5360,37.75,4619,32.53,779,5.49,51,0.36,104,0.73,361,2.54,14,0.1,13,0.09,702,4.94,4,0.14,116,4.14,1,0.04,4,0.17,77,3.35,-,-,29,1.26
Aomori,12061,188.45,58,1.41,128,3.12,765,18.66,1947,47.49,62,1.51,74,1.8,62,1.51,160,3.9,2,0.05,31,0.76,100,2.44,1,0.09,49,4.45,2,0.33,-,-,50,8.33,-,-,7,1.17
Iwate,10522,164.41,54,1.38,231,5.92,1192,30.56,2411,61.82,80,2.05,15,0.38,23,0.59,174,4.46,-,-,2,0.05,201,5.15,2,0.14,36,2.57,1,0.05,-,-,65,3.42,-,-,7,0.37
Miyagi,21750,228.95,87,1.47,146,2.47,1786,30.27,2041,34.59,276,4.68,11,0.19,23,0.39,257,4.36,1,0.02,6,0.1,114,1.93,-,-,21,1.75,2,0.17,-,-,68,5.67,-,-,7,0.58
Akita,9974,184.7,82,2.34,62,1.77,599,17.11,1063,30.37,67,1.91,139,3.97,14,0.4,67,1.91,1,0.03,8,0.23,31,0.89,-,-,11,1.57,-,-,-,-,42,5.25,-,-,4,0.5
Yamagata,8369,174.35,38,1.27,77,2.57,1512,50.4,1102,36.73,145,4.83,21,0.7,25,0.83,166,5.53,3,0.1,16,0.53,253,8.43,-,-,16,2,1,0.1,2,0.2,48,4.8,-,-,5,0.5
Fukushima,16342,212.23,160,3.48,127,2.76,1154,25.09,2119,46.07,197,4.28,12,0.26,141,3.07,232,5.04,2,0.04,5,0.11,101,2.2,1,0.08,72,6,3,0.43,2,0.29,42,6,-,-,96,13.71
Ibaraki,25809,215.08,100,1.33,161,2.15,1809,24.12,3747,49.96,251,3.35,63,0.84,44,0.59,169,2.25,5,0.07,5,0.07,220,2.93,1,0.06,133,7.82,-,-,-,-,40,3.08,-,-,16,1.23
Tochigi,13616,179.16,64,1.33,88,1.83,640,13.33,1466,30.54,138,2.88,11,0.23,16,0.33,194,4.04,-,-,2,0.04,76,1.58,-,-,91,7.58,1,0.14,1,0.14,47,6.71,2,0.29,8,1.14
Gunma,19376,203.96,85,1.47,162,2.79,1447,24.95,3274,56.45,186,3.21,173,2.98,64,1.1,223,3.84,-,-,20,0.34,332,5.72,-,-,84,6,-,-,1,0.13,85,10.63,-,-,35,4.38
Saitama,71171,283.55,232,1.47,369,2.34,3965,25.09,9009,57.02,744,4.71,106,0.67,82,0.52,543,3.44,8,0.05,21,0.13,826,5.23,13,0.33,160,4,-,-,9,0.9,39,3.9,6,0.6,14,1.4
Chiba,57893,269.27,147,1.09,219,1.62,4321,32.01,7051,52.23,477,3.53,98,0.73,110,0.81,470,3.48,9,0.07,11,0.08,313,2.32,8,0.24,238,7,-,-,9,1,53,5.89,-,-,7,0.78
Tokyo,88714,214.29,270,1.03,591,2.26,4729,18.12,16157,61.9,818,3.13,172,0.66,284,1.09,1096,4.2,15,0.06,15,0.06,756,2.9,2,0.05,112,2.95,7,0.28,3,0.12,74,2.96,13,0.52,70,2.8
Kanagawa,82583,237.99,220,1.02,313,1.46,3652,16.99,11208,52.13,866,4.03,102,0.47,156,0.73,850,3.95,4,0.02,15,0.07,1235,5.74,5,0.1,590,11.8,3,0.3,4,0.4,38,3.8,-,-,90,9
Niigata,18554,201.67,194,3.34,373,6.43,1650,28.45,5001,86.22,220,3.79,21,0.36,67,1.16,214,3.69,5,0.09,8,0.14,1407,24.26,1,0.1,75,7.5,3,0.23,2,0.15,80,6.15,7,0.54,7,0.54
Toyama,8933,186.1,267,9.21,133,4.59,453,15.62,2068,71.31,64,2.21,54,1.86,6,0.21,75,2.59,2,0.07,10,0.34,436,15.03,2,0.29,63,9,1,0.2,-,-,25,5,-,-,10,2
Ishikawa,12573,261.94,38,1.31,181,6.24,778,26.83,2849,98.24,122,4.21,17,0.59,9,0.31,96,3.31,2,0.07,4,0.14,40,1.38,-,-,4,0.57,-,-,-,-,45,9,-,-,9,1.8
Fukui,9134,285.44,57,2.59,104,4.73,459,20.86,1995,90.68,74,3.36,14,0.64,7,0.32,66,3,1,0.05,2,0.09,108,4.91,-,-,5,1.67,3,0.5,2,0.33,33,5.5,-,-,-,-
Yamanashi,9449,230.46,21,0.88,124,5.17,587,24.46,1849,77.04,57,2.38,40,1.67,18,0.75,48,2,1,0.04,3,0.13,198,8.25,1,0.11,21,2.33,1,0.1,-,-,71,7.1,2,0.2,9,0.9
Nagano,23172,269.44,163,3.08,29,0.55,1002,18.91,4273,80.62,154,2.91,63,1.19,49,0.92,139,2.62,-,-,7,0.13,1039,19.6,3,0.27,44,4,1,0.09,1,0.09,65,5.91,-,-,9,0.82
Gifu,19415,223.16,127,2.4,161,3.04,402,7.58,2098,39.58,134,2.53,55,1.04,13,0.25,128,2.42,4,0.08,-,-,417,7.87,-,-,22,2,-,-,3,0.6,67,13.4,-,-,33,6.6
Shizuoka,33165,238.6,193,2.17,313,3.52,2285,25.67,4295,48.26,198,2.22,79,0.89,30,0.34,235,2.64,5,0.06,6,0.07,362,4.07,6,0.29,67,3.19,2,0.2,4,0.4,55,5.5,15,1.5,8,0.8
Aichi,58531,300.16,451,2.48,485,2.66,2647,14.54,7676,42.18,423,2.32,216,1.19,72,0.4,482,2.65,7,0.04,17,0.09,583,3.2,3,0.09,83,2.37,3,0.2,7,0.47,120,8,1,0.07,27,1.8
Mie,17020,236.39,278,6.18,276,6.13,614,13.64,1725,38.33,127,2.82,89,1.98,57,1.27,187,4.16,4,0.09,3,0.07,113,2.51,2,0.17,9,0.75,4,0.44,11,1.22,38,4.22,6,0.67,4,0.44
Shiga,10496,201.85,114,3.68,79,2.55,248,8,1770,57.1,114,3.68,58,1.87,7,0.23,93,3,3,0.1,19,0.61,209,6.74,-,-,14,1.75,-,-,5,0.71,29,4.14,-,-,4,0.57
Kyoto,23948,191.58,83,1.09,279,3.67,821,10.8,3201,42.12,156,2.05,93,1.22,30,0.39,200,2.63,9,0.12,21,0.28,336,4.42,1,0.06,50,2.94,2,0.29,3,0.43,38,5.43,-,-,10,1.43
Osaka,60982,198.64,1063,5.34,738,3.71,3259,16.38,9027,45.36,724,3.64,400,2.01,59,0.3,722,3.63,7,0.04,70,0.35,1815,9.12,4,0.08,143,2.75,6,0.35,6,0.35,109,6.41,-,-,40,2.35
Hyogo,39676,199.38,583,4.52,552,4.28,1573,12.19,7566,58.65,409,3.17,147,1.14,89,0.69,412,3.19,6,0.05,13,0.1,1059,8.21,-,-,107,3.06,2,0.18,4,0.36,69,6.27,-,-,9,0.82
Nara,9278,171.81,260,7.65,128,3.76,628,18.47,1020,30,75,2.21,58,1.71,13,0.38,137,4.03,1,0.03,7,0.21,311,9.15,-,-,46,4.6,3,0.5,7,1.17,38,6.33,1,0.17,5,0.83
Wakayama,7591,151.82,139,4.48,117,3.77,132,4.26,1456,46.97,87,2.81,15,0.48,22,0.71,109,3.52,5,0.16,8,0.26,626,20.19,1,0.25,4,1,1,0.09,4,0.36,24,2.18,3,0.27,12,1.09
Tottori,4507,155.41,33,1.74,69,3.63,998,52.53,754,39.68,151,7.95,11,0.58,16,0.84,63,3.32,2,0.11,2,0.11,224,11.79,1,0.2,39,7.8,1,0.2,3,0.6,19,3.8,-,-,1,0.2
Shimane,5770,151.84,57,2.48,96,4.17,615,26.74,1270,55.22,80,3.48,47,2.04,104,4.52,113,4.91,5,0.22,1,0.04,311,13.52,-,-,1,0.33,-,-,5,0.63,30,3.75,-,-,1,0.13
Okayama,19454,231.6,138,2.56,288,5.33,456,8.44,2621,48.54,114,2.11,192,3.56,35,0.65,171,3.17,3,0.06,17,0.31,194,3.59,6,0.5,38,3.17,2,0.4,4,0.8,24,4.8,1,0.2,1,0.2
Hiroshima,24164,210.12,306,4.25,389,5.4,1317,18.29,3243,45.04,278,3.86,194,2.69,112,1.56,248,3.44,7,0.1,28,0.39,261,3.63,1,0.05,131,6.89,3,0.15,1,0.05,63,3.15,1,0.05,27,1.35
Yamaguchi,17421,256.19,279,5.81,251,5.23,914,19.04,1981,41.27,152,3.17,85,1.77,69,1.44,198,4.13,2,0.04,13,0.27,1108,23.08,-,-,41,4.56,3,0.33,1,0.11,65,7.22,1,0.11,8,0.89
Tokushima,7495,202.57,180,7.83,89,3.87,324,14.09,1348,58.61,47,2.04,53,2.3,29,1.26,120,5.22,4,0.17,5,0.22,190,8.26,1,0.25,6,1.5,-,-,-,-,7,1,-,-,2,0.29
Kagawa,8035,170.96,119,4.25,115,4.11,635,22.68,2205,78.75,50,1.79,68,2.43,33,1.18,107,3.82,3,0.11,24,0.86,308,11,-,-,9,1.8,3,0.6,2,0.4,31,6.2,-,-,20,4
Ehime,14106,231.25,145,3.92,85,2.3,920,24.86,3701,100.03,127,3.43,63,1.7,112,3.03,210,5.68,2,0.05,15,0.41,716,19.35,-,-,101,12.63,1,0.17,1,0.17,24,4,-,-,3,0.5
Kochi,12854,267.79,167,5.57,60,2,618,20.6,1877,62.57,115,3.83,15,0.5,46,1.53,83,2.77,11,0.37,2,0.07,73,2.43,-,-,5,1.67,1,0.13,2,0.25,38,4.75,4,0.5,6,0.75
Fukuoka,59471,300.36,655,5.46,561,4.68,3739,31.16,11624,96.87,628,5.23,440,3.67,92,0.77,670,5.58,25,0.21,47,0.39,922,7.68,-,-,133,5.12,5,0.33,14,0.93,160,10.67,-,-,11,0.73
Saga,10131,259.77,156,6.78,145,6.3,462,20.09,1384,60.17,106,4.61,97,4.22,12,0.52,127,5.52,1,0.04,6,0.26,96,4.17,-,-,27,6.75,4,0.67,1,0.17,14,2.33,-,-,13,2.17
Nagasaki,16612,237.31,139,3.16,106,2.41,1538,34.95,2855,64.89,128,2.91,121,2.75,12,0.27,167,3.8,8,0.18,11,0.25,207,4.7,-,-,27,3.38,1,0.08,1,0.08,39,3.25,-,-,4,0.33
Kumamoto,18637,232.96,174,3.48,228,4.56,912,18.24,5294,105.88,285,5.7,279,5.58,27,0.54,312,6.24,-,-,124,2.48,460,9.2,1,0.11,130,14.44,3,0.2,4,0.27,47,3.13,-,-,18,1.2
Oita,16573,285.74,103,2.86,113,3.14,1053,29.25,6482,180.06,205,5.69,14,0.39,7,0.19,211,5.86,7,0.19,6,0.17,174,4.83,-,-,33,6.6,-,-,-,-,38,3.45,-,-,20,1.82
Miyazaki,18186,308.24,248,6.89,250,6.94,726,20.17,4039,112.19,216,6,281,7.81,197,5.47,248,6.89,1,0.03,18,0.5,119,3.31,1,0.2,92,18.4,-,-,-,-,15,2.14,-,-,13,1.86
Kagoshima,22822,245.4,433,7.87,431,7.84,861,15.65,5187,94.31,282,5.13,275,5,28,0.51,185,3.36,1,0.02,37,0.67,1099,19.98,-,-,46,6.57,3,0.25,2,0.17,14,1.17,-,-,10,0.83
Okinawa,13523,233.16,134,3.94,107,3.15,358,10.53,1756,51.65,179,5.26,18,0.53,12,0.35,79,2.32,22,0.65,14,0.41,41,1.21,-,-,53,5.89,2,0.29,13,1.86,49,7,-,-,13,1.86
