"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35th week, 2021",,,,,,"Data collected as of September 8, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,746,0.15,201029,63.78,25576,8.11,66472,21.09,311957,98.97,11874,3.77,11663,3.7,1628,0.52,42158,13.38,13010,4.13,5309,1.68,94,0.14,4533,6.53,246,0.51,300,0.63,543,1.14,16,0.03,59,0.12
Hokkaido,53,0.24,6506,46.81,1453,10.45,4663,33.55,7049,50.71,648,4.66,116,0.83,46,0.33,1102,7.93,68,0.49,120,0.86,2,0.07,96,3.43,4,0.18,1,0.05,24,1.09,-,-,3,0.14
Aomori,7,0.11,1253,29.83,273,6.5,406,9.67,3683,87.69,130,3.1,30,0.71,31,0.74,456,10.86,101,2.4,34,0.81,-,-,22,2,2,0.33,2,0.33,18,3,-,-,-,-
Iwate,3,0.05,1437,35.93,192,4.8,1752,43.8,4319,107.98,190,4.75,661,16.53,20,0.5,677,16.93,121,3.03,51,1.28,-,-,81,5.79,4,0.21,4,0.21,16,0.84,-,-,2,0.11
Miyagi,12,0.13,4969,85.67,452,7.79,781,13.47,4379,75.5,283,4.88,147,2.53,37,0.64,961,16.57,41,0.71,120,2.07,1,0.08,51,4.25,2,0.17,-,-,33,2.75,-,-,1,0.08
Akita,-,-,1582,46.53,146,4.29,635,18.68,1836,54,163,4.79,28,0.82,17,0.5,276,8.12,39,1.15,15,0.44,2,0.29,16,2.29,1,0.13,-,-,2,0.25,-,-,2,0.25
Yamagata,66,1.47,2895,99.83,359,12.38,1003,34.59,2242,77.31,87,3,54,1.86,14,0.48,501,17.28,371,12.79,45,1.55,-,-,41,5.13,2,0.2,-,-,4,0.4,-,-,1,0.1
Fukushima,15,0.18,3786,75.72,572,11.44,1286,25.72,4436,88.72,185,3.7,60,1.2,30,0.6,1008,20.16,72,1.44,85,1.7,1,0.08,129,9.92,6,0.86,1,0.14,2,0.29,-,-,2,0.29
Ibaraki,17,0.14,2428,32.37,436,5.81,1667,22.23,4994,66.59,223,2.97,116,1.55,30,0.4,657,8.76,601,8.01,105,1.4,-,-,239,14.06,-,-,2,0.17,79,6.58,-,-,1,0.08
Tochigi,9,0.12,2156,44.92,175,3.65,636,13.25,2957,61.6,118,2.46,65,1.35,32,0.67,752,15.67,67,1.4,85,1.77,3,0.25,131,10.92,2,0.29,13,1.86,16,2.29,-,-,-,-
Gunma,7,0.08,1654,31.21,357,6.74,651,12.28,5148,97.13,133,2.51,59,1.11,24,0.45,775,14.62,55,1.04,112,2.11,-,-,176,11.73,4,0.44,2,0.22,6,0.67,-,-,2,0.22
Saitama,26,0.1,7846,49.35,1176,7.4,2396,15.07,17849,112.26,654,4.11,282,1.77,100,0.63,2497,15.7,395,2.48,384,2.42,22,0.56,269,6.9,8,0.73,18,1.64,9,0.82,-,-,3,0.27
Chiba,31,0.15,6225,47.52,516,3.94,2076,15.85,8299,63.35,614,4.69,171,1.31,72,0.55,1574,12.02,327,2.5,279,2.13,4,0.12,238,7.21,7,0.78,13,1.44,10,1.11,-,-,3,0.33
Tokyo,31,0.08,15674,61.23,1158,4.52,2802,10.95,27405,107.05,847,3.31,432,1.69,187,0.73,3740,14.61,501,1.96,465,1.82,1,0.03,184,4.97,12,0.5,16,0.67,14,0.58,12,0.5,3,0.13
Kanagawa,22,0.06,10946,49.09,791,3.55,2759,12.37,17193,77.1,823,3.69,289,1.3,120,0.54,2818,12.64,240,1.08,404,1.81,9,0.18,577,11.54,6,0.55,12,1.09,18,1.64,-,-,2,0.18
Niigata,18,0.2,6479,115.7,1104,19.71,2959,52.84,3880,69.29,330,5.89,94,1.68,41,0.73,783,13.98,489,8.73,117,2.09,12,1.2,43,4.3,8,0.62,7,0.54,22,1.69,-,-,1,0.08
Toyama,5,0.1,3031,104.52,356,12.28,841,29,2787,96.1,97,3.34,37,1.28,31,1.07,346,11.93,131,4.52,31,1.07,-,-,3,0.43,2,0.4,2,0.4,10,2,-,-,1,0.2
Ishikawa,-,-,3333,114.93,469,16.17,600,20.69,2857,98.52,178,6.14,26,0.9,7,0.24,408,14.07,43,1.48,29,1,-,-,12,1.71,1,0.2,1,0.2,15,3,-,-,1,0.2
Fukui,-,-,2751,119.61,291,12.65,536,23.3,3673,159.7,92,4,22,0.96,6,0.26,311,13.52,70,3.04,22,0.96,-,-,10,3.33,16,2.67,2,0.33,1,0.17,-,-,-,-
Yamanashi,-,-,707,29.46,38,1.58,212,8.83,1573,65.54,45,1.88,19,0.79,18,0.75,196,8.17,12,0.5,34,1.42,-,-,40,4.44,2,0.2,3,0.3,4,0.4,-,-,-,-
Nagano,7,0.08,1435,27.08,207,3.91,842,15.89,5536,104.45,235,4.43,56,1.06,28,0.53,657,12.4,174,3.28,83,1.57,1,0.09,22,2,6,0.6,4,0.4,5,0.5,-,-,1,0.1
Gifu,27,0.31,3101,59.63,315,6.06,768,14.77,2522,48.5,71,1.37,51,0.98,22,0.42,460,8.85,422,8.12,39,0.75,1,0.09,43,3.91,1,0.2,-,-,4,0.8,-,-,1,0.2
Shizuoka,8,0.06,7343,83.44,650,7.39,1202,13.66,7450,84.66,301,3.42,84,0.95,45,0.51,1088,12.36,93,1.06,172,1.95,-,-,56,2.55,13,1.3,16,1.6,6,0.6,-,-,-,-
Aichi,31,0.16,8525,46.84,750,4.12,2776,15.25,13989,76.86,399,2.19,174,0.96,48,0.26,1653,9.08,815,4.48,231,1.27,6,0.17,112,3.2,6,0.4,20,1.33,1,0.07,1,0.07,1,0.07
Mie,22,0.32,5002,113.68,313,7.11,424,9.64,4769,108.39,141,3.2,36,0.82,14,0.32,553,12.57,555,12.61,40,0.91,-,-,13,1.18,1,0.11,2,0.22,22,2.44,-,-,1,0.11
Shiga,27,0.46,1414,40.4,162,4.63,667,19.06,2367,67.63,113,3.23,127,3.63,13,0.37,379,10.83,337,9.63,55,1.57,-,-,10,1.25,11,1.57,5,0.71,4,0.57,-,-,-,-
Kyoto,61,0.49,3407,44.83,457,6.01,1541,20.28,5979,78.67,243,3.2,144,1.89,21,0.28,669,8.8,231,3.04,99,1.3,-,-,51,3,1,0.14,3,0.43,3,0.43,1,0.14,-,-
Osaka,71,0.24,15176,77.43,1747,8.91,3550,18.11,20580,105,654,3.34,317,1.62,87,0.44,2311,11.79,372,1.9,343,1.75,7,0.13,190,3.65,9,0.56,10,0.63,4,0.25,-,-,4,0.25
Hyogo,24,0.12,10215,79.8,1073,8.38,1837,14.35,16154,126.2,350,2.73,374,2.92,51,0.4,1517,11.85,359,2.8,236,1.84,1,0.03,210,6,7,0.5,31,2.21,10,0.71,1,0.07,5,0.36
Nara,1,0.02,2968,87.29,406,11.94,405,11.91,3315,97.5,64,1.88,74,2.18,8,0.24,455,13.38,50,1.47,38,1.12,1,0.1,69,6.9,8,1.33,4,0.67,4,0.67,-,-,3,0.5
Wakayama,1,0.02,2877,95.9,176,5.87,569,18.97,2806,93.53,86,2.87,12,0.4,12,0.4,338,11.27,31,1.03,41,1.37,-,-,23,5.75,15,1.36,7,0.64,14,1.27,-,-,1,0.09
Tottori,5,0.17,923,48.58,253,13.32,1769,93.11,2684,141.26,94,4.95,37,1.95,10,0.53,241,12.68,97,5.11,17,0.89,1,0.2,17,3.4,5,1,3,0.6,1,0.2,-,-,-,-
Shimane,14,0.37,1458,63.39,169,7.35,283,12.3,3651,158.74,119,5.17,113,4.91,4,0.17,431,18.74,38,1.65,10,0.43,-,-,10,3.33,11,1.38,9,1.13,4,0.5,-,-,-,-
Okayama,40,0.48,1990,36.85,311,5.76,540,10,6958,128.85,148,2.74,135,2.5,21,0.39,573,10.61,607,11.24,98,1.81,-,-,24,2,3,0.6,2,0.4,5,1,-,-,1,0.2
Hiroshima,18,0.16,3797,53.48,744,10.48,901,12.69,10732,151.15,217,3.06,202,2.85,27,0.38,834,11.75,596,8.39,137,1.93,5,0.26,175,9.21,7,0.35,2,0.1,11,0.55,1,0.05,4,0.2
Yamaguchi,10,0.15,5510,122.44,242,5.38,1195,26.56,4865,108.11,115,2.56,91,2.02,28,0.62,780,17.33,84,1.87,67,1.49,-,-,38,4.22,-,-,3,0.33,28,3.11,-,-,-,-
Tokushima,3,0.08,2817,122.48,200,8.7,209,9.09,2365,102.83,92,4,12,0.52,5,0.22,345,15,341,14.83,17,0.74,-,-,11,2.75,1,0.14,2,0.29,3,0.43,-,-,-,-
Kagawa,2,0.04,2016,72,315,11.25,477,17.04,5157,184.18,108,3.86,77,2.75,17,0.61,407,14.54,976,34.86,70,2.5,2,0.4,16,3.2,1,0.2,4,0.8,1,0.2,-,-,-,-
Ehime,8,0.13,2707,75.19,288,8,941,26.14,8450,234.72,113,3.14,106,2.94,21,0.58,731,20.31,349,9.69,77,2.14,1,0.13,213,26.63,1,0.17,4,0.67,1,0.17,-,-,2,0.33
Kochi,4,0.09,3112,111.14,202,7.21,339,12.11,3745,133.75,118,4.21,687,24.54,30,1.07,337,12.04,919,32.82,24,0.86,-,-,16,5.33,4,0.5,2,0.25,9,1.13,-,-,3,0.38
Fukuoka,5,0.03,11988,99.9,1986,16.55,8293,69.11,16583,138.19,634,5.28,1241,10.34,79,0.66,2546,21.22,339,2.83,322,2.68,9,0.35,213,8.19,11,0.79,17,1.21,9,0.64,-,-,-,-
Saga,1,0.03,2041,88.74,395,17.17,733,31.87,1159,50.39,98,4.26,66,2.87,7,0.3,602,26.17,71,3.09,23,1,-,-,13,3.25,6,1,5,0.83,6,1,-,-,-,-
Nagasaki,6,0.09,3008,69.95,480,11.16,2191,50.95,2536,58.98,266,6.19,133,3.09,24,0.56,605,14.07,95,2.21,100,2.33,-,-,16,2,8,0.67,17,1.42,39,3.25,-,-,1,0.08
Kumamoto,3,0.04,3560,71.2,501,10.02,691,13.82,4792,95.84,220,4.4,2594,51.88,63,1.26,1166,23.32,226,4.52,77,1.54,-,-,165,18.33,-,-,9,0.6,3,0.2,-,-,1,0.07
Oita,2,0.03,2812,78.11,344,9.56,500,13.89,7062,196.17,304,8.44,194,5.39,19,0.53,704,19.56,85,2.36,79,2.19,1,0.2,43,8.6,-,-,1,0.09,39,3.55,-,-,-,-
Miyazaki,1,0.02,3761,104.47,555,15.42,1624,45.11,7708,214.11,165,4.58,510,14.17,20,0.56,843,23.42,566,15.72,82,2.28,-,-,129,21.5,-,-,2,0.29,-,-,-,-,-,-
Kagoshima,6,0.07,1864,34.52,1490,27.59,1492,27.63,9600,177.78,340,6.3,1204,22.3,36,0.67,753,13.94,318,5.89,117,2.17,-,-,90,12.86,3,0.25,4,0.33,1,0.08,-,-,1,0.08
Okinawa,16,0.28,544,16.48,531,16.09,1052,31.88,1884,57.09,226,6.85,104,3.15,5,0.15,342,10.36,120,3.64,78,2.36,1,0.11,187,20.78,18,2.57,13,1.86,3,0.43,-,-,1,0.14
