"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41st week, 2022",,,,,,"Data collected as of October 19, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,2343,0.48,97961,31.19,21409,6.82,39725,12.65,490282,156.09,9023,2.87,139469,44.4,1575,0.5,38730,12.33,31799,10.12,3781,1.2,133,0.19,4902,7.08,236,0.49,329,0.69,269,0.56,26,0.05,85,0.18
Hokkaido,37,0.17,3684,26.5,1240,8.92,2818,20.27,9585,68.96,491,3.53,7582,54.55,40,0.29,897,6.45,2325,16.73,113,0.81,9,0.32,93,3.32,10,0.45,1,0.05,22,1,1,0.05,10,0.45
Aomori,5,0.08,355,8.66,135,3.29,152,3.71,4397,107.24,103,2.51,1809,44.12,34,0.83,462,11.27,303,7.39,36,0.88,-,-,44,4,1,0.17,3,0.5,38,6.33,-,-,1,0.17
Iwate,7,0.11,669,17.15,207,5.31,882,22.62,5549,142.28,157,4.03,1487,38.13,33,0.85,618,15.85,312,8,68,1.74,-,-,96,6.86,6,0.32,5,0.26,12,0.63,-,-,2,0.11
Miyagi,19,0.2,889,15.33,256,4.41,484,8.34,9275,159.91,205,3.53,4857,83.74,41,0.71,967,16.67,798,13.76,64,1.1,1,0.08,76,6.33,5,0.42,1,0.08,21,1.75,-,-,1,0.08
Akita,2,0.04,652,19.76,124,3.76,440,13.33,2461,74.58,181,5.48,1543,46.76,5,0.15,230,6.97,128,3.88,13,0.39,3,0.43,20,2.86,2,0.25,-,-,4,0.5,-,-,2,0.25
Yamagata,5,0.11,653,23.32,381,13.61,425,15.18,5871,209.68,98,3.5,2604,93,7,0.25,454,16.21,1312,46.86,23,0.82,-,-,68,8.5,2,0.2,-,-,5,0.5,-,-,2,0.2
Fukushima,7,0.08,722,14.44,537,10.74,597,11.94,6300,126,188,3.76,3069,61.38,40,0.8,1001,20.02,441,8.82,51,1.02,2,0.15,134,10.31,1,0.14,6,0.86,4,0.57,-,-,2,0.29
Ibaraki,33,0.28,1145,15.27,382,5.09,896,11.95,9268,123.57,167,2.23,2618,34.91,29,0.39,530,7.07,885,11.8,75,1,7,0.41,287,16.88,1,0.08,5,0.42,32,2.67,-,-,-,-
Tochigi,13,0.17,1369,28.52,134,2.79,621,12.94,3605,75.1,86,1.79,2247,46.81,30,0.63,740,15.42,178,3.71,43,0.9,-,-,115,9.58,6,0.86,4,0.57,-,-,-,-,1,0.14
Gunma,5,0.06,675,12.74,291,5.49,299,5.64,9359,176.58,148,2.79,3099,58.47,31,0.58,800,15.09,705,13.3,81,1.53,1,0.08,92,7.08,4,0.44,2,0.22,1,0.11,-,-,-,-
Saitama,76,0.3,3628,22.96,816,5.16,1400,8.86,30229,191.32,530,3.35,10735,67.94,112,0.71,1991,12.6,2051,12.98,263,1.66,31,0.79,311,7.97,5,0.45,21,1.91,6,0.55,-,-,2,0.18
Chiba,68,0.33,2821,22.04,497,3.88,1345,10.51,20132,157.28,378,2.95,8945,69.88,71,0.55,1550,12.11,1658,12.95,241,1.88,7,0.21,218,6.61,9,1,12,1.33,3,0.33,-,-,-,-
Tokyo,144,0.35,6354,24.82,1066,4.16,1506,5.88,46378,181.16,646,2.52,15563,60.79,134,0.52,3120,12.19,4096,16,370,1.45,1,0.03,241,6.51,14,0.56,11,0.44,4,0.16,20,0.8,4,0.16
Kanagawa,111,0.32,4613,20.87,728,3.29,1839,8.32,32479,146.96,568,2.57,12818,58,135,0.61,2470,11.18,2680,12.13,301,1.36,9,0.18,676,13.52,7,0.64,28,2.55,6,0.55,1,0.09,5,0.45
Niigata,9,0.11,378,6.75,730,13.04,2106,37.61,6117,109.23,218,3.89,5254,93.82,42,0.75,780,13.93,1639,29.27,101,1.8,10,1.11,41,4.56,5,0.42,5,0.42,5,0.42,-,-,1,0.08
Toyama,2,0.04,948,32.69,382,13.17,378,13.03,5848,201.66,100,3.45,1357,46.79,16,0.55,312,10.76,352,12.14,12,0.41,-,-,24,3.43,2,0.4,1,0.2,3,0.6,-,-,-,-
Ishikawa,9,0.19,745,25.69,326,11.24,268,9.24,5849,201.69,120,4.14,1114,38.41,10,0.34,336,11.59,178,6.14,14,0.48,-,-,25,3.57,3,0.6,7,1.4,7,1.4,-,-,2,0.4
Fukui,3,0.08,817,35.52,224,9.74,339,14.74,4732,205.74,47,2.04,1636,71.13,37,1.61,278,12.09,196,8.52,18,0.78,-,-,9,3,4,0.67,1,0.17,5,0.83,-,-,-,-
Yamanashi,5,0.13,299,13,17,0.74,32,1.39,2953,128.39,52,2.26,737,32.04,8,0.35,193,8.39,309,13.43,17,0.74,-,-,41,4.56,2,0.2,5,0.5,4,0.4,-,-,1,0.1
Nagano,63,0.73,627,11.83,180,3.4,239,4.51,8801,166.06,199,3.75,3010,56.79,21,0.4,546,10.3,641,12.09,48,0.91,-,-,56,5.09,2,0.18,4,0.36,-,-,-,-,3,0.27
Gifu,29,0.34,2517,48.4,359,6.9,301,5.79,5584,107.38,82,1.58,1706,32.81,5,0.1,451,8.67,142,2.73,33,0.63,-,-,27,2.45,2,0.4,1,0.2,2,0.4,-,-,-,-
Shizuoka,28,0.2,1695,19.04,579,6.51,647,7.27,14208,159.64,209,2.35,4877,54.8,58,0.65,1020,11.46,1514,17.01,133,1.49,2,0.09,117,5.32,18,1.8,11,1.1,7,0.7,-,-,-,-
Aichi,158,0.81,7709,42.36,629,3.46,2222,12.21,24408,134.11,355,1.95,8351,45.88,49,0.27,1472,8.09,1569,8.62,189,1.04,1,0.03,114,3.26,16,1.07,16,1.07,-,-,1,0.07,1,0.07
Mie,32,0.46,3724,84.64,318,7.23,357,8.11,7422,168.68,137,3.11,1481,33.66,11,0.25,479,10.89,484,11,23,0.52,1,0.09,15,1.36,4,0.44,15,1.67,2,0.22,-,-,-,-
Shiga,25,0.42,882,24.5,177,4.92,373,10.36,4522,125.61,159,4.42,1410,39.17,6,0.17,389,10.81,287,7.97,37,1.03,-,-,16,2,4,0.57,2,0.29,2,0.29,-,-,1,0.14
Kyoto,63,0.51,2550,34,773,10.31,1069,14.25,8168,108.91,156,2.08,1596,21.28,29,0.39,559,7.45,255,3.4,59,0.79,1,0.06,48,2.82,2,0.33,3,0.5,1,0.17,3,0.5,1,0.17
Osaka,429,1.43,11873,60.58,1928,9.84,2331,11.89,27920,142.45,505,2.58,4413,22.52,87,0.44,2087,10.65,1145,5.84,272,1.39,11,0.22,250,4.9,5,0.31,15,0.94,1,0.06,-,-,3,0.19
Hyogo,119,0.6,6000,46.88,865,6.76,1272,9.94,23781,185.79,304,2.38,2620,20.47,76,0.59,1319,10.3,682,5.33,150,1.17,5,0.14,248,7.09,9,0.64,22,1.57,1,0.07,-,-,3,0.21
Nara,18,0.33,1557,47.18,195,5.91,185,5.61,4990,151.21,78,2.36,737,22.33,7,0.21,402,12.18,152,4.61,26,0.79,-,-,78,7.8,2,0.33,2,0.33,1,0.17,-,-,-,-
Wakayama,13,0.27,1008,34.76,215,7.41,230,7.93,3408,117.52,73,2.52,412,14.21,5,0.17,370,12.76,95,3.28,26,0.9,1,0.25,24,6,4,0.4,8,0.8,22,2.2,-,-,1,0.1
Tottori,5,0.18,705,37.11,191,10.05,1237,65.11,2821,148.47,33,1.74,517,27.21,9,0.47,232,12.21,156,8.21,4,0.21,-,-,29,7.25,4,0.8,7,1.4,-,-,-,-,1,0.2
Shimane,1,0.03,983,44.68,145,6.59,177,8.05,3903,177.41,77,3.5,917,41.68,3,0.14,392,17.82,67,3.05,20,0.91,-,-,3,1,13,1.63,6,0.75,-,-,-,-,1,0.13
Okayama,67,0.8,1043,19.31,286,5.3,255,4.72,9282,171.89,147,2.72,710,13.15,34,0.63,625,11.57,220,4.07,92,1.7,3,0.25,33,2.75,7,1.4,2,0.4,4,0.8,-,-,-,-
Hiroshima,27,0.24,2584,36.39,744,10.48,543,7.65,12278,172.93,150,2.11,2441,34.38,28,0.39,762,10.73,575,8.1,71,1,3,0.16,189,9.95,2,0.1,5,0.25,3,0.15,-,-,2,0.1
Yamaguchi,13,0.2,2127,47.27,284,6.31,989,21.98,7030,156.22,116,2.58,601,13.36,17,0.38,652,14.49,463,10.29,41,0.91,-,-,77,8.56,1,0.11,1,0.11,8,0.89,-,-,-,-
Tokushima,2,0.05,846,36.78,192,8.35,88,3.83,3242,140.96,48,2.09,286,12.43,4,0.17,330,14.35,55,2.39,14,0.61,-,-,6,1.5,4,0.57,5,0.71,2,0.29,-,-,-,-
Kagawa,3,0.06,703,25.11,259,9.25,182,6.5,5996,214.14,89,3.18,277,9.89,16,0.57,461,16.46,53,1.89,48,1.71,1,0.2,21,4.2,1,0.2,2,0.4,1,0.2,-,-,1,0.2
Ehime,18,0.3,2007,55.75,232,6.44,549,15.25,8960,248.89,115,3.19,426,11.83,23,0.64,679,18.86,100,2.78,56,1.56,-,-,225,32.14,1,0.17,1,0.17,1,0.17,-,-,4,0.67
