"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35th week, 2020",,,,,,"Data collected as of September 2, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,562898,114.25,12693,4.03,23834,7.57,161216,51.2,303280,96.31,22657,7.19,11853,3.76,17552,5.57,42169,13.39,14011,4.45,5422,1.72,140,0.2,6345,9.16,285,0.6,310,0.65,3044,6.38,52,0.11,220,0.46
Hokkaido,26993,122.7,907,6.62,1256,9.17,7974,58.2,4750,34.67,887,6.47,183,1.34,1435,10.47,1209,8.82,97,0.71,141,1.03,9,0.32,384,13.71,9,0.41,7,0.32,186,8.45,1,0.05,27,1.23
Aomori,5299,84.11,187,4.68,224,5.6,1476,36.9,3969,99.23,235,5.88,291,7.28,371,9.28,514,12.85,20,0.5,34,0.85,1,0.1,75,7.5,1,0.2,-,-,46,9.2,-,-,2,0.4
Iwate,9107,140.11,193,4.71,311,7.59,3319,80.95,4036,98.44,301,7.34,315,7.68,211,5.15,667,16.27,33,0.8,75,1.83,-,-,137,9.79,3,0.16,2,0.11,66,3.47,-,-,6,0.32
Miyagi,7748,82.43,407,7.02,396,6.83,3424,59.03,4825,83.19,452,7.79,362,6.24,165,2.84,955,16.47,50,0.86,84,1.45,3,0.25,55,4.58,2,0.17,-,-,180,15,1,0.08,2,0.17
Akita,7132,134.57,58,1.71,148,4.35,798,23.47,2179,64.09,113,3.32,260,7.65,92,2.71,256,7.53,15,0.44,28,0.82,4,0.67,30,5,1,0.13,-,-,24,3,1,0.13,2,0.25
Yamagata,4164,92.53,131,4.52,464,16,3057,105.41,2607,89.9,298,10.28,56,1.93,231,7.97,532,18.34,20,0.69,26,0.9,-,-,52,7.43,4,0.4,-,-,28,2.8,1,0.1,1,0.1
Fukushima,10239,123.36,316,6.32,454,9.08,3147,62.94,3659,73.18,381,7.62,122,2.44,612,12.24,1002,20.04,44,0.88,82,1.64,-,-,226,17.38,4,0.67,3,0.5,37,6.17,-,-,2,0.33
Ibaraki,11751,97.93,180,2.4,594,7.92,3465,46.2,6538,87.17,601,8.01,141,1.88,255,3.4,649,8.65,75,1,93,1.24,2,0.12,369,21.71,-,-,5,0.42,119,9.92,-,-,5,0.42
Tochigi,5942,78.18,164,3.42,115,2.4,1476,30.75,2478,51.63,320,6.67,124,2.58,160,3.33,753,15.69,19,0.4,75,1.56,-,-,66,5.5,1,0.14,5,0.71,63,9,3,0.43,2,0.29
Gunma,11040,129.88,112,2.11,406,7.66,1988,37.51,4607,86.92,390,7.36,140,2.64,214,4.04,762,14.38,65,1.23,98,1.85,-,-,175,12.5,6,0.67,4,0.44,85,9.44,2,0.22,1,0.11
Saitama,29315,116.79,544,3.42,1080,6.79,8014,50.4,18341,115.35,1608,10.11,655,4.12,493,3.1,2283,14.36,172,1.08,352,2.21,34,0.87,381,9.77,9,0.82,16,1.45,80,7.27,-,-,1,0.09
Chiba,24827,118.22,311,2.36,476,3.61,8716,66.03,10732,81.3,960,7.27,350,2.65,367,2.78,1510,11.44,102,0.77,288,2.18,6,0.18,310,9.39,9,1,8,0.89,77,8.56,-,-,1,0.11
Tokyo,33388,81.83,537,2.1,968,3.78,11336,44.28,29303,114.46,1900,7.42,807,3.15,392,1.53,3412,13.33,408,1.59,450,1.76,8,0.22,213,5.76,21,0.88,26,1.08,154,6.42,24,1,5,0.21
Kanagawa,29720,85.65,519,2.32,730,3.26,10165,45.38,19440,86.79,1649,7.36,585,2.61,373,1.67,2601,11.61,163,0.73,399,1.78,4,0.08,805,16.1,8,0.8,16,1.6,44,4.4,1,0.1,3,0.3
Niigata,9882,109.8,410,7.19,1064,18.67,6634,116.39,3784,66.39,624,10.95,199,3.49,162,2.84,863,15.14,38,0.67,102,1.79,18,1.8,91,9.1,5,0.38,4,0.31,92,7.08,2,0.15,1,0.08
Toyama,3564,74.25,74,2.55,328,11.31,2921,100.72,3939,135.83,233,8.03,106,3.66,228,7.86,373,12.86,79,2.72,26,0.9,-,-,16,2.67,1,0.2,7,1.4,56,11.2,1,0.2,4,0.8
Ishikawa,6189,128.94,107,3.69,244,8.41,3336,115.03,3782,130.41,406,14,63,2.17,237,8.17,372,12.83,11,0.38,26,0.9,-,-,10,1.43,-,-,5,1,57,11.4,-,-,1,0.2
Fukui,4975,134.46,98,4.26,299,13,1340,58.26,3054,132.78,102,4.43,51,2.22,376,16.35,257,11.17,34,1.48,23,1,-,-,13,4.33,7,1.17,6,1,16,2.67,3,0.5,-,-
