"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49th week, 2021",,,,,,"Data collected as of December 15, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,968,0.2,223380,70.85,31583,10.02,88358,28.02,448424,142.22,16420,5.21,69795,22.14,2107,0.67,57534,18.25,35586,11.29,7095,2.25,134,0.19,6497,9.36,340,0.71,442,0.92,651,1.36,21,0.04,80,0.17
Hokkaido,58,0.26,9957,71.63,1998,14.37,6189,44.53,8840,63.6,888,6.39,285,2.05,56,0.4,1441,10.37,111,0.8,181,1.3,2,0.07,132,4.71,4,0.18,1,0.05,39,1.77,-,-,4,0.18
Aomori,7,0.11,1329,31.64,314,7.48,473,11.26,4813,114.6,217,5.17,290,6.9,34,0.81,623,14.83,147,3.5,49,1.17,1,0.09,34,3.09,6,1,4,0.67,29,4.83,-,-,-,-
Iwate,6,0.09,2017,50.43,244,6.1,2369,59.23,5723,143.08,250,6.25,1516,37.9,26,0.65,897,22.43,240,6,77,1.93,-,-,103,7.36,5,0.26,8,0.42,22,1.16,-,-,4,0.21
Miyagi,12,0.13,5334,91.97,552,9.52,1027,17.71,7079,122.05,409,7.05,792,13.66,48,0.83,1323,22.81,251,4.33,154,2.66,1,0.08,95,7.92,2,0.17,-,-,36,3,-,-,2,0.17
Akita,-,-,1625,47.79,176,5.18,846,24.88,2460,72.35,233,6.85,45,1.32,21,0.62,370,10.88,73,2.15,19,0.56,4,0.57,29,4.14,1,0.13,-,-,2,0.25,-,-,2,0.25
Yamagata,67,1.49,3044,104.97,567,19.55,1453,50.1,3210,110.69,136,4.69,89,3.07,16,0.55,687,23.69,426,14.69,55,1.9,-,-,64,8,2,0.2,-,-,5,0.5,-,-,1,0.1
Fukushima,19,0.23,4748,94.96,765,15.3,1604,32.08,5640,112.8,268,5.36,136,2.72,34,0.68,1375,27.5,277,5.54,112,2.24,1,0.08,168,12.92,7,1,2,0.29,2,0.29,-,-,3,0.43
Ibaraki,19,0.16,2668,35.57,539,7.19,2311,30.81,7382,98.43,304,4.05,318,4.24,38,0.51,898,11.97,848,11.31,138,1.84,-,-,359,21.12,1,0.08,4,0.33,89,7.42,-,-,1,0.08
Tochigi,10,0.13,2313,48.19,212,4.42,940,19.58,4202,87.54,154,3.21,175,3.65,44,0.92,1023,21.31,207,4.31,117,2.44,4,0.33,179,14.92,8,1.14,22,3.14,17,2.43,-,-,-,-
Gunma,7,0.08,2253,42.51,444,8.38,850,16.04,6697,126.36,193,3.64,171,3.23,31,0.58,1031,19.45,888,16.75,139,2.62,1,0.07,246,16.4,4,0.44,4,0.44,8,0.89,-,-,2,0.22
Saitama,33,0.13,8785,55.25,1477,9.29,3210,20.19,28042,176.36,979,6.16,682,4.29,135,0.85,3325,20.91,897,5.64,532,3.35,27,0.69,372,9.54,10,0.91,26,2.36,10,0.91,-,-,3,0.27
Chiba,52,0.25,6404,49.26,626,4.82,2944,22.65,12394,95.34,817,6.28,479,3.68,88,0.68,2170,16.69,624,4.8,371,2.85,6,0.18,316,9.58,8,0.89,14,1.56,14,1.56,-,-,4,0.44
Tokyo,34,0.08,16144,62.82,1498,5.83,3778,14.7,39870,155.14,1205,4.69,2153,8.38,250,0.97,5103,19.86,2437,9.48,633,2.46,2,0.05,271,7.32,21,0.88,25,1.04,19,0.79,15,0.63,4,0.17
Kanagawa,38,0.11,11134,49.93,945,4.24,3568,16,24563,110.15,1112,4.99,1463,6.56,151,0.68,3908,17.52,919,4.12,568,2.55,10,0.2,909,18.18,10,0.91,21,1.91,24,2.18,-,-,2,0.18
Niigata,18,0.2,7375,131.7,1277,22.8,3950,70.54,6528,116.57,418,7.46,261,4.66,51,0.91,1055,18.84,1220,21.79,155,2.77,16,1.6,55,5.5,12,0.92,8,0.62,23,1.77,-,-,1,0.08
Toyama,6,0.13,3095,110.54,445,15.89,1035,36.96,3856,137.71,142,5.07,460,16.43,33,1.18,475,16.96,398,14.21,42,1.5,-,-,6,0.86,4,0.8,2,0.4,13,2.6,-,-,1,0.2
Ishikawa,-,-,3413,117.69,531,18.31,722,24.9,4117,141.97,232,8,704,24.28,11,0.38,576,19.86,671,23.14,41,1.41,-,-,21,3,1,0.2,1,0.2,19,3.8,-,-,1,0.2
