"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24th week, 2020",,,,,,"Data collected as of June 17, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,562840,114.07,12056,3.82,18300,5.81,136393,43.27,238040,75.52,19066,6.05,7181,2.28,17001,5.39,24353,7.73,1723,0.55,3561,1.13,98,0.14,4832,6.96,205,0.43,206,0.43,2721,5.7,41,0.09,201,0.42
Hokkaido,26990,122.68,890,6.5,917,6.69,6814,49.74,3730,27.23,730,5.33,78,0.57,1420,10.36,703,5.13,38,0.28,81,0.59,7,0.25,310,11.07,7,0.32,6,0.27,165,7.5,1,0.05,22,1
Aomori,5298,81.51,187,4.45,158,3.76,1357,32.31,3396,80.86,207,4.93,262,6.24,357,8.5,346,8.24,6,0.14,23,0.55,1,0.09,58,5.27,-,-,-,-,35,5.83,-,-,2,0.33
Iwate,9107,140.11,168,4.1,207,5.05,2801,68.32,3016,73.56,230,5.61,228,5.56,208,5.07,367,8.95,12,0.29,49,1.2,-,-,96,6.86,2,0.11,1,0.05,52,2.74,-,-,5,0.26
Miyagi,7747,82.41,400,6.9,322,5.55,3129,53.95,4013,69.19,399,6.88,270,4.66,153,2.64,548,9.45,11,0.19,58,1,1,0.08,40,3.33,2,0.17,-,-,142,11.83,1,0.08,2,0.17
Akita,7132,134.57,57,1.68,104,3.06,644,18.94,1801,52.97,77,2.26,169,4.97,87,2.56,149,4.38,4,0.12,21,0.62,4,0.67,21,3.5,1,0.13,-,-,19,2.38,1,0.13,2,0.25
Yamagata,4165,92.56,126,4.34,332,11.45,2590,89.31,2096,72.28,280,9.66,23,0.79,219,7.55,342,11.79,13,0.45,20,0.69,-,-,45,6.43,4,0.4,-,-,27,2.7,1,0.1,1,0.1
Fukushima,10236,123.33,314,6.28,314,6.28,2612,52.24,3040,60.8,335,6.7,83,1.66,604,12.08,567,11.34,12,0.24,48,0.96,-,-,174,13.38,4,0.67,-,-,36,6,-,-,2,0.33
Ibaraki,11750,97.92,172,2.29,449,5.99,2840,37.87,5211,69.48,518,6.91,69,0.92,247,3.29,356,4.75,17,0.23,62,0.83,1,0.06,251,14.76,-,-,3,0.25,113,9.42,-,-,5,0.42
Tochigi,5940,78.16,163,3.4,92,1.92,1289,26.85,2018,42.04,258,5.38,60,1.25,152,3.17,428,8.92,5,0.1,43,0.9,-,-,47,3.92,1,0.14,3,0.43,53,7.57,1,0.14,2,0.29
Gunma,11040,129.88,112,2.11,329,6.21,1642,30.98,3575,67.45,325,6.13,82,1.55,202,3.81,424,8,14,0.26,61,1.15,-,-,137,9.79,6,0.67,2,0.22,84,9.33,1,0.11,1,0.11
Saitama,29311,115.85,534,3.36,945,5.94,6975,43.87,14186,89.22,1375,8.65,429,2.7,462,2.91,1258,7.91,46,0.29,239,1.5,19,0.48,293,7.33,7,0.64,6,0.55,75,6.82,-,-,1,0.09
Chiba,24826,117.1,307,2.31,426,3.2,7467,56.14,8661,65.12,822,6.18,223,1.68,349,2.62,794,5.97,36,0.27,179,1.35,5,0.15,248,7.29,5,0.56,4,0.44,66,7.33,-,-,1,0.11
Tokyo,33387,81.83,529,2.07,799,3.12,10089,39.41,22977,89.75,1656,6.47,446,1.74,346,1.35,1911,7.46,179,0.7,281,1.1,3,0.08,145,3.92,15,0.63,17,0.71,147,6.13,20,0.83,2,0.08
Kanagawa,29720,84.91,509,2.26,599,2.66,8835,39.27,15754,70.02,1399,6.22,351,1.56,341,1.52,1438,6.39,43,0.19,260,1.16,2,0.04,614,12.28,6,0.55,7,0.64,43,3.91,1,0.09,3,0.27
Niigata,9882,109.8,397,6.96,783,13.74,5836,102.39,3072,53.89,541,9.49,109,1.91,156,2.74,514,9.02,17,0.3,66,1.16,16,1.6,73,7.3,5,0.38,3,0.23,80,6.15,-,-,1,0.08
Toyama,3562,74.21,73,2.52,282,9.72,2662,91.79,3019,104.1,209,7.21,76,2.62,219,7.55,203,7,45,1.55,17,0.59,-,-,14,2.33,1,0.2,6,1.2,47,9.4,-,-,4,0.8
Ishikawa,6189,128.94,104,3.59,193,6.66,3092,106.62,3010,103.79,383,13.21,51,1.76,230,7.93,190,6.55,5,0.17,20,0.69,-,-,10,1.43,-,-,4,0.8,51,10.2,-,-,1,0.2
Fukui,4975,134.46,98,4.26,252,10.96,1166,50.7,2537,110.3,87,3.78,24,1.04,370,16.09,148,6.43,16,0.7,11,0.48,-,-,7,2.33,3,0.5,6,1,15,2.5,3,0.5,-,-
