"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5th week, 2021",,,,,,"Data collected as of February 10, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,364,0.07,2768,0.88,3504,1.11,10562,3.35,42024,13.34,2077,0.66,719,0.23,221,0.07,5848,1.86,412,0.13,611,0.19,13,0.02,664,0.96,31,0.06,40,0.08,100,0.21,2,0,10,0.02
Hokkaido,17,0.08,6,0.04,164,1.17,800,5.71,699,4.99,119,0.85,5,0.04,5,0.04,143,1.02,2,0.01,13,0.09,-,-,7,0.24,1,0.04,-,-,2,0.09,-,-,1,0.04
Aomori,2,0.03,-,-,55,1.31,90,2.14,372,8.86,22,0.52,1,0.02,1,0.02,79,1.88,-,-,1,0.02,-,-,8,0.73,-,-,-,-,2,0.33,-,-,-,-
Iwate,2,0.03,101,2.53,35,0.88,315,7.88,677,16.93,54,1.35,2,0.05,1,0.03,86,2.15,-,-,7,0.18,-,-,14,1,-,-,1,0.05,5,0.26,-,-,-,-
Miyagi,-,-,33,0.57,83,1.43,152,2.62,841,14.5,68,1.17,5,0.09,2,0.03,132,2.28,-,-,22,0.38,-,-,7,0.58,-,-,-,-,9,0.75,-,-,-,-
Akita,-,-,-,-,21,0.62,92,2.71,153,4.5,37,1.09,6,0.18,4,0.12,32,0.94,2,0.06,1,0.03,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
Yamagata,48,1.07,1,0.03,72,2.48,230,7.93,563,19.41,14,0.48,5,0.17,2,0.07,75,2.59,6,0.21,9,0.31,-,-,3,0.38,-,-,-,-,-,-,-,-,-,-
Fukushima,9,0.11,22,0.44,66,1.32,276,5.52,655,13.1,29,0.58,4,0.08,2,0.04,135,2.7,2,0.04,9,0.18,1,0.08,21,1.62,1,0.14,-,-,1,0.14,-,-,-,-
Ibaraki,5,0.04,1,0.01,48,0.64,221,2.95,596,7.95,25,0.33,10,0.13,4,0.05,105,1.4,15,0.2,12,0.16,-,-,19,1.12,-,-,1,0.08,4,0.33,-,-,-,-
