"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33rd week, 2015",,,,,,"Data collected as of August 19, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Nagano,22353,259.92,349,6.58,389,7.34,4606,86.91,11305,213.3,659,12.43,3256,61.43,1548,29.21,703,13.26,33,0.62,926,17.47,168,3.17,2,0.2,116,11.6,2,0.18,5,0.45,161,14.64,-,-,83,7.55
Gifu,21866,254.26,272,5.23,734,14.12,1837,35.33,7311,140.6,412,7.92,898,17.27,897,17.25,654,12.58,11,0.21,1595,30.67,105,2.02,-,-,62,5.64,1,0.2,10,2,86,17.2,-,-,77,15.4
Shizuoka,33467,242.51,637,7.24,1249,14.19,10550,119.89,16950,192.61,1214,13.8,6308,71.68,1876,21.32,1328,15.09,42,0.48,2634,29.93,587,6.67,3,0.14,186,8.86,3,0.3,10,1,126,12.6,29,2.9,55,5.5
Aichi,64386,330.18,920,5.05,2275,12.5,13041,71.65,32280,177.36,2005,11.02,7016,38.55,1874,10.3,2617,14.38,77,0.42,6898,37.9,1743,9.58,19,0.56,289,8.5,14,1,6,0.43,127,9.07,-,-,180,12.86
Mie,17233,239.35,303,6.73,815,18.11,2919,64.87,8357,185.71,511,11.36,2903,64.51,499,11.09,817,18.16,31,0.69,3184,70.76,121,2.69,3,0.25,39,3.25,11,1.22,10,1.11,84,9.33,-,-,11,1.22
Shiga,13629,262.1,242,7.81,373,12.03,2119,68.35,6126,197.61,548,17.68,2938,94.77,1247,40.23,415,13.39,11,0.35,1132,36.52,276,8.9,-,-,45,5.63,5,0.71,9,1.29,46,6.57,-,-,41,5.86
Kyoto,21722,178.05,267,3.66,895,12.26,3356,45.97,12058,165.18,728,9.97,8539,116.97,917,12.56,873,11.96,16,0.22,846,11.59,557,7.63,1,0.06,163,9.59,3,0.5,4,0.67,18,3,4,0.67,98,16.33
Osaka,52764,171.87,2961,14.88,2795,14.05,15978,80.29,40426,203.15,3408,17.13,22533,113.23,3272,16.44,3518,17.68,130,0.65,3835,19.27,1920,9.65,26,0.51,520,10.2,6,0.35,21,1.24,253,14.88,4,0.24,255,15
Hyogo,43064,217.49,1474,11.52,2207,17.24,8802,68.77,30368,237.25,1967,15.37,14073,109.95,1784,13.94,1977,15.45,76,0.59,2014,15.73,1267,9.9,13,0.37,817,23.34,14,1.08,20,1.54,60,4.62,-,-,73,5.62
Nara,7965,147.5,412,12.12,348,10.24,1956,57.53,4754,139.82,340,10,3878,114.06,237,6.97,463,13.62,6,0.18,546,16.06,142,4.18,5,0.56,100,11.11,8,1.33,2,0.33,24,4,1,0.17,108,18
Wakayama,9307,186.14,593,19.13,262,8.45,1095,35.32,3557,114.74,352,11.35,2700,87.1,196,6.32,398,12.84,5,0.16,1083,34.94,89,2.87,2,0.5,35,8.75,8,0.73,5,0.45,50,4.55,3,0.27,76,6.91
Tottori,7340,253.1,73,3.84,223,11.74,3517,185.11,4164,219.16,165,8.68,1805,95,82,4.32,286,15.05,28,1.47,250,13.16,108,5.68,-,-,18,6,2,0.4,8,1.6,11,2.2,-,-,95,19
Shimane,8410,221.32,253,11,531,23.09,2617,113.78,4610,200.43,269,11.7,2138,92.96,68,2.96,458,19.91,3,0.13,100,4.35,260,11.3,1,0.33,33,11,3,0.38,27,3.38,46,5.75,1,0.13,75,9.38
Okayama,25541,307.72,297,5.5,393,7.28,2221,41.13,11887,220.13,620,11.48,3549,65.72,277,5.13,675,12.5,25,0.46,1081,20.02,642,11.89,5,0.42,121,10.08,2,0.4,4,0.8,9,1.8,1,0.2,29,5.8
Hiroshima,29755,261.01,601,8.46,1362,19.18,6449,90.83,16570,233.38,895,12.61,3738,52.65,318,4.48,1114,15.69,43,0.61,1572,22.14,1700,23.94,12,0.63,433,22.79,2,0.1,24,1.14,126,6,4,0.19,117,5.57
Yamaguchi,22605,332.43,1001,21.3,372,7.91,5394,114.77,10997,233.98,929,19.77,4329,92.11,301,6.4,1097,23.34,13,0.28,720,15.32,155,3.3,-,-,98,10.89,1,0.11,-,-,52,5.78,-,-,42,4.67
Tokushima,8476,229.08,459,19.96,288,12.52,983,42.74,4509,196.04,329,14.3,3197,139,51,2.22,566,24.61,9,0.39,261,11.35,41,1.78,-,-,12,3,3,0.43,3,0.43,25,3.57,-,-,29,4.14
Kagawa,10103,214.96,347,12.39,436,15.57,1488,53.14,5661,202.18,291,10.39,3418,122.07,311,11.11,503,17.96,23,0.82,717,25.61,141,5.04,4,0.8,48,9.6,1,0.2,8,1.6,109,21.8,3,0.6,66,13.2
Ehime,14716,241.25,659,17.81,268,7.24,3874,104.7,10894,294.43,436,11.78,1707,46.14,160,4.32,830,22.43,13,0.35,2095,56.62,433,11.7,1,0.13,394,49.25,1,0.17,3,0.5,10,1.67,-,-,16,2.67
Kochi,15319,319.15,448,14.93,115,3.83,1968,65.6,4593,153.1,363,12.1,1524,50.8,105,3.5,438,14.6,11,0.37,637,21.23,544,18.13,-,-,12,4,9,1.13,8,1,162,20.25,31,3.88,63,7.88
Fukuoka,66333,335.02,3132,26.1,2149,17.91,14196,118.3,31807,265.06,2464,20.53,13296,110.8,3627,30.23,3074,25.62,101,0.84,6341,52.84,3281,27.34,16,0.62,801,30.81,20,1.33,48,3.2,66,4.4,-,-,30,2
Saga,12760,335.79,449,19.52,303,13.17,1598,69.48,4348,189.04,447,19.43,2602,113.13,504,21.91,577,25.09,8,0.35,946,41.13,1269,55.17,-,-,21,5.25,2,0.33,9,1.5,66,11,-,-,84,14
Nagasaki,21854,316.72,758,17.23,326,7.41,3891,88.43,8364,190.09,473,10.75,3526,80.14,847,19.25,659,14.98,8,0.18,479,10.89,1145,26.02,19,2.38,140,17.5,7,0.58,32,2.67,117,9.75,-,-,85,7.08
Kumamoto,26131,326.64,714,14.28,523,10.46,2144,42.88,15477,309.54,809,16.18,5219,104.38,364,7.28,1281,25.62,21,0.42,1518,30.36,762,15.24,-,-,599,66.56,2,0.13,27,1.8,74,4.93,-,-,75,5
Oita,22728,391.86,566,15.72,416,11.56,3290,91.39,15460,429.44,1073,29.81,3316,92.11,1379,38.31,1048,29.11,30,0.83,1823,50.64,624,17.33,-,-,212,42.4,1,0.09,3,0.27,42,3.82,-,-,52,4.73
Miyazaki,25631,434.42,1315,36.53,907,25.19,2522,70.06,11176,310.44,885,24.58,4424,122.89,133,3.69,1143,31.75,16,0.44,1847,51.31,276,7.67,4,0.67,435,72.5,-,-,9,1.29,1,0.14,1,0.14,33,4.71
Kagoshima,32739,352.03,1471,26.75,1197,21.76,6838,124.33,15982,290.58,931,16.93,5731,104.2,1250,22.73,908,16.51,56,1.02,1822,33.13,401,7.29,1,0.14,125,17.86,3,0.25,3,0.25,31,2.58,-,-,27,2.25
Okinawa,29137,502.36,1619,47.62,522,15.35,1391,40.91,3003,88.32,839,24.68,2220,65.29,208,6.12,407,11.97,119,3.5,287,8.44,3138,92.29,16,1.6,259,25.9,23,3.29,71,10.14,79,11.29,4,0.57,76,10.86
