"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49th week, 2015",,,,,,"Data collected as of December 9, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1157264,235.03,96513,30.68,64895,20.63,365612,116.21,875585,278.32,68700,21.84,380264,120.87,90109,28.64,80243,25.51,2536,0.81,97833,31.1,70876,22.53,452,0.66,23028,33.52,415,0.87,991,2.08,9001,18.91,370,0.78,4167,8.75
Hokkaido,41819,185.04,6067,42.73,4876,34.34,23934,168.55,20260,142.68,3450,24.3,14347,101.04,4389,30.91,2274,16.01,78,0.55,3440,24.23,4628,32.59,8,0.3,565,20.93,8,0.36,12,0.55,452,20.55,2,0.09,400,18.18
Aomori,14802,227.72,1104,26.29,592,14.1,2854,67.95,6966,165.86,702,16.71,5980,142.38,934,22.24,932,22.19,9,0.21,683,16.26,265,6.31,-,-,257,23.36,11,1.83,13,2.17,196,32.67,-,-,121,20.17
Iwate,15491,242.05,1420,36.41,519,13.31,5759,147.67,9959,255.36,917,23.51,4635,118.85,826,21.18,895,22.95,15,0.38,904,23.18,261,6.69,4,0.29,236,16.86,5,0.26,8,0.42,271,14.26,4,0.21,150,7.89
Miyagi,19712,209.7,2207,38.05,1122,19.34,7087,122.19,17675,304.74,1557,26.84,11026,190.1,1665,28.71,1777,30.64,2,0.03,1914,33,351,6.05,4,0.33,180,15,6,0.5,5,0.42,366,30.5,1,0.08,78,6.5
Akita,13309,251.11,758,22.29,574,16.88,2196,64.59,5478,161.12,556,16.35,2633,77.44,775,22.79,410,12.06,4,0.12,468,13.76,347,10.21,10,1.43,108,15.43,1,0.13,-,-,167,20.88,-,-,75,9.38
Yamagata,10080,214.47,1791,61.76,1056,36.41,5865,202.24,10185,351.21,813,28.03,6093,210.1,1242,42.83,995,34.31,15,0.52,1190,41.03,1229,42.38,-,-,56,8,9,0.9,9,0.9,45,4.5,16,1.6,51,5.1
Fukushima,19166,252.18,3032,67.38,762,16.93,4732,105.16,10326,229.47,1109,24.64,7725,171.67,2163,48.07,1451,32.24,23,0.51,1014,22.53,1030,22.89,-,-,385,32.08,5,0.71,11,1.57,187,26.71,3,0.43,131,18.71
Ibaraki,22638,188.65,1492,19.89,1202,16.03,8060,107.47,19909,265.45,1597,21.29,6277,83.69,2496,33.28,1303,17.37,38,0.51,1636,21.81,2003,26.71,14,0.82,847,49.82,3,0.23,6,0.46,132,10.15,1,0.08,41,3.15
