"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48th week, 2021",,,,,,"Data collected as of December 8, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,933,0.19,222440,70.55,30786,9.76,86187,27.33,428128,135.78,15969,5.06,66209,21,2071,0.66,56499,17.92,34674,11,7004,2.22,134,0.19,6378,9.19,328,0.69,434,0.91,644,1.35,21,0.04,74,0.15
Hokkaido,57,0.26,9875,71.04,1925,13.85,6033,43.4,8532,61.38,857,6.17,265,1.91,56,0.4,1425,10.25,95,0.68,179,1.29,2,0.07,131,4.68,4,0.18,1,0.05,37,1.68,-,-,3,0.14
Aomori,7,0.11,1329,31.64,310,7.38,463,11.02,4611,109.79,205,4.88,250,5.95,34,0.81,611,14.55,147,3.5,49,1.17,1,0.09,32,2.91,6,1,4,0.67,28,4.67,-,-,-,-
Iwate,5,0.08,1964,49.1,233,5.83,2309,57.73,5561,139.03,239,5.98,1503,37.58,26,0.65,883,22.08,236,5.9,75,1.88,-,-,102,7.29,5,0.26,8,0.42,22,1.16,-,-,4,0.21
Miyagi,12,0.13,5321,91.74,537,9.26,1004,17.31,6807,117.36,392,6.76,756,13.03,48,0.83,1304,22.48,232,4,149,2.57,1,0.08,90,7.5,2,0.17,-,-,36,3,-,-,2,0.17
Akita,-,-,1611,47.38,172,5.06,827,24.32,2363,69.5,226,6.65,45,1.32,21,0.62,365,10.74,73,2.15,18,0.53,4,0.57,28,4,1,0.13,-,-,2,0.25,-,-,2,0.25
Yamagata,67,1.49,3044,104.97,549,18.93,1386,47.79,3077,106.1,132,4.55,84,2.9,16,0.55,678,23.38,414,14.28,54,1.86,-,-,63,7.88,2,0.2,-,-,5,0.5,-,-,1,0.1
Fukushima,18,0.22,4743,94.86,736,14.72,1584,31.68,5510,110.2,259,5.18,120,2.4,32,0.64,1354,27.08,266,5.32,111,2.22,1,0.08,165,12.69,7,1,2,0.29,2,0.29,-,-,3,0.43
Ibaraki,19,0.16,2668,35.57,528,7.04,2248,29.97,7020,93.6,302,4.03,276,3.68,37,0.49,881,11.75,842,11.23,134,1.79,-,-,355,20.88,1,0.08,4,0.33,89,7.42,-,-,1,0.08
