"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39th week, 2015",,,,,,"Data collected as of September 30, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1151165,234.17,46360,14.76,53251,16.96,293764,93.56,704279,224.29,53916,17.17,353216,112.49,72309,23.03,64503,20.54,1943,0.62,93635,29.82,50135,15.97,359,0.52,16898,24.67,326,0.68,787,1.65,5538,11.63,262,0.55,4004,8.41
Hokkaido,41471,183.5,2664,18.76,4178,29.42,18605,131.02,17286,121.73,2636,18.56,12103,85.23,3164,22.28,1870,13.17,65,0.46,2992,21.07,3009,21.19,7,0.26,445,16.48,3,0.14,11,0.5,247,11.23,2,0.09,390,17.73
Aomori,14800,227.69,540,12.86,462,11,2354,56.05,5608,133.52,545,12.98,5188,123.52,877,20.88,722,17.19,4,0.1,571,13.6,127,3.02,-,-,201,18.27,10,1.67,11,1.83,116,19.33,-,-,121,20.17
Iwate,15443,241.3,685,17.56,446,11.44,4306,110.41,8525,218.59,711,18.23,4119,105.62,720,18.46,707,18.13,10,0.26,860,22.05,163,4.18,3,0.21,185,13.21,5,0.26,7,0.37,189,9.95,3,0.16,140,7.37
Miyagi,19606,208.57,667,11.5,1015,17.5,5494,94.72,15208,262.21,1182,20.38,9790,168.79,1520,26.21,1433,24.71,1,0.02,1840,31.72,285,4.91,3,0.25,148,12.33,3,0.25,4,0.33,273,22.75,1,0.08,77,6.42
Akita,13229,249.6,162,4.76,501,14.74,1849,54.38,4725,138.97,428,12.59,2247,66.09,368,10.82,324,9.53,4,0.12,447,13.15,315,9.26,10,1.43,89,12.71,1,0.13,-,-,130,16.25,-,-,73,9.13
Yamagata,10045,213.72,388,13.38,818,28.21,4502,155.24,8951,308.66,613,21.14,5640,194.48,808,27.86,816,28.14,13,0.45,1134,39.1,875,30.17,-,-,44,6.29,6,0.6,8,0.8,38,3.8,13,1.3,50,5
Fukushima,19071,250.93,1102,24.49,680,15.11,3892,86.49,8809,195.76,786,17.47,7246,161.02,1733,38.51,1141,25.36,16,0.36,953,21.18,918,20.4,-,-,310,25.83,3,0.43,7,1,134,19.14,3,0.43,126,18
Ibaraki,22553,187.94,485,6.47,1024,13.65,6900,92,16462,219.49,1243,16.57,5671,75.61,1981,26.41,1062,14.16,24,0.32,1560,20.8,1299,17.32,10,0.59,640,37.65,3,0.23,4,0.31,61,4.69,1,0.08,37,2.85
Tochigi,13913,183.07,326,6.79,294,6.13,3113,64.85,5341,111.27,593,12.35,6077,126.6,1298,27.04,1046,21.79,43,0.9,441,9.19,562,11.71,5,0.42,202,16.83,2,0.29,14,2,87,12.43,3,0.43,45,6.43
Gunma,19537,201.41,444,7.53,627,10.63,6406,108.58,12840,217.63,706,11.97,8199,138.97,1451,24.59,1221,20.69,45,0.76,1129,19.14,836,14.17,1,0.08,926,71.23,5,0.63,7,0.88,96,12,-,-,185,23.13
Saitama,41319,167.96,1371,8.79,3200,20.51,16818,107.81,40371,258.79,3254,20.86,22113,141.75,7006,44.91,3728,23.9,62,0.4,4373,28.03,4276,27.41,36,0.9,1122,28.05,6,0.6,34,3.4,151,15.1,20,2,113,11.3
Chiba,48204,229.54,898,6.75,2640,19.85,13701,103.02,26222,197.16,2020,15.19,11070,83.23,4279,32.17,2531,19.03,100,0.75,4351,32.71,2625,19.74,12,0.36,1016,30.79,16,1.78,42,4.67,43,4.78,10,1.11,52,5.78
Tokyo,57956,141.7,2711,10.51,4060,15.74,26240,101.71,63141,244.73,4729,18.33,30624,118.7,8834,34.24,5990,23.22,221,0.86,6830,26.47,2851,11.05,11,0.29,815,21.45,35,1.4,50,2,304,12.16,37,1.48,85,3.4
Kanagawa,53922,167.46,1464,7.18,2789,13.67,17076,83.71,44200,216.67,4634,22.72,24650,120.83,5862,28.74,4552,22.31,67,0.33,5462,26.77,1937,9.5,56,1.22,1553,33.76,14,1.4,23,2.3,152,15.2,1,0.1,124,12.4
Niigata,26628,283.28,1130,19.15,2356,39.93,7561,128.15,12608,213.69,1201,20.36,10425,176.69,1154,19.56,1339,22.69,50,0.85,1629,27.61,616,10.44,17,1.7,215,21.5,2,0.15,1,0.08,99,7.62,72,5.54,45,3.46
Toyama,11387,237.23,163,5.62,641,22.1,2778,95.79,7574,261.17,746,25.72,3177,109.55,139,4.79,478,16.48,8,0.28,1065,36.72,321,11.07,2,0.29,49,7,2,0.4,-,-,221,44.2,-,-,33,6.6
Ishikawa,13476,280.75,273,9.41,594,20.48,4148,143.03,7340,253.1,526,18.14,3049,105.14,857,29.55,536,18.48,7,0.24,553,19.07,1376,47.45,-,-,81,11.57,1,0.2,2,0.4,162,32.4,-,-,74,14.8
Fukui,11198,349.94,297,13.5,419,19.05,2227,101.23,7847,356.68,262,11.91,3331,151.41,148,6.73,435,19.77,15,0.68,616,28,549,24.95,1,0.33,26,8.67,16,2.67,13,2.17,27,4.5,-,-,105,17.5
Yamanashi,8725,218.13,103,4.29,123,5.13,1943,80.96,4650,193.75,272,11.33,1645,68.54,571,23.79,318,13.25,4,0.17,944,39.33,53,2.21,1,0.11,132,14.67,5,0.5,50,5,50,5,-,-,68,6.8
Nagano,22362,260.02,371,7,452,8.53,5089,96.02,12174,229.7,699,13.19,6789,128.09,1736,32.75,822,15.51,44,0.83,1851,34.92,212,4,2,0.2,147,14.7,3,0.27,5,0.45,198,18,-,-,83,7.55
Gifu,21881,254.43,336,6.46,789,15.17,2000,38.46,7872,151.38,449,8.63,1938,37.27,1128,21.69,780,15,19,0.37,1795,34.52,144,2.77,-,-,71,6.45,1,0.2,10,2,159,31.8,-,-,77,15.4
Shizuoka,33492,242.7,890,10.11,1451,16.49,12166,138.25,18661,212.06,1328,15.09,7566,85.98,2086,23.7,1576,17.91,49,0.56,2943,33.44,876,9.95,6,0.29,244,11.62,6,0.6,16,1.6,154,15.4,30,3,55,5.5
Aichi,64501,330.77,1103,6.09,2535,14.01,14183,78.36,34917,192.91,2310,12.76,10602,58.57,2411,13.32,3094,17.09,100,0.55,7588,41.92,2068,11.43,20,0.59,363,10.68,17,1.21,11,0.79,189,13.5,-,-,183,13.07
Mie,17238,239.42,453,10.07,894,19.87,3070,68.22,9143,203.18,564,12.53,3759,83.53,565,12.56,995,22.11,37,0.82,3447,76.6,152,3.38,4,0.33,51,4.25,12,1.33,15,1.67,111,12.33,-,-,12,1.33
Shiga,13641,262.33,277,8.94,448,14.45,2259,72.87,6729,217.06,612,19.74,3603,116.23,1378,44.45,502,16.19,17,0.55,1312,42.32,316,10.19,-,-,61,7.63,5,0.71,10,1.43,69,9.86,-,-,41,5.86
Kyoto,21735,178.16,377,5.16,1014,13.89,3702,50.71,13314,182.38,825,11.3,9115,124.86,1082,14.82,1028,14.08,20,0.27,1000,13.7,749,10.26,2,0.12,208,12.24,3,0.5,5,0.83,35,5.83,6,1,99,16.5
Osaka,52800,171.99,3675,18.47,3401,17.09,17416,87.52,44410,223.17,3794,19.07,26724,134.29,3807,19.13,4167,20.94,157,0.79,4869,24.47,2386,11.99,27,0.53,727,14.25,9,0.53,28,1.65,370,21.76,4,0.24,259,15.24
Hyogo,43074,224.34,1657,13.36,2545,20.52,9701,78.23,33108,267,2149,17.33,16935,136.57,2034,16.4,2285,18.43,101,0.81,2561,20.65,1515,12.22,16,0.48,1054,31.94,15,1.15,23,1.77,75,5.77,1,0.08,73,5.62
Nara,7974,147.67,520,15.29,435,12.79,2092,61.53,5132,150.94,376,11.06,4198,123.47,298,8.76,562,16.53,9,0.26,656,19.29,164,4.82,5,0.56,107,11.89,9,1.5,3,0.5,43,7.17,1,0.17,108,18
Wakayama,9310,190,629,20.97,354,11.8,1177,39.23,3780,126,384,12.8,3467,115.57,303,10.1,501,16.7,7,0.23,1365,45.5,108,3.6,3,0.75,48,12,8,0.73,6,0.55,61,5.55,3,0.27,76,6.91
Tottori,7343,253.21,128,6.74,286,15.05,3908,205.68,4636,244,189,9.95,1981,104.26,100,5.26,348,18.32,29,1.53,370,19.47,142,7.47,-,-,108,36,2,0.4,12,2.4,20,4,-,-,95,19
Shimane,8411,221.34,560,24.35,615,26.74,2860,124.35,5283,229.7,282,12.26,2460,106.96,81,3.52,556,24.17,3,0.13,186,8.09,277,12.04,2,0.67,42,14,3,0.38,38,4.75,53,6.63,1,0.13,75,9.38
Okayama,25546,307.78,486,9.17,457,8.62,2411,45.49,13294,250.83,690,13.02,4595,86.7,383,7.23,797,15.04,27,0.51,1308,24.68,833,15.72,5,0.42,193,16.08,2,0.4,5,1,10,2,1,0.2,29,5.8
Hiroshima,29783,261.25,1163,16.38,1469,20.69,7086,99.8,18116,255.15,987,13.9,5458,76.87,454,6.39,1337,18.83,65,0.92,2037,28.69,2222,31.3,12,0.67,605,33.61,3,0.14,28,1.33,165,7.86,5,0.24,117,5.57
