"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15th week, 2019",,,,,,"Data collected as of April 17, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1375297,277.78,20661,6.53,15105,4.78,109036,34.48,279321,88.34,15758,4.98,7163,2.27,29888,9.45,15959,5.05,1031,0.33,4195,1.33,99,0.14,6256,8.98,153,0.32,156,0.33,1246,2.6,35,0.07,1794,3.74
Hokkaido,56954,257.71,1318,9.48,591,4.25,8589,61.79,4996,35.94,588,4.23,90,0.65,869,6.25,424,3.05,17,0.12,104,0.75,2,0.07,175,6.25,4,0.17,2,0.09,117,5.09,3,0.13,56,2.43
Aomori,14116,217.17,154,3.67,131,3.12,1274,30.33,3357,79.93,179,4.26,110,2.62,476,11.33,224,5.33,4,0.1,154,3.67,3,0.27,37,3.36,2,0.33,2,0.33,63,10.5,-,-,39,6.5
Iwate,16701,256.94,144,3.6,180,4.5,2343,58.58,2398,59.95,238,5.95,187,4.68,495,12.38,203,5.08,7,0.18,166,4.15,-,-,132,9.43,2,0.11,1,0.05,50,2.63,1,0.05,81,4.26
Miyagi,29446,313.26,360,6.21,198,3.41,2868,49.45,4558,78.59,501,8.64,80,1.38,1939,33.43,355,6.12,7,0.12,53,0.91,3,0.25,41,3.42,-,-,1,0.08,63,5.25,-,-,7,0.58
Akita,13708,258.64,50,1.47,83,2.44,883,25.97,1453,42.74,70,2.06,17,0.5,249,7.32,104,3.06,3,0.09,8,0.24,-,-,23,3.29,2,0.25,-,-,77,9.63,-,-,-,-
Yamagata,12102,263.09,91,3.14,174,6,1735,59.83,3084,106.34,182,6.28,99,3.41,755,26.03,222,7.66,11,0.38,20,0.69,-,-,51,6.38,2,0.2,2,0.2,30,3,-,-,29,2.9
Fukushima,27114,326.67,335,6.7,362,7.24,2105,42.1,2583,51.66,306,6.12,175,3.5,652,13.04,427,8.54,13,0.26,89,1.78,1,0.08,191,14.69,2,0.29,-,-,15,2.14,-,-,54,7.71
Ibaraki,35912,299.27,320,4.27,284,3.79,2421,32.28,5710,76.13,406,5.41,82,1.09,643,8.57,242,3.23,18,0.24,51,0.68,-,-,243,15.19,1,0.08,-,-,62,5.17,-,-,13,1.08
