"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24th week, 2017",,,,,,"Data collected as of June 21, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,17667,232.46,139,2.9,365,7.6,1698,35.38,3465,72.19,461,9.6,66,1.38,48,1,533,11.1,1,0.02,14,0.29,261,5.44,-,-,251,20.92,2,0.29,5,0.71,70,10,2,0.29,89,12.71
Gunma,23684,251.96,157,2.75,469,8.23,4085,71.67,9275,162.72,357,6.26,323,5.67,229,4.02,603,10.58,2,0.04,71,1.25,905,15.88,1,0.08,224,17.23,1,0.13,4,0.5,138,17.25,-,-,308,38.5
Saitama,84754,336.33,560,3.5,1672,10.45,11771,73.57,26207,163.79,1773,11.08,552,3.45,284,1.78,1928,12.05,17,0.11,190,1.19,1822,11.39,36,0.9,649,16.23,6,0.6,12,1.2,74,7.4,10,1,110,11
Chiba,68356,319.42,382,2.85,1111,8.29,10655,79.51,18561,138.51,1319,9.84,492,3.67,207,1.54,1424,10.63,27,0.2,293,2.19,835,6.23,18,0.53,702,20.65,14,1.56,15,1.67,95,10.56,-,-,99,11
Tokyo,107272,259.11,982,3.76,2533,9.7,14265,54.66,43621,167.13,2324,8.9,1540,5.9,688,2.64,3251,12.46,35,0.13,293,1.12,1550,5.94,4,0.11,453,11.92,15,0.6,15,0.6,116,4.64,27,1.08,227,9.08
Kanagawa,97582,282.85,627,2.92,1491,6.93,11486,53.42,30889,143.67,2427,11.29,902,4.2,334,1.55,2498,11.62,20,0.09,169,0.79,2411,11.21,20,0.4,1658,33.16,5,0.5,13,1.3,64,6.4,-,-,207,20.7
Niigata,25989,285.59,422,7.4,999,17.53,3825,67.11,9528,167.16,467,8.19,255,4.47,183,3.21,564,9.89,11,0.19,33,0.58,2635,46.23,9,0.9,183,18.3,5,0.38,8,0.62,113,8.69,17,1.31,77,5.92
Toyama,10655,221.98,405,13.97,373,12.86,1347,46.45,5077,175.07,204,7.03,350,12.07,14,0.48,265,9.14,2,0.07,36,1.24,907,31.28,5,0.71,203,29,1,0.2,3,0.6,44,8.8,1,0.2,55,11
Ishikawa,15976,332.83,142,4.9,484,16.69,1799,62.03,6662,229.72,319,11,169,5.83,43,1.48,276,9.52,4,0.14,35,1.21,97,3.34,-,-,62,8.86,1,0.2,2,0.4,74,14.8,-,-,81,16.2
Fukui,11643,363.84,73,3.32,279,12.68,1332,60.55,5139,233.59,202,9.18,65,2.95,14,0.64,185,8.41,8,0.36,17,0.77,220,10,-,-,11,3.67,9,1.5,5,0.83,45,7.5,1,0.17,69,11.5
Yamanashi,10610,258.78,26,1.08,486,20.25,1620,67.5,3308,137.83,149,6.21,94,3.92,35,1.46,158,6.58,1,0.04,10,0.42,375,15.63,1,0.11,128,14.22,4,0.4,4,0.4,97,9.7,2,0.2,52,5.2
Nagano,27764,322.84,216,4.08,143,2.7,2945,55.57,9506,179.36,453,8.55,105,1.98,118,2.23,404,7.62,11,0.21,37,0.7,2562,48.34,8,0.8,88,8.8,1,0.09,1,0.09,120,10.91,-,-,131,11.91
Gifu,22478,261.37,208,4,391,7.52,1354,26.04,4686,90.12,283,5.44,178,3.42,37,0.71,368,7.08,7,0.13,39,0.75,933,17.94,-,-,80,7.27,1,0.2,9,1.8,109,21.8,-,-,84,16.8
Shizuoka,38631,277.92,290,3.26,845,9.49,6191,69.56,12761,143.38,584,6.56,362,4.07,121,1.36,756,8.49,10,0.11,44,0.49,874,9.82,10,0.48,214,10.19,10,1,18,1.8,89,8.9,24,2.4,69,6.9
Aichi,65818,337.53,823,4.52,1495,8.21,7472,41.05,20825,114.42,1306,7.18,1626,8.93,168,0.92,1413,7.76,21,0.12,150,0.82,1342,7.37,9,0.26,297,8.49,5,0.33,16,1.07,199,13.27,5,0.33,184,12.27
Mie,19176,266.33,459,10.2,819,18.2,1748,38.84,5837,129.71,329,7.31,474,10.53,77,1.71,496,11.02,9,0.2,96,2.13,314,6.98,4,0.33,25,2.08,16,1.78,19,2.11,75,8.33,10,1.11,18,2
Shiga,12042,231.58,158,5.1,298,9.61,884,28.52,4405,142.1,290,9.35,627,20.23,16,0.52,285,9.19,4,0.13,182,5.87,489,15.77,1,0.13,35,4.38,2,0.29,10,1.43,36,5.14,1,0.14,16,2.29
Kyoto,27791,224.12,173,2.31,886,11.81,2721,36.28,9684,129.12,388,5.17,1881,25.08,58,0.77,573,7.64,16,0.21,256,3.41,730,9.73,1,0.06,129,7.59,3,0.43,4,0.57,45,6.43,-,-,61,8.71
Osaka,67132,218.67,1971,9.9,2557,12.85,10599,53.26,28063,141.02,1748,8.78,4737,23.8,181,0.91,2128,10.69,43,0.22,722,3.63,3385,17.01,17,0.33,349,6.71,14,0.88,14,0.88,181,11.31,1,0.06,221,13.81
Hyogo,44960,227.07,1009,7.88,1982,15.48,4939,38.59,21866,170.83,1048,8.19,1762,13.77,332,2.59,1187,9.27,21,0.16,305,2.38,2225,17.38,8,0.23,303,8.66,14,1.08,15,1.15,105,8.08,2,0.15,153,11.77
Nara,10256,189.93,479,14.09,646,19,1827,53.74,3789,111.44,259,7.62,371,10.91,43,1.26,389,11.44,2,0.06,70,2.06,622,18.29,-,-,127,12.7,10,1.67,15,2.5,82,13.67,1,0.17,51,8.5
Wakayama,8410,171.63,240,8,275,9.17,516,17.2,3518,117.27,224,7.47,231,7.7,29,0.97,299,9.97,9,0.3,61,2.03,1327,44.23,11,2.75,62,15.5,3,0.27,11,1,47,4.27,5,0.45,63,5.73
Tottori,5979,206.17,56,2.95,248,13.05,2984,157.05,2451,129,284,14.95,189,9.95,26,1.37,174,9.16,10,0.53,143,7.53,665,35,2,0.4,85,17,2,0.4,17,3.4,37,7.4,-,-,72,14.4
Shimane,7261,191.08,72,3.13,249,10.83,1577,68.57,3008,130.78,149,6.48,165,7.17,205,8.91,346,15.04,8,0.35,29,1.26,812,35.3,-,-,1,0.33,-,-,9,1.13,51,6.38,-,-,46,5.75
Okayama,22010,262.02,184,3.41,651,12.06,1368,25.33,7440,137.78,299,5.54,652,12.07,64,1.19,521,9.65,6,0.11,176,3.26,495,9.17,10,0.83,210,17.5,2,0.4,4,0.8,35,7,1,0.2,31,6.2
Hiroshima,26927,236.2,456,6.42,1118,15.75,4237,59.68,9070,127.75,565,7.96,2104,29.63,181,2.55,648,9.13,25,0.35,166,2.34,703,9.9,2,0.11,339,17.84,5,0.25,2,0.1,90,4.5,1,0.05,106,5.3
Yamaguchi,19614,288.44,505,10.52,628,13.08,2652,55.25,5297,110.35,342,7.13,577,12.02,120,2.5,622,12.96,17,0.35,174,3.63,2084,43.42,-,-,169,18.78,5,0.56,2,0.22,98,10.89,1,0.11,85,9.44
Tokushima,8432,227.89,277,12.04,279,12.13,1102,47.91,3183,138.39,111,4.83,143,6.22,46,2,344,14.96,6,0.26,101,4.39,438,19.04,1,0.25,15,3.75,-,-,1,0.17,9,1.5,-,-,11,1.83
Kagawa,9049,192.53,236,8.43,367,13.11,1552,55.43,5612,200.43,148,5.29,824,29.43,56,2,332,11.86,3,0.11,175,6.25,641,22.89,2,0.4,37,7.4,3,0.6,3,0.6,46,9.2,-,-,151,30.2
Ehime,16488,270.3,196,5.3,262,7.08,2444,66.05,7641,206.51,279,7.54,754,20.38,216,5.84,564,15.24,3,0.08,93,2.51,1594,43.08,-,-,268,33.5,1,0.17,1,0.17,44,7.33,-,-,29,4.83
Kochi,14629,304.77,223,7.43,182,6.07,1496,49.87,3294,109.8,319,10.63,507,16.9,83,2.77,266,8.87,16,0.53,65,2.17,149,4.97,-,-,10,3.33,1,0.13,4,0.5,64,8,6,0.75,74,9.25
Fukuoka,71905,363.16,1215,10.13,1616,13.47,10643,88.69,25526,212.72,1695,14.13,3064,25.53,222,1.85,1915,15.96,65,0.54,1799,14.99,2081,17.34,-,-,351,13.5,10,0.67,18,1.2,266,17.73,-,-,48,3.2
Saga,12732,335.05,215,9.77,383,17.41,1205,54.77,3222,146.45,276,12.55,965,43.86,28,1.27,399,18.14,2,0.09,94,4.27,153,6.95,-,-,38,12.67,5,0.83,3,0.5,25,4.17,1,0.17,120,20
Nagasaki,22386,319.8,249,5.66,314,7.14,3522,80.05,5234,118.95,280,6.36,717,16.3,26,0.59,455,10.34,14,0.32,91,2.07,459,10.43,5,0.63,51,6.38,1,0.08,8,0.67,69,5.75,-,-,89,7.42
Kumamoto,24028,300.35,234,4.68,580,11.6,2871,57.42,10256,205.12,551,11.02,1401,28.02,76,1.52,845,16.9,8,0.16,492,9.84,806,16.12,3,0.33,276,30.67,14,0.93,16,1.07,69,4.6,-,-,117,7.8
Oita,19882,342.79,136,3.78,349,9.69,3076,85.44,11772,327,437,12.14,364,10.11,25,0.69,599,16.64,14,0.39,154,4.28,397,11.03,-,-,83,16.6,1,0.09,1,0.09,72,6.55,1,0.09,42,3.82
Miyazaki,22977,396.16,405,11.57,607,17.34,2124,60.69,8558,244.51,512,14.63,1773,50.66,263,7.51,682,19.49,3,0.09,169,4.83,232,6.63,2,0.4,237,47.4,-,-,1,0.14,19,2.71,-,-,111,15.86
Kagoshima,27079,291.17,876,15.93,1481,26.93,2426,44.11,12187,221.58,553,10.05,1223,22.24,66,1.2,503,9.15,7,0.13,206,3.75,2301,41.84,-,-,196,28,4,0.33,8,0.67,26,2.17,-,-,107,8.92
Okinawa,21706,380.81,1191,35.03,432,12.71,879,25.85,3711,109.15,443,13.03,151,4.44,38,1.12,225,6.62,63,1.85,110,3.24,110,3.24,1,0.11,161,17.89,9,1.29,35,5,108,15.43,-,-,85,12.14
