"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28th week, 2016",,,,,,"Data collected as of July 20, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1582625,319.92,25286,8.01,40316,12.77,238073,75.39,542811,171.88,36611,11.59,12882,4.08,40505,12.83,42034,13.31,1576,0.5,43383,13.74,80113,25.37,237,0.34,12825,18.59,256,0.54,634,1.34,7362,15.53,207,0.44,4979,10.5
Hokkaido,83456,370.92,1155,8.13,1848,13.01,19006,133.85,13150,92.61,1891,13.32,211,1.49,2745,19.33,1122,7.9,45,0.32,124,0.87,5649,39.78,-,-,270,9.64,5,0.23,22,1,543,24.68,4,0.18,366,16.64
Aomori,17486,269.02,132,3.14,456,10.86,1929,45.93,4608,109.71,329,7.83,35,0.83,426,10.14,498,11.86,3,0.07,27,0.64,723,17.21,3,0.27,139,12.64,9,1.5,8,1.33,127,21.17,-,-,104,17.33
Iwate,21212,331.44,178,4.45,313,7.83,4396,109.9,7273,181.83,405,10.13,24,0.6,211,5.28,460,11.5,8,0.2,50,1.25,510,12.75,4,0.29,208,14.86,4,0.21,4,0.21,204,10.74,1,0.05,160,8.42
Miyagi,28053,295.29,288,4.88,571,9.68,6590,111.69,10645,180.42,907,15.37,98,1.66,280,4.75,886,15.02,9,0.15,229,3.88,664,11.25,-,-,73,6.08,6,0.5,-,-,202,16.83,-,-,13,1.08
Akita,14317,270.13,70,2.06,228,6.71,1477,43.44,3860,113.53,270,7.94,34,1,1423,41.85,258,7.59,118,3.47,25,0.74,134,3.94,1,0.14,69,9.86,-,-,-,-,102,12.75,-,-,139,17.38
Yamagata,13928,296.34,46,1.59,545,18.79,4743,163.55,6006,207.1,326,11.24,37,1.28,1382,47.66,543,18.72,11,0.38,71,2.45,1818,62.69,-,-,33,4.13,2,0.2,5,0.5,58,5.8,4,0.4,16,1.6
Fukushima,23124,300.31,351,7.63,793,17.24,2532,55.04,5507,119.72,603,13.11,51,1.11,786,17.09,794,17.26,15,0.33,120,2.61,258,5.61,-,-,272,22.67,5,0.71,6,0.86,69,9.86,7,1,59,8.43
Ibaraki,33095,275.79,214,2.85,702,9.36,4288,57.17,12302,164.03,879,11.72,333,4.44,646,8.61,666,8.88,12,0.16,573,7.64,1973,26.31,2,0.12,490,28.82,2,0.15,8,0.62,146,11.23,-,-,35,2.69
Tochigi,18802,250.69,130,2.77,280,5.96,2724,57.96,4161,88.53,421,8.96,170,3.62,1014,21.57,702,14.94,10,0.21,314,6.68,825,17.55,4,0.33,247,20.58,5,0.71,10,1.43,100,14.29,4,0.57,34,4.86
Gunma,27278,290.19,196,3.44,539,9.46,5108,89.61,8948,156.98,609,10.68,62,1.09,908,15.93,809,14.19,69,1.21,537,9.42,659,11.56,1,0.07,283,20.21,2,0.25,3,0.38,188,23.5,1,0.13,69,8.63
Saitama,84801,337.85,578,3.66,2037,12.89,13956,88.33,29009,183.6,2665,16.87,650,4.11,1601,10.13,2489,15.75,44,0.28,2127,13.46,5060,32.03,33,0.83,693,17.33,3,0.3,14,1.4,143,14.3,12,1.2,43,4.3
Chiba,70875,332.75,414,3.09,1413,10.54,13122,97.93,21328,159.16,1868,13.94,859,6.41,1635,12.2,1817,13.56,53,0.4,1406,10.49,4168,31.1,14,0.42,623,18.88,12,1.33,39,4.33,121,13.44,2,0.22,29,3.22
Tokyo,109117,264.21,1125,4.34,3063,11.83,20582,79.47,47747,184.35,3104,11.98,1181,4.56,1743,6.73,4073,15.73,82,0.32,4139,15.98,4047,15.63,8,0.21,624,16.42,22,0.88,30,1.2,337,13.48,24,0.96,90,3.6
Kanagawa,100308,295.89,722,3.39,2164,10.16,13457,63.18,35832,168.23,2986,14.02,685,3.22,998,4.69,3077,14.45,52,0.24,3184,14.95,4638,21.77,33,0.67,2173,44.35,5,0.5,22,2.2,95,9.5,1,0.1,64,6.4
Niigata,35819,389.34,420,7.24,1429,24.64,5523,95.22,11555,199.22,705,12.16,117,2.02,516,8.9,767,13.22,70,1.21,505,8.71,2050,35.34,12,1.2,201,20.1,5,0.38,6,0.46,96,7.38,49,3.77,54,4.15
Toyama,14101,300.02,99,3.54,463,16.54,2711,96.82,4815,171.96,343,12.25,74,2.64,570,20.36,374,13.36,6,0.21,152,5.43,912,32.57,1,0.14,21,3,-,-,2,0.4,113,22.6,1,0.2,24,4.8
Ishikawa,16545,344.69,34,1.17,829,28.59,2238,77.17,3789,130.66,204,7.03,41,1.41,430,14.83,332,11.45,-,-,165,5.69,1685,58.1,-,-,47,6.71,5,1,9,1.8,139,27.8,-,-,28,5.6
Fukui,12538,391.81,95,4.32,548,24.91,1778,80.82,4325,196.59,255,11.59,45,2.05,576,26.18,294,13.36,20,0.91,280,12.73,180,8.18,1,0.33,13,4.33,3,0.5,7,1.17,62,10.33,3,0.5,34,5.67
Yamanashi,13233,330.83,97,4.04,254,10.58,1969,82.04,3295,137.29,191,7.96,56,2.33,436,18.17,208,8.67,14,0.58,207,8.63,137,5.71,2,0.22,85,9.44,3,0.3,9,0.9,73,7.3,3,0.3,27,2.7
Nagano,33243,386.55,380,7.17,292,5.51,4246,80.11,9838,185.62,523,9.87,103,1.94,936,17.66,570,10.75,82,1.55,211,3.98,1377,25.98,-,-,107,9.73,3,0.27,1,0.09,166,15.09,-,-,121,11
Gifu,31127,357.78,217,4.09,396,7.47,2105,39.72,5558,104.87,276,5.21,213,4.02,305,5.75,435,8.21,25,0.47,294,5.55,456,8.6,1,0.09,62,5.64,1,0.2,12,2.4,185,37,-,-,76,15.2
Shizuoka,43428,312.43,545,6.12,995,11.18,10151,114.06,14207,159.63,922,10.36,178,2,665,7.47,1027,11.54,29,0.33,1547,17.38,2140,24.04,4,0.19,214,10.19,3,0.3,12,1.2,270,27,33,3.3,22,2.2
Aichi,85312,437.5,1148,6.34,1556,8.6,11047,61.03,24858,137.34,1571,8.68,379,2.09,2245,12.4,1890,10.44,60,0.33,2033,11.23,2475,13.67,7,0.21,470,13.82,12,0.86,27,1.93,274,19.57,3,0.21,358,25.57
Mie,23437,325.51,427,9.49,715,15.89,2086,46.36,8320,184.89,392,8.71,106,2.36,1045,23.22,627,13.93,18,0.4,1286,28.58,348,7.73,6,0.5,56,4.67,7,0.78,19,2.11,126,14,11,1.22,21,2.33
Shiga,15396,290.49,181,5.66,291,9.09,1489,46.53,6088,190.25,489,15.28,188,5.88,179,5.59,352,11,7,0.22,795,24.84,464,14.5,-,-,40,5,6,0.86,7,1,44,6.29,-,-,98,14
Kyoto,33842,275.14,225,3.04,600,8.11,3213,43.42,13329,180.12,686,9.27,504,6.81,680,9.19,639,8.64,13,0.18,1222,16.51,1854,25.05,2,0.12,102,6,-,-,5,0.71,104,14.86,-,-,122,17.43
Osaka,90138,293.61,1707,8.58,2798,14.06,13460,67.64,37956,190.73,2425,12.19,652,3.28,1677,8.43,2612,13.13,73,0.37,5219,26.23,5930,29.8,15,0.29,520,10.2,20,1.18,23,1.35,427,25.12,3,0.18,399,23.47
Hyogo,62079,313.53,1039,8.05,1769,13.71,6921,53.65,25495,197.64,1600,12.4,381,2.95,1343,10.41,1422,11.02,53,0.41,2130,16.51,3382,26.22,12,0.35,359,10.56,17,1.55,14,1.27,138,12.55,1,0.09,183,16.64
Nara,15258,282.56,286,8.41,457,13.44,1806,53.12,5062,148.88,294,8.65,56,1.65,624,18.35,492,14.47,7,0.21,672,19.76,1255,36.91,2,0.22,81,9,6,1,5,0.83,130,21.67,-,-,98,16.33
Wakayama,11505,230.1,331,10.68,336,10.84,703,22.68,3236,104.39,263,8.48,34,1.1,700,22.58,403,13,6,0.19,866,27.94,599,19.32,4,1,28,7,1,0.09,12,1.09,68,6.18,1,0.09,94,8.55
Tottori,7792,268.69,60,3.16,455,23.95,3047,160.37,3455,181.84,130,6.84,111,5.84,520,27.37,233,12.26,10,0.53,521,27.42,92,4.84,8,2,128,32,4,0.8,4,0.8,92,18.4,1,0.2,134,26.8
Shimane,7686,202.26,215,9.35,869,37.78,1763,76.65,5707,248.13,167,7.26,113,4.91,432,18.78,403,17.52,2,0.09,391,17,454,19.74,-,-,44,14.67,1,0.13,16,2,87,10.88,2,0.25,235,29.38
Okayama,22410,266.79,307,5.69,467,8.65,1775,32.87,9489,175.72,414,7.67,177,3.28,587,10.87,528,9.78,7,0.13,1203,22.28,1996,36.96,4,0.33,119,9.92,5,1,9,1.8,28,5.6,-,-,25,5
Hiroshima,35404,310.56,594,8.37,1245,17.54,4450,62.68,14303,201.45,706,9.94,158,2.23,1513,21.31,825,11.62,58,0.82,1078,15.18,1303,18.35,6,0.33,392,21.78,6,0.29,3,0.14,196,9.33,3,0.14,380,18.1
Yamaguchi,24668,362.76,842,17.54,437,9.1,4295,89.48,8429,175.6,375,7.81,172,3.58,1062,22.13,705,14.69,23,0.48,701,14.6,884,18.42,2,0.22,114,12.67,3,0.33,-,-,123,13.67,-,-,105,11.67
Tokushima,9416,254.49,565,24.57,346,15.04,809,35.17,4736,205.91,169,7.35,52,2.26,198,8.61,425,18.48,11,0.48,633,27.52,456,19.83,1,0.25,18,4.5,1,0.14,2,0.29,21,3,-,-,57,8.14
Kagawa,13092,278.55,171,6.11,511,18.25,1345,48.04,5853,209.04,193,6.89,256,9.14,428,15.29,374,13.36,23,0.82,871,31.11,439,15.68,1,0.2,51,10.2,2,0.4,5,1,89,17.8,1,0.2,150,30
