"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28th week, 2016",,,,,,"Data collected as of July 20, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Ehime,21143,346.61,472,12.76,337,9.11,3376,91.24,9257,250.19,370,10,126,3.41,600,16.22,666,18,18,0.49,1159,31.32,297,8.03,4,0.5,410,51.25,1,0.17,3,0.5,52,8.67,-,-,80,13.33
Kochi,14926,310.96,587,19.57,146,4.87,1761,58.7,4424,147.47,201,6.7,189,6.3,200,6.67,277,9.23,66,2.2,427,14.23,529,17.63,-,-,11,3.67,3,0.38,22,2.75,137,17.13,26,3.25,232,29
Fukuoka,82126,414.78,2527,21.06,2280,19,11105,92.54,26688,222.4,1813,15.11,427,3.56,1795,14.96,2325,19.38,86,0.72,2056,17.13,4543,37.86,12,0.46,772,29.69,21,1.5,68,4.86,637,45.5,1,0.07,25,1.79
Saga,12542,321.59,401,17.43,601,26.13,1318,57.3,2783,121,214,9.3,64,2.78,326,14.17,507,22.04,15,0.65,401,17.43,1615,70.22,-,-,85,21.25,1,0.17,5,0.83,96,16,-,-,61,10.17
Nagasaki,23942,346.99,625,14.2,468,10.64,3006,68.32,5345,121.48,525,11.93,114,2.59,371,8.43,547,12.43,8,0.18,224,5.09,1166,26.5,3,0.38,396,49.5,2,0.17,30,2.5,189,15.75,-,-,51,4.25
Kumamoto,22789,288.47,821,16.76,601,12.27,2127,43.41,12168,248.33,359,7.33,323,6.59,1343,27.41,964,19.67,14,0.29,911,18.59,2084,42.53,2,0.22,542,60.22,5,0.33,43,2.87,147,9.8,2,0.13,173,11.53
Oita,19662,339,615,17.08,510,14.17,3826,106.28,11965,332.36,704,19.56,143,3.97,661,18.36,758,21.06,32,0.89,923,25.64,413,11.47,4,0.8,97,19.4,-,-,-,-,144,13.09,2,0.18,18,1.64
Miyazaki,21043,356.66,851,23.64,608,16.89,2763,76.75,9763,271.19,396,11,272,7.56,892,24.78,932,25.89,9,0.25,764,21.22,3164,87.89,8,1.33,564,94,2,0.29,24,3.43,119,17,-,-,83,11.86
Kagoshima,35169,378.16,1414,25.71,1373,24.96,4972,90.4,12727,231.4,978,17.78,986,17.93,737,13.4,704,12.8,32,0.58,446,8.11,2531,46.02,-,-,243,34.71,3,0.25,10,0.83,93,7.75,-,-,126,10.5
Okinawa,25962,447.62,1389,40.85,382,11.24,979,28.79,3617,106.38,495,14.56,1642,48.29,115,3.38,223,6.56,148,4.35,164,4.82,1777,52.26,10,1.11,236,26.22,22,3.14,49,7,262,37.43,1,0.14,64,9.14
