"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39th week, 2016",,,,,,"Data collected as of October 5, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1570592,320.53,51563,16.47,53296,17.02,284252,90.79,658773,210.4,45733,14.61,37771,12.06,46546,14.87,59016,18.85,2274,0.73,117992,37.69,117423,37.5,326,0.47,19395,28.15,371,0.79,1033,2.21,12072,25.79,243,0.52,4817,10.29
Hokkaido,83467,370.96,2550,17.96,2312,16.28,22273,156.85,15277,107.58,2342,16.49,970,6.83,3003,21.15,1645,11.58,70,0.49,6797,47.87,7223,50.87,1,0.04,402,14.36,9,0.41,35,1.59,857,38.95,6,0.27,371,16.86
Aomori,17492,269.11,547,13.02,540,12.86,2437,58.02,5611,133.6,412,9.81,243,5.79,533,12.69,689,16.4,14,0.33,793,18.88,886,21.1,4,0.36,194,17.64,14,2.33,16,2.67,189,31.5,-,-,110,18.33
Iwate,21215,331.48,684,17.1,479,11.98,5311,132.78,8496,212.4,461,11.53,168,4.2,250,6.25,657,16.43,8,0.2,960,24,756,18.9,4,0.29,267,19.07,6,0.32,5,0.26,321,16.89,1,0.05,168,8.84
Miyagi,28067,295.44,1062,18,672,11.39,7650,129.66,12275,208.05,1108,18.78,1670,28.31,316,5.36,1274,21.59,21,0.36,3466,58.75,840,14.24,-,-,93,7.75,9,0.75,2,0.17,314,26.17,-,-,15,1.25
Akita,14327,265.31,179,5.11,299,8.54,1924,54.97,4548,129.94,355,10.14,227,6.49,1491,42.6,385,11,142,4.06,780,22.29,216,6.17,1,0.14,77,11,-,-,1,0.13,163,20.38,-,-,139,17.38
Yamagata,13930,296.38,514,17.72,634,21.86,5523,190.45,6824,235.31,390,13.45,293,10.1,1450,50,752,25.93,15,0.52,2650,91.38,2359,81.34,1,0.13,55,6.88,6,0.6,11,1.1,100,10,4,0.4,18,1.8
Fukushima,23132,300.42,957,20.8,937,20.37,3124,67.91,6292,136.78,738,16.04,327,7.11,958,20.83,1135,24.67,24,0.52,2284,49.65,368,8,-,-,369,30.75,7,1,10,1.43,132,18.86,8,1.14,60,8.57
Ibaraki,33200,276.67,674,8.99,858,11.44,5266,70.21,15125,201.67,1049,13.99,1304,17.39,708,9.44,906,12.08,34,0.45,2076,27.68,2509,33.45,5,0.29,767,45.12,2,0.15,11,0.85,256,19.69,-,-,35,2.69
Tochigi,18851,251.35,488,10.17,341,7.1,3070,63.96,4715,98.23,520,10.83,695,14.48,1265,26.35,977,20.35,13,0.27,2065,43.02,1131,23.56,5,0.42,397,33.08,5,0.71,20,2.86,161,23,5,0.71,35,5
Gunma,27306,290.49,899,15.77,696,12.21,6184,108.49,10788,189.26,743,13.04,251,4.4,1090,19.12,1090,19.12,96,1.68,2291,40.19,1205,21.14,2,0.14,428,30.57,3,0.38,6,0.75,342,42.75,1,0.13,69,8.63
Saitama,84877,340.87,1886,11.94,2572,16.28,16595,105.03,35305,223.45,3266,20.67,2154,13.63,1800,11.39,3360,21.27,61,0.39,7265,45.98,6942,43.94,38,0.95,987,24.68,5,0.5,23,2.3,228,22.8,20,2,45,4.5
Chiba,70991,334.86,1707,12.74,1743,13.01,16310,121.72,25288,188.72,2280,17.01,3492,26.06,1839,13.72,2498,18.64,90,0.67,5163,38.53,5118,38.19,16,0.47,938,27.59,18,2,55,6.11,218,24.22,3,0.33,30,3.33
Tokyo,109354,266.07,4213,16.33,3953,15.32,24576,95.26,58948,228.48,3911,15.16,4095,15.87,2097,8.13,5614,21.76,116,0.45,11959,46.35,6210,24.07,9,0.24,936,24.63,32,1.28,60,2.4,591,23.64,32,1.28,91,3.64
