"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41st week, 2020",,,,,,"Data collected as of October 14, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,562938,114.16,14003,4.44,26733,8.48,173037,54.91,336668,106.84,24815,7.88,14320,4.54,17777,5.64,50915,16.16,19808,6.29,6441,2.04,149,0.22,7300,10.53,323,0.68,365,0.76,3215,6.73,54,0.11,229,0.48
Hokkaido,26996,122.71,913,6.62,1423,10.31,8702,63.06,5300,38.41,970,7.03,216,1.57,1440,10.43,1472,10.67,213,1.54,161,1.17,9,0.32,425,15.18,9,0.41,8,0.36,193,8.77,1,0.05,30,1.36
Aomori,5299,81.52,187,4.45,275,6.55,1561,37.17,4397,104.69,261,6.21,306,7.29,372,8.86,598,14.24,32,0.76,43,1.02,1,0.09,86,7.82,1,0.17,1,0.17,50,8.33,-,-,2,0.33
Iwate,9108,140.12,216,5.27,331,8.07,3622,88.34,4477,109.2,338,8.24,354,8.63,214,5.22,798,19.46,48,1.17,84,2.05,-,-,157,11.21,3,0.16,3,0.16,75,3.95,-,-,6,0.32
Miyagi,7748,82.43,413,7.12,477,8.22,3556,61.31,5210,89.83,485,8.36,380,6.55,171,2.95,1149,19.81,56,0.97,103,1.78,3,0.25,64,5.33,2,0.17,-,-,203,16.92,1,0.08,2,0.17
Akita,7132,134.57,58,1.71,163,4.79,882,25.94,2370,69.71,153,4.5,279,8.21,95,2.79,305,8.97,31,0.91,36,1.06,4,0.67,36,6,1,0.13,-,-,26,3.25,1,0.13,2,0.25
Yamagata,4164,92.53,132,4.55,498,17.17,3228,111.31,2914,100.48,317,10.93,77,2.66,233,8.03,647,22.31,268,9.24,27,0.93,-,-,56,8,5,0.5,-,-,30,3,1,0.1,1,0.1
Fukushima,10239,123.36,336,6.72,503,10.06,3419,68.38,4013,80.26,433,8.66,156,3.12,616,12.32,1222,24.44,145,2.9,98,1.96,-,-,253,19.46,5,0.83,3,0.5,38,6.33,-,-,2,0.33
Ibaraki,11751,97.93,182,2.43,658,8.77,3736,49.81,7239,96.52,641,8.55,167,2.23,264,3.52,777,10.36,104,1.39,113,1.51,2,0.12,428,25.18,-,-,7,0.58,122,10.17,-,-,5,0.42
Tochigi,5942,78.18,164,3.42,135,2.81,1586,33.04,2704,56.33,337,7.02,138,2.88,164,3.42,912,19,26,0.54,94,1.96,-,-,79,6.58,3,0.43,7,1,67,9.57,3,0.43,2,0.29
Gunma,11040,128.37,113,2.13,446,8.42,2118,39.96,5120,96.6,433,8.17,154,2.91,222,4.19,921,17.38,77,1.45,122,2.3,-,-,206,14.71,9,1,4,0.44,87,9.67,2,0.22,1,0.11
Saitama,29315,116.33,549,3.45,1260,7.92,8526,53.62,20548,129.23,1728,10.87,738,4.64,516,3.25,2836,17.84,304,1.91,442,2.78,36,0.92,447,11.46,9,0.82,20,1.82,83,7.55,-,-,1,0.09
Chiba,24829,118.23,311,2.36,551,4.17,9263,70.17,11885,90.04,1040,7.88,399,3.02,373,2.83,1855,14.05,175,1.33,347,2.63,6,0.18,368,11.15,11,1.22,10,1.11,81,9,-,-,1,0.11
Tokyo,33389,81.84,542,2.12,1096,4.28,11967,46.75,32525,127.05,2082,8.13,933,3.64,420,1.64,4226,16.51,555,2.17,538,2.1,9,0.24,272,7.35,24,1,28,1.17,156,6.5,24,1,7,0.29
Kanagawa,29720,85.9,526,2.35,832,3.71,10756,48.02,21575,96.32,1773,7.92,688,3.07,382,1.71,3205,14.31,239,1.07,477,2.13,4,0.08,928,18.56,8,0.73,18,1.64,45,4.09,1,0.09,3,0.27
Niigata,9883,109.81,411,7.21,1205,21.14,7000,122.81,4204,73.75,708,12.42,252,4.42,165,2.89,1024,17.96,47,0.82,123,2.16,19,1.9,100,10,5,0.38,4,0.31,96,7.38,3,0.23,1,0.08
Toyama,3564,74.25,74,2.55,361,12.45,3026,104.34,4318,148.9,245,8.45,113,3.9,230,7.93,452,15.59,97,3.34,34,1.17,-,-,18,3,2,0.4,7,1.4,63,12.6,1,0.2,4,0.8
Ishikawa,6189,128.94,107,3.69,265,9.14,3419,117.9,4170,143.79,420,14.48,127,4.38,238,8.21,458,15.79,18,0.62,34,1.17,-,-,11,1.57,-,-,6,1.2,64,12.8,-,-,1,0.2
Fukui,4975,134.46,98,4.26,353,15.35,1398,60.78,3313,144.04,111,4.83,55,2.39,378,16.43,332,14.43,45,1.96,34,1.48,-,-,14,4.67,7,1.17,6,1,17,2.83,3,0.5,-,-
Yamanashi,4328,105.56,42,1.75,50,2.08,734,30.58,1968,82,144,6,41,1.71,82,3.42,236,9.83,25,1.04,39,1.63,1,0.11,152,16.89,7,0.7,4,0.4,44,4.4,1,0.1,-,-
Nagano,11116,129.26,344,6.49,141,2.66,2343,44.21,7306,137.85,415,7.83,125,2.36,576,10.87,765,14.43,286,5.4,79,1.49,1,0.1,70,7,6,0.55,8,0.73,35,3.18,-,-,16,1.45
Gifu,11483,133.52,180,3.46,314,6.04,1023,19.67,3019,58.06,138,2.65,106,2.04,178,3.42,547,10.52,20,0.38,49,0.94,1,0.09,43,3.91,-,-,-,-,36,7.2,-,-,4,0.8
Shizuoka,15955,114.78,262,2.94,640,7.19,4338,48.74,8835,99.27,514,5.78,243,2.73,346,3.89,1246,14,249,2.8,202,2.27,1,0.05,233,10.59,10,1,18,1.8,74,7.4,1,0.1,-,-
Aichi,31890,163.54,593,3.26,1045,5.74,7561,41.54,15804,86.84,823,4.52,487,2.68,815,4.48,2052,11.27,196,1.08,267,1.47,4,0.11,131,3.74,17,1.13,28,1.87,163,10.87,1,0.07,7,0.47
Mie,8492,119.61,290,6.59,503,11.43,1711,38.89,4554,103.5,307,6.98,97,2.2,460,10.45,766,17.41,53,1.2,54,1.23,-,-,26,2.36,11,1.22,11,1.22,63,7,-,-,1,0.11
Shiga,7144,125.33,80,2.35,160,4.71,1128,33.18,2887,84.91,154,4.53,124,3.65,154,4.53,406,11.94,214,6.29,48,1.41,1,0.13,7,0.88,13,1.86,6,0.86,39,5.57,-,-,2,0.29
Kyoto,15019,120.15,174,2.29,412,5.42,3195,42.04,5477,72.07,370,4.87,251,3.3,291,3.83,881,11.59,250,3.29,85,1.12,-,-,87,5.12,2,0.33,8,1.33,84,14,-,-,-,-
Osaka,42895,143.46,1052,5.37,1545,7.88,8038,41.01,18837,96.11,1284,6.55,564,2.88,729,3.72,3012,15.37,966,4.93,445,2.27,9,0.18,275,5.39,10,0.63,14,0.88,91,5.69,1,0.06,3,0.19
Hyogo,24345,122.95,603,4.71,910,7.11,3480,27.19,14997,117.16,797,6.23,354,2.77,566,4.42,1754,13.7,506,3.95,231,1.8,7,0.2,403,11.51,34,2.43,24,1.71,121,8.64,1,0.07,6,0.43
Nara,5928,107.78,174,5.12,231,6.79,1208,35.53,3199,94.09,192,5.65,153,4.5,277,8.15,523,15.38,195,5.74,29,0.85,2,0.2,68,6.8,6,1,4,0.67,29,4.83,1,0.17,9,1.5
Wakayama,4324,88.24,315,10.86,221,7.62,867,29.9,2208,76.14,160,5.52,39,1.34,216,7.45,426,14.69,49,1.69,30,1.03,5,1.25,16,4,13,1.18,9,0.82,106,9.64,2,0.18,1,0.09
Tottori,3159,108.93,50,2.63,271,14.26,2538,133.58,2580,135.79,194,10.21,73,3.84,315,16.58,289,15.21,173,9.11,20,1.05,-,-,51,10.2,3,0.6,3,0.6,29,5.8,-,-,1,0.2
Shimane,3549,93.39,75,3.26,131,5.7,929,40.39,2712,117.91,138,6,61,2.65,174,7.57,547,23.78,85,3.7,23,1,-,-,4,1.33,3,0.38,7,0.88,22,2.75,-,-,-,-
Okayama,12128,144.38,164,3.04,542,10.04,1358,25.15,7098,131.44,325,6.02,352,6.52,325,6.02,639,11.83,605,11.2,111,2.06,3,0.25,76,6.33,7,1.4,2,0.4,18,3.6,-,-,1,0.2
Hiroshima,10533,93.21,293,4.13,1017,14.32,2808,39.55,8728,122.93,440,6.2,288,4.06,341,4.8,998,14.06,278,3.92,157,2.21,6,0.33,241,13.39,7,0.35,5,0.25,69,3.45,-,-,11,0.55
Yamaguchi,5478,81.76,560,12.17,299,6.5,2137,46.46,5210,113.26,276,6,263,5.72,358,7.78,986,21.43,1135,24.67,78,1.7,-,-,72,8,2,0.22,5,0.56,60,6.67,-,-,14,1.56
Tokushima,3092,85.89,127,5.52,176,7.65,409,17.78,2836,123.3,163,7.09,58,2.52,112,4.87,406,17.65,23,1,36,1.57,-,-,25,6.25,3,0.5,2,0.33,39,6.5,-,-,1,0.17
Kagawa,5019,109.11,129,4.78,303,11.22,1029,38.11,5477,202.85,204,7.56,94,3.48,226,8.37,611,22.63,135,5,55,2.04,4,1,28,7,2,0.5,4,1,47,11.75,1,0.25,3,0.75
Ehime,8121,133.13,112,3.03,208,5.62,2694,72.81,6092,164.65,245,6.62,89,2.41,368,9.95,918,24.81,99,2.68,256,6.92,5,0.63,319,39.88,2,0.33,1,0.17,29,4.83,-,-,6,1
Kochi,7097,154.28,175,6.25,261,9.32,1386,49.5,2105,75.18,184,6.57,610,21.79,235,8.39,420,15,101,3.61,86,3.07,-,-,13,4.33,2,0.25,1,0.13,87,10.88,-,-,7,0.88
Fukuoka,24825,126.02,642,5.39,1617,13.59,15673,131.71,18545,155.84,1765,14.83,1088,9.14,1083,9.1,3063,25.74,3742,31.45,421,3.54,2,0.08,215,8.6,15,1,21,1.4,96,6.4,-,-,2,0.13
Saga,4816,123.49,108,4.7,455,19.78,1810,78.7,1980,86.09,224,9.74,272,11.83,302,13.13,601,26.13,936,40.7,30,1.3,-,-,12,4,6,1,6,1,33,5.5,-,-,1,0.17
Nagasaki,9860,140.86,105,2.39,570,12.95,3795,86.25,4405,100.11,461,10.48,275,6.25,458,10.41,748,17,1538,34.95,87,1.98,2,0.25,48,6,7,0.58,4,0.33,96,8,-,-,3,0.25
Kumamoto,6617,82.71,159,3.18,614,12.28,2316,46.32,5850,117,576,11.52,750,15,797,15.94,1380,27.6,2033,40.66,123,2.46,-,-,277,34.63,4,0.27,7,0.47,39,2.6,1,0.07,4,0.27
Oita,6906,119.07,121,3.36,287,7.97,1636,45.44,7703,213.97,434,12.06,187,5.19,542,15.06,893,24.81,911,25.31,98,2.72,1,0.2,61,12.2,-,-,2,0.18,101,9.18,-,-,-,-
Miyazaki,8216,141.66,57,1.63,734,20.97,3696,105.6,7942,226.91,411,11.74,269,7.69,439,12.54,1113,31.8,519,14.83,115,3.29,-,-,115,19.17,4,0.57,-,-,7,1,-,-,3,0.43
Kagoshima,11145,122.47,1343,25.34,1641,30.96,3415,64.43,10003,188.74,559,10.55,1105,20.85,476,8.98,1066,20.11,1656,31.25,175,3.3,1,0.14,110,15.71,5,0.42,1,0.08,20,1.67,-,-,7,0.58
Okinawa,8175,143.42,342,10.36,603,18.27,2017,61.12,2029,61.48,443,13.42,370,11.21,43,1.3,434,13.15,350,10.61,102,3.09,-,-,174,19.33,18,2.57,28,4,42,6,3,0.43,45,6.43
