"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34th week, 2015",,,,,,"Data collected as of August 26, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1149684,233.53,34918,11.11,48354,15.38,272159,86.56,657396,209.1,50016,15.91,282322,89.8,64788,20.61,56120,17.85,1628,0.52,78596,25,42251,13.44,314,0.46,13413,19.55,280,0.59,634,1.33,4312,9.06,221,0.46,3987,8.38
Hokkaido,41445,183.38,2224,15.66,3969,27.95,16933,119.25,16525,116.37,2475,17.43,7659,53.94,2846,20.04,1634,11.51,61,0.43,1657,11.67,2592,18.25,7,0.26,384,14.22,1,0.05,9,0.41,195,8.86,2,0.09,388,17.64
Aomori,14799,227.68,417,9.93,432,10.29,2155,51.31,5336,127.05,505,12.02,3375,80.36,836,19.9,643,15.31,2,0.05,279,6.64,101,2.4,-,-,183,16.64,8,1.33,10,1.67,92,15.33,-,-,120,20
Iwate,15432,241.13,494,12.67,429,11,3959,101.51,7983,204.69,655,16.79,2429,62.28,635,16.28,626,16.05,9,0.23,592,15.18,144,3.69,2,0.14,169,12.07,3,0.16,3,0.16,154,8.11,3,0.16,137,7.21
Miyagi,19606,208.57,421,7.26,976,16.83,5079,87.57,14552,250.9,1102,19,6464,111.45,1458,25.14,1263,21.78,1,0.02,1363,23.5,259,4.47,3,0.25,127,10.58,2,0.17,3,0.25,238,19.83,1,0.08,77,6.42
Akita,13227,249.57,127,3.74,444,13.06,1689,49.68,4429,130.26,402,11.82,1028,30.24,286,8.41,289,8.5,4,0.12,307,9.03,299,8.79,10,1.43,69,9.86,1,0.13,-,-,111,13.88,-,-,73,9.13
Yamagata,10045,213.72,150,5.17,773,26.66,4228,145.79,8586,296.07,575,19.83,4044,139.45,690,23.79,717,24.72,12,0.41,608,20.97,732,25.24,-,-,39,5.57,5,0.5,7,0.7,31,3.1,13,1.3,49,4.9
Fukushima,19041,250.54,833,18.51,625,13.89,3574,79.42,8487,188.6,701,15.58,5966,132.58,1590,35.33,986,21.91,14,0.31,705,15.67,829,18.42,-,-,255,21.25,3,0.43,4,0.57,122,17.43,2,0.29,126,18
Ibaraki,22500,187.5,421,5.61,956,12.75,6481,86.41,15288,203.84,1171,15.61,4069,54.25,1785,23.8,930,12.4,20,0.27,1322,17.63,1041,13.88,9,0.53,502,29.53,3,0.23,3,0.23,49,3.77,1,0.08,37,2.85
