"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35th week, 2017",,,,,,"Data collected as of September 6, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1366590,276.47,62631,19.84,60922,19.3,252770,80.07,610181,193.28,39050,12.37,263188,83.37,8911,2.82,50918,16.13,1071,0.34,66253,20.99,60893,19.29,314,0.45,16737,24.12,358,0.75,639,1.34,5319,11.15,177,0.37,4846,10.16
Hokkaido,49342,220.28,4087,28.99,5479,38.86,17073,121.09,13374,94.85,2032,14.41,11299,80.13,214,1.52,1413,10.02,56,0.4,2391,16.96,1637,11.61,9,0.32,386,13.79,14,0.61,19,0.83,171,7.43,-,-,204,8.87
Aomori,15401,240.64,474,11.56,474,11.56,2437,59.44,6368,155.32,356,8.68,2358,57.51,189,4.61,649,15.83,5,0.12,600,14.63,616,15.02,3,0.27,98,8.91,10,1.67,6,1,138,23,-,-,74,12.33
Iwate,14537,227.14,780,20,985,25.26,3737,95.82,6941,177.97,305,7.82,1642,42.1,211,5.41,627,16.08,5,0.13,498,12.77,1260,32.31,5,0.36,165,11.79,6,0.32,2,0.11,209,11,4,0.21,107,5.63
Miyagi,27103,285.29,1447,24.53,1355,22.97,5425,91.95,10366,175.69,786,13.32,4449,75.41,151,2.56,1168,19.8,10,0.17,702,11.9,452,7.66,-,-,103,8.58,3,0.25,1,0.08,176,14.67,-,-,51,4.25
Akita,13141,243.35,347,9.91,346,9.89,1641,46.89,3837,109.63,410,11.71,1710,48.86,43,1.23,302,8.63,14,0.4,378,10.8,122,3.49,9,1.29,48,6.86,1,0.13,-,-,242,30.25,3,0.38,56,7
Yamagata,11418,242.94,723,24.93,642,22.14,5135,177.07,5475,188.79,443,15.28,2446,84.34,505,17.41,668,23.03,22,0.76,992,34.21,487,16.79,-,-,67,8.38,2,0.2,7,0.7,144,14.4,-,-,78,7.8
Fukushima,23767,308.66,1683,36.59,588,12.78,3954,85.96,6247,135.8,795,17.28,2572,55.91,311,6.76,1020,22.17,9,0.2,583,12.67,626,13.61,1,0.08,371,30.92,5,0.71,16,2.29,82,11.71,4,0.57,218,31.14
Ibaraki,30974,258.12,837,11.16,1151,15.35,6528,87.04,11693,155.91,859,11.45,4062,54.16,157,2.09,777,10.36,21,0.28,927,12.36,554,7.39,6,0.35,631,37.12,2,0.15,-,-,91,7,-,-,122,9.38
Tochigi,17711,233.04,498,10.38,658,13.71,2226,46.38,4398,91.63,603,12.56,2762,57.54,73,1.52,830,17.29,2,0.04,425,8.85,469,9.77,-,-,381,31.75,4,0.57,6,0.86,89,12.71,2,0.29,89,12.71
Gunma,23705,252.18,712,12.49,812,14.25,5639,98.93,11694,205.16,524,9.19,3455,60.61,324,5.68,955,16.75,3,0.05,1387,24.33,1449,25.42,2,0.15,378,29.08,2,0.25,5,0.63,191,23.88,-,-,314,39.25
Saitama,84906,338.27,3038,19.11,3522,22.15,15949,100.31,34457,216.71,2448,15.4,13167,82.81,567,3.57,2989,18.8,34,0.21,2898,18.23,2426,15.26,50,1.28,1168,29.95,11,1.1,25,2.5,91,9.1,10,1,111,11.1
Chiba,68672,322.4,1635,12.2,2453,18.31,14195,105.93,23569,175.89,1730,12.91,7977,59.53,303,2.26,2115,15.78,38,0.28,3975,29.66,1231,9.19,25,0.74,1018,29.94,19,2.11,23,2.56,142,15.78,1,0.11,102,11.33
Tokyo,107738,262.78,5009,19.34,4949,19.11,19659,75.9,56165,216.85,3171,12.24,22687,87.59,941,3.63,4855,18.75,67,0.26,4776,18.44,2249,8.68,9,0.24,771,20.29,28,1.12,26,1.04,158,6.32,33,1.32,232,9.28
Kanagawa,97773,286.72,4043,18.89,2858,13.36,16685,77.97,40549,189.48,3135,14.65,18192,85.01,593,2.77,3783,17.68,31,0.14,4431,20.71,3239,15.14,29,0.58,2571,51.42,7,0.7,23,2.3,89,8.9,-,-,213,21.3
Niigata,26111,290.12,1931,33.88,1442,25.3,4809,84.37,11975,210.09,683,11.98,6889,120.86,238,4.18,860,15.09,43,0.75,1075,18.86,3542,62.14,13,1.3,283,28.3,9,0.69,13,1,170,13.08,26,2,79,6.08
Toyama,10675,222.4,832,28.69,534,18.41,1715,59.14,6394,220.48,262,9.03,2613,90.1,23,0.79,381,13.14,2,0.07,434,14.97,1064,36.69,5,0.71,247,35.29,2,0.4,4,0.8,50,10,4,0.8,58,11.6
Ishikawa,16031,333.98,606,20.9,689,23.76,2459,84.79,7683,264.93,400,13.79,3077,106.1,104,3.59,439,15.14,7,0.24,430,14.83,167,5.76,-,-,141,20.14,1,0.2,8,1.6,113,22.6,-,-,86,17.2
Fukui,11650,364.06,457,20.77,370,16.82,1902,86.45,6292,286,277,12.59,2941,133.68,17,0.77,263,11.95,18,0.82,383,17.41,277,12.59,1,0.33,11,3.67,15,2.5,6,1,53,8.83,4,0.67,70,11.67
Yamanashi,10626,259.17,157,6.54,808,33.67,2054,85.58,4304,179.33,176,7.33,1882,78.42,51,2.13,250,10.42,2,0.08,275,11.46,531,22.13,1,0.11,266,29.56,5,0.5,8,0.8,114,11.4,3,0.3,55,5.5
Nagano,27782,323.05,448,8.45,312,5.89,4067,76.74,11986,226.15,627,11.83,4769,89.98,150,2.83,602,11.36,27,0.51,929,17.53,3570,67.36,11,1.1,121,12.1,2,0.18,2,0.18,152,13.82,-,-,141,12.82
Gifu,22533,262.01,672,12.92,692,13.31,1875,36.06,6320,121.54,391,7.52,3414,65.65,60,1.15,524,10.08,14,0.27,485,9.33,1263,24.29,-,-,167,15.18,1,0.2,11,2.2,133,26.6,-,-,89,17.8
Shizuoka,38783,279.01,1264,14.2,1408,15.82,7924,89.03,17571,197.43,807,9.07,7325,82.3,229,2.57,1116,12.54,17,0.19,1008,11.33,1250,14.04,10,0.48,432,20.57,10,1,29,2.9,137,13.7,37,3.7,74,7.4
Aichi,65958,338.25,2440,13.41,2495,13.71,10668,58.62,28036,154.04,1902,10.45,15090,82.91,291,1.6,2165,11.9,36,0.2,2243,12.32,1880,10.33,6,0.17,546,15.6,10,0.67,25,1.67,248,16.53,6,0.4,198,13.2
Mie,19280,267.78,962,21.38,1185,26.33,2397,53.27,8253,183.4,453,10.07,4808,106.84,99,2.2,772,17.16,17,0.38,1225,27.22,547,12.16,7,0.58,42,3.5,17,1.89,22,2.44,88,9.78,10,1.11,19,2.11
Shiga,12072,232.15,293,9.45,463,14.94,1241,40.03,5889,189.97,509,16.42,3348,108,19,0.61,435,14.03,6,0.19,783,25.26,613,19.77,1,0.13,52,6.5,5,0.71,12,1.71,42,6,1,0.14,16,2.29
Kyoto,27870,224.76,606,8.08,1297,17.29,4003,53.37,13177,175.69,527,7.03,5032,67.09,70,0.93,900,12,21,0.28,840,11.2,990,13.2,5,0.29,226,13.29,3,0.43,4,0.57,53,7.57,-,-,67,9.57
Osaka,67406,219.56,5345,26.86,3915,19.67,14866,74.7,38232,192.12,2587,13,19879,99.89,291,1.46,3238,16.27,74,0.37,3909,19.64,4201,21.11,30,0.58,705,13.56,14,0.88,35,2.19,231,14.44,2,0.13,230,14.38
Hyogo,45066,227.61,2038,15.92,2918,22.8,6610,51.64,29693,231.98,1453,11.35,13751,107.43,492,3.84,1784,13.94,38,0.3,2741,21.41,2891,22.59,14,0.4,576,16.46,20,1.54,34,2.62,132,10.15,7,0.54,160,12.31
Nara,10266,190.11,826,24.29,904,26.59,2502,73.59,5348,157.29,391,11.5,2535,74.56,73,2.15,568,16.71,8,0.24,471,13.85,744,21.88,1,0.1,192,19.2,13,2.17,22,3.67,100,16.67,1,0.17,52,8.67
Wakayama,8424,171.92,611,20.37,367,12.23,778,25.93,4416,147.2,326,10.87,2227,74.23,31,1.03,447,14.9,10,0.33,469,15.63,1676,55.87,12,3,83,20.75,4,0.36,19,1.73,74,6.73,5,0.45,67,6.09
Tottori,6006,207.1,399,21,387,20.37,3807,200.37,3337,175.63,342,18,1731,91.11,29,1.53,266,14,18,0.95,555,29.21,800,42.11,2,0.4,139,27.8,7,1.4,22,4.4,47,9.4,-,-,74,14.8
Shimane,7378,199.41,233,10.59,312,14.18,2094,95.18,4273,194.23,198,9,1424,64.73,214,9.73,498,22.64,9,0.41,347,15.77,1088,49.45,-,-,5,1.67,2,0.25,12,1.5,59,7.38,-,-,47,5.88
