"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26th week, 2022",,,,,,"Data collected as of July 6, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,560,0.11,21844,6.95,15608,4.97,25833,8.22,376433,119.77,6203,1.97,17419,5.54,1055,0.34,25885,8.24,3547,1.13,2374,0.76,81,0.12,2872,4.15,146,0.31,189,0.4,165,0.35,17,0.04,66,0.14
Hokkaido,15,0.07,1431,10.37,866,6.28,1820,13.19,7347,53.24,329,2.38,196,1.42,18,0.13,561,4.07,50,0.36,63,0.46,5,0.18,46,1.64,4,0.18,-,-,15,0.68,1,0.05,6,0.27
Aomori,1,0.02,3,0.07,112,2.73,111,2.71,3473,84.71,75,1.83,124,3.02,12,0.29,316,7.71,5,0.12,25,0.61,-,-,32,2.91,1,0.17,1,0.17,24,4,-,-,1,0.17
Iwate,4,0.06,387,9.92,156,4,519,13.31,4187,107.36,112,2.87,37,0.95,29,0.74,406,10.41,46,1.18,33,0.85,-,-,53,3.79,5,0.26,4,0.21,8,0.42,-,-,2,0.11
Miyagi,15,0.16,100,1.75,185,3.25,382,6.7,7574,132.88,140,2.46,145,2.54,24,0.42,637,11.18,71,1.25,41,0.72,1,0.08,49,4.08,3,0.25,-,-,5,0.42,-,-,1,0.08
Akita,2,0.04,180,5.29,102,3,289,8.5,2033,59.79,131,3.85,39,1.15,1,0.03,147,4.32,8,0.24,7,0.21,2,0.29,11,1.57,2,0.25,-,-,1,0.13,-,-,2,0.25
Yamagata,5,0.11,3,0.1,276,9.52,334,11.52,5155,177.76,60,2.07,37,1.28,7,0.24,309,10.66,40,1.38,10,0.34,-,-,54,6.75,-,-,-,-,1,0.1,-,-,1,0.1
Fukushima,7,0.08,178,3.56,369,7.38,404,8.08,5252,105.04,139,2.78,161,3.22,33,0.66,656,13.12,33,0.66,27,0.54,-,-,74,5.69,1,0.14,3,0.43,2,0.29,-,-,1,0.14
Ibaraki,16,0.13,72,0.96,271,3.61,571,7.61,7093,94.57,116,1.55,399,5.32,22,0.29,352,4.69,141,1.88,52,0.69,2,0.12,155,9.12,1,0.08,1,0.08,20,1.67,-,-,-,-
Tochigi,9,0.12,189,3.94,93,1.94,428,8.92,2934,61.13,50,1.04,350,7.29,24,0.5,489,10.19,35,0.73,33,0.69,-,-,65,5.42,6,0.86,3,0.43,-,-,-,-,1,0.14
Gunma,3,0.03,69,1.3,195,3.68,223,4.21,7428,140.15,114,2.15,508,9.58,25,0.47,512,9.66,76,1.43,53,1,1,0.08,59,4.54,1,0.11,-,-,1,0.11,-,-,-,-
Saitama,22,0.09,405,2.56,549,3.47,561,3.55,22533,142.61,378,2.39,699,4.42,75,0.47,1355,8.58,172,1.09,145,0.92,20,0.51,183,4.69,1,0.09,14,1.27,2,0.18,-,-,1,0.09
Chiba,25,0.12,234,1.83,354,2.77,878,6.86,15597,121.85,250,1.95,1125,8.79,34,0.27,1054,8.23,262,2.05,146,1.14,5,0.16,113,3.53,7,0.78,6,0.67,3,0.33,-,-,-,-
