"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25th week, 2022",,,,,,"Data collected as of June 29, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,548,0.11,18887,6.01,14243,4.53,24791,7.89,361340,114.97,5915,1.88,14354,4.57,1006,0.32,24590,7.82,2783,0.89,2243,0.71,75,0.11,2718,3.93,144,0.3,179,0.37,156,0.33,17,0.04,63,0.13
Hokkaido,15,0.07,1344,9.74,779,5.64,1736,12.58,6970,50.51,323,2.34,127,0.92,18,0.13,544,3.94,33,0.24,61,0.44,5,0.18,45,1.61,4,0.18,-,-,14,0.64,1,0.05,6,0.27
Aomori,1,0.02,3,0.07,100,2.44,110,2.68,3365,82.07,65,1.59,120,2.93,11,0.27,302,7.37,3,0.07,24,0.59,-,-,31,2.82,1,0.17,1,0.17,24,4,-,-,1,0.17
Iwate,4,0.06,387,9.92,145,3.72,504,12.92,4028,103.28,107,2.74,33,0.85,28,0.72,390,10,39,1,30,0.77,-,-,52,3.71,5,0.26,4,0.21,6,0.32,-,-,2,0.11
Miyagi,15,0.16,100,1.75,163,2.86,373,6.54,7283,127.77,133,2.33,114,2,24,0.42,593,10.4,65,1.14,39,0.68,1,0.08,47,3.92,3,0.25,-,-,4,0.33,-,-,1,0.08
Akita,2,0.04,146,4.29,97,2.85,285,8.38,1971,57.97,131,3.85,19,0.56,1,0.03,141,4.15,6,0.18,6,0.18,2,0.29,10,1.43,2,0.25,-,-,1,0.13,-,-,1,0.13
Yamagata,5,0.11,3,0.1,247,8.52,330,11.38,5048,174.07,57,1.97,32,1.1,7,0.24,294,10.14,37,1.28,9,0.31,-,-,53,6.63,-,-,-,-,1,0.1,-,-,1,0.1
Fukushima,7,0.08,161,3.22,344,6.88,387,7.74,5134,102.68,135,2.7,138,2.76,32,0.64,623,12.46,30,0.6,24,0.48,-,-,68,5.23,1,0.14,3,0.43,2,0.29,-,-,1,0.14
Ibaraki,16,0.13,71,0.95,248,3.31,551,7.35,6856,91.41,115,1.53,270,3.6,21,0.28,335,4.47,81,1.08,51,0.68,2,0.12,142,8.35,1,0.08,1,0.08,19,1.58,-,-,-,-
Tochigi,9,0.12,182,3.79,81,1.69,409,8.52,2836,59.08,46,0.96,307,6.4,18,0.38,459,9.56,26,0.54,31,0.65,-,-,60,5,6,0.86,2,0.29,-,-,-,-,1,0.14
Gunma,3,0.03,68,1.26,171,3.17,214,3.96,7189,133.13,107,1.98,394,7.3,25,0.46,486,9,61,1.13,50,0.93,1,0.08,58,4.46,1,0.11,-,-,-,-,-,-,-,-
Saitama,22,0.09,312,1.97,488,3.09,525,3.32,21494,136.04,357,2.26,490,3.1,70,0.44,1295,8.2,128,0.81,137,0.87,18,0.46,172,4.41,1,0.09,14,1.27,2,0.18,-,-,1,0.09
Chiba,25,0.12,162,1.27,322,2.52,829,6.48,14969,116.95,243,1.9,660,5.16,32,0.25,1004,7.84,156,1.22,130,1.02,5,0.16,102,3.19,7,0.78,6,0.67,3,0.33,-,-,-,-
Tokyo,29,0.07,420,1.65,649,2.55,934,3.66,34669,135.96,397,1.56,869,3.41,88,0.35,2042,8.01,207,0.81,227,0.89,-,-,136,3.68,9,0.38,6,0.25,2,0.08,13,0.54,4,0.17
Kanagawa,31,0.09,399,1.8,416,1.87,1036,4.67,24137,108.73,367,1.65,693,3.12,77,0.35,1595,7.18,150,0.68,188,0.85,4,0.08,356,7.12,3,0.27,12,1.09,6,0.55,1,0.09,3,0.27
Niigata,7,0.08,22,0.39,573,10.05,1437,25.21,4206,73.79,125,2.19,583,10.23,19,0.33,521,9.14,237,4.16,64,1.12,7,0.7,25,2.5,4,0.33,2,0.17,4,0.33,-,-,1,0.08
Toyama,1,0.02,644,22.21,298,10.28,316,10.9,4571,157.62,65,2.24,267,9.21,9,0.31,195,6.72,89,3.07,10,0.34,-,-,16,2.29,2,0.4,-,-,1,0.2,-,-,-,-
Ishikawa,5,0.1,44,1.52,260,8.97,207,7.14,4383,151.14,92,3.17,54,1.86,9,0.31,209,7.21,20,0.69,12,0.41,-,-,13,1.86,3,0.6,4,0.8,6,1.2,-,-,1,0.2
Fukui,1,0.03,293,12.74,167,7.26,225,9.78,3301,143.52,32,1.39,927,40.3,33,1.43,156,6.78,133,5.78,14,0.61,-,-,6,2,3,0.5,1,0.17,4,0.67,-,-,-,-
Yamanashi,2,0.05,14,0.58,8,0.33,27,1.13,2046,85.25,39,1.63,38,1.58,4,0.17,125,5.21,12,0.5,13,0.54,-,-,17,1.89,1,0.1,2,0.2,2,0.2,-,-,1,0.1
Nagano,25,0.29,83,1.54,93,1.72,189,3.5,6432,119.11,121,2.24,139,2.57,19,0.35,349,6.46,81,1.5,29,0.54,-,-,22,2,2,0.18,4,0.36,-,-,-,-,3,0.27
Gifu,15,0.17,782,15.04,210,4.04,188,3.62,4292,82.54,54,1.04,74,1.42,2,0.04,257,4.94,10,0.19,16,0.31,-,-,13,1.18,-,-,1,0.2,1,0.2,-,-,-,-
Shizuoka,14,0.1,254,2.85,353,3.97,395,4.44,10702,120.25,123,1.38,184,2.07,49,0.55,668,7.51,56,0.63,80,0.9,1,0.05,74,3.36,9,0.9,9,0.9,4,0.4,-,-,-,-
Aichi,37,0.19,2048,11.25,423,2.32,1383,7.6,17946,98.6,213,1.17,238,1.31,30,0.16,958,5.26,70,0.38,110,0.6,1,0.03,73,2.09,9,0.6,9,0.6,-,-,-,-,1,0.07
Mie,6,0.09,229,5.2,231,5.25,225,5.11,5384,122.36,92,2.09,158,3.59,9,0.2,324,7.36,22,0.5,10,0.23,1,0.08,9,0.75,3,0.33,8,0.89,1,0.11,-,-,-,-
Shiga,11,0.18,95,2.64,109,3.03,228,6.33,3250,90.28,111,3.08,102,2.83,3,0.08,257,7.14,38,1.06,22,0.61,-,-,8,1,3,0.43,1,0.14,1,0.14,-,-,-,-
Kyoto,31,0.25,230,3.07,467,6.23,416,5.55,5901,78.68,96,1.28,182,2.43,23,0.31,333,4.44,53,0.71,35,0.47,-,-,33,1.83,2,0.33,2,0.33,-,-,2,0.33,1,0.17
Osaka,50,0.17,1392,7.1,1279,6.53,1359,6.93,19606,100.03,321,1.64,327,1.67,53,0.27,1338,6.83,98,0.5,142,0.72,7,0.14,109,2.14,-,-,6,0.38,-,-,-,-,2,0.13
Hyogo,14,0.07,373,2.91,557,4.35,734,5.73,17087,133.49,189,1.48,284,2.22,54,0.42,855,6.68,49,0.38,88,0.69,-,-,141,4.03,5,0.36,13,0.93,-,-,-,-,2,0.14
Nara,-,-,121,3.56,130,3.82,123,3.62,3547,104.32,41,1.21,86,2.53,2,0.06,239,7.03,14,0.41,17,0.5,-,-,44,4.4,-,-,2,0.33,1,0.17,-,-,-,-
