"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12th week, 2016",,,,,,"Data collected as of March 30, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1417975,286.34,18554,5.88,13318,4.22,110266,34.92,259896,82.3,15898,5.03,1228,0.39,21504,6.81,14228,4.51,455,0.14,546,0.17,31543,9.99,92,0.13,5264,7.66,89,0.19,201,0.42,3159,6.68,116,0.25,2273,4.81
Hokkaido,71630,316.95,770,5.42,586,4.13,9038,63.65,5194,36.58,666,4.69,102,0.72,1813,12.77,410,2.89,16,0.11,20,0.14,2539,17.88,-,-,98,3.5,2,0.09,4,0.17,86,3.74,3,0.13,135,5.87
Aomori,12873,198.05,84,2,160,3.81,862,20.52,1782,42.43,101,2.4,14,0.33,176,4.19,171,4.07,-,-,4,0.1,342,8.14,-,-,69,6.27,5,0.83,5,0.83,58,9.67,-,-,25,4.17
Iwate,16249,249.98,145,3.63,76,1.9,2327,58.18,3373,84.33,122,3.05,9,0.23,123,3.08,160,4,6,0.15,2,0.05,150,3.75,2,0.14,76,5.43,1,0.05,2,0.11,81,4.26,1,0.05,31,1.63
Miyagi,22634,238.25,228,3.86,164,2.78,3579,60.66,5194,88.03,357,6.05,6,0.1,149,2.53,317,5.37,4,0.07,2,0.03,293,4.97,-,-,32,2.67,3,0.25,-,-,99,8.25,-,-,7,0.58
Akita,9869,182.76,52,1.49,100,2.86,633,18.09,1940,55.43,89,2.54,10,0.29,945,27,74,2.11,7,0.2,3,0.09,53,1.51,1,0.14,19,2.71,-,-,-,-,47,5.88,-,-,83,10.38
Yamagata,11165,237.55,36,1.24,150,5.17,2555,88.1,3266,112.62,188,6.48,10,0.34,853,29.41,207,7.14,2,0.07,-,-,668,23.03,-,-,11,1.38,-,-,4,0.4,34,3.4,4,0.4,3,0.3
Fukushima,18290,237.53,243,5.28,179,3.89,1220,26.52,2589,56.28,249,5.41,11,0.24,339,7.37,275,5.98,9,0.2,3,0.07,114,2.48,-,-,99,8.25,2,0.29,3,0.43,24,3.43,-,-,4,0.57
Ibaraki,30437,253.64,172,2.29,227,3.03,1875,25,6617,88.23,359,4.79,35,0.47,335,4.47,206,2.75,2,0.03,9,0.12,869,11.59,-,-,203,11.94,-,-,2,0.15,85,6.54,-,-,6,0.46
Tochigi,17140,225.53,110,2.29,70,1.46,1098,22.88,2455,51.15,183,3.81,12,0.25,342,7.13,243,5.06,2,0.04,4,0.08,342,7.13,-,-,112,9.33,-,-,3,0.43,59,8.43,2,0.29,11,1.57
Gunma,25139,267.44,183,3.21,180,3.16,2420,42.46,4058,71.19,248,4.35,9,0.16,277,4.86,262,4.6,12,0.21,8,0.14,187,3.28,-,-,85,6.07,1,0.13,2,0.25,84,10.5,-,-,21,2.63
Saitama,79329,316.05,446,2.81,565,3.55,5877,36.96,14269,89.74,1209,7.6,65,0.41,1059,6.66,740,4.65,9,0.06,29,0.18,1844,11.6,10,0.25,300,7.5,2,0.2,1,0.1,68,6.8,9,0.9,13,1.3
Chiba,65855,309.18,311,2.32,367,2.74,5730,42.76,10639,79.4,882,6.58,71,0.53,898,6.7,584,4.36,17,0.13,26,0.19,1867,13.93,4,0.13,235,7.34,4,0.44,17,1.89,57,6.33,2,0.22,6,0.67
