"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2nd week, 2015",,,,,,"Data collected as of January 14, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Kanagawa,11487,40.88,165,0.96,57,0.33,329,1.92,1998,11.68,334,1.95,35,0.2,291,1.7,100,0.58,1,0.01,3,0.02,62,0.36,2,0.05,70,1.79,2,0.22,1,0.11,1,0.11,-,-,-,-
Niigata,2551,26.57,138,2.26,124,2.03,262,4.3,437,7.16,183,3,13,0.21,55,0.9,41,0.67,2,0.03,11,0.18,22,0.36,2,0.2,11,1.1,-,-,-,-,6,0.46,3,0.23,-,-
Toyama,1567,32.65,55,1.9,25,0.86,90,3.1,412,14.21,61,2.1,5,0.17,3,0.1,15,0.52,-,-,5,0.17,5,0.17,-,-,2,0.29,-,-,-,-,21,4.2,-,-,-,-
Ishikawa,1904,39.67,35,1.21,13,0.45,184,6.34,321,11.07,84,2.9,4,0.14,24,0.83,13,0.45,-,-,-,-,10,0.34,-,-,6,0.86,-,-,-,-,10,2,-,-,-,-
Fukui,1855,57.97,31,1.41,23,1.05,75,3.41,538,24.45,38,1.73,20,0.91,2,0.09,20,0.91,-,-,-,-,42,1.91,-,-,1,0.33,1,0.17,-,-,-,-,-,-,-,-
Yamanashi,2177,54.43,30,1.25,2,0.08,40,1.67,318,13.25,15,0.63,-,-,2,0.08,2,0.08,-,-,-,-,-,-,-,-,6,0.67,-,-,-,-,2,0.2,-,-,1,0.1
Nagano,4445,51.69,163,3.08,17,0.32,120,2.26,567,10.7,68,1.28,13,0.25,16,0.3,19,0.36,-,-,2,0.04,1,0.02,-,-,11,1.1,-,-,1,0.09,16,1.45,-,-,1,0.09
Gifu,6159,71.62,82,1.58,28,0.54,54,1.04,421,8.1,54,1.04,15,0.29,6,0.12,37,0.71,-,-,1,0.02,7,0.13,-,-,4,0.36,-,-,-,-,2,0.4,-,-,-,-
Shizuoka,8498,61.14,181,2.03,36,0.4,234,2.63,1075,12.08,139,1.56,10,0.11,45,0.51,26,0.29,1,0.01,9,0.1,47,0.53,-,-,12,0.55,-,-,-,-,2,0.2,-,-,2,0.2
Aichi,14592,74.83,287,1.59,84,0.46,384,2.12,2061,11.39,199,1.1,62,0.34,19,0.1,74,0.41,1,0.01,4,0.02,74,0.41,-,-,13,0.38,1,0.07,-,-,4,0.29,-,-,3,0.21
Mie,3374,46.86,103,2.29,45,1,84,1.87,720,16,36,0.8,19,0.42,5,0.11,30,0.67,-,-,3,0.07,14,0.31,-,-,3,0.25,-,-,-,-,5,0.56,-,-,-,-
Shiga,4374,82.53,78,2.44,10,0.31,94,2.94,266,8.31,44,1.38,12,0.38,15,0.47,17,0.53,-,-,1,0.03,20,0.63,-,-,1,0.13,1,0.14,-,-,1,0.14,-,-,-,-
Kyoto,6625,55.21,69,0.97,42,0.59,87,1.23,567,7.99,76,1.07,33,0.46,29,0.41,28,0.39,-,-,5,0.07,20,0.28,-,-,7,0.39,-,-,-,-,1,0.14,-,-,-,-
Osaka,14245,46.4,585,2.93,70,0.35,406,2.03,1562,7.81,323,1.62,50,0.25,52,0.26,121,0.61,9,0.05,3,0.02,68,0.34,1,0.02,19,0.37,-,-,-,-,3,0.18,-,-,4,0.24
Hyogo,9527,48.12,328,2.56,89,0.7,266,2.08,1440,11.25,201,1.57,43,0.34,27,0.21,52,0.41,2,0.02,3,0.02,33,0.26,1,0.03,20,0.57,-,-,-,-,2,0.17,-,-,1,0.08
Nara,1830,33.89,64,1.88,13,0.38,45,1.32,192,5.65,28,0.82,16,0.47,1,0.03,10,0.29,-,-,1,0.03,7,0.21,-,-,13,1.44,-,-,1,0.17,1,0.17,-,-,3,0.5
Wakayama,2040,40.8,78,2.52,17,0.55,41,1.32,181,5.84,34,1.1,16,0.52,3,0.1,15,0.48,-,-,-,-,1,0.03,-,-,3,0.75,-,-,-,-,4,0.36,-,-,1,0.09
Tottori,1813,62.52,25,1.32,13,0.68,88,4.63,252,13.26,29,1.53,-,-,-,-,12,0.63,-,-,1,0.05,7,0.37,-,-,1,0.33,-,-,-,-,-,-,-,-,1,0.2
Shimane,1482,39,39,1.7,20,0.87,134,5.83,354,15.39,42,1.83,6,0.26,3,0.13,17,0.74,-,-,-,-,24,1.04,-,-,-,-,-,-,1,0.13,1,0.13,-,-,1,0.13
Okayama,5338,63.55,61,1.13,13,0.24,131,2.43,898,16.63,101,1.87,20,0.37,3,0.06,36,0.67,-,-,-,-,12,0.22,1,0.08,6,0.5,-,-,-,-,-,-,-,-,-,-
Hiroshima,6022,52.82,107,1.51,45,0.63,201,2.83,1238,17.44,110,1.55,54,0.76,-,-,45,0.63,-,-,2,0.03,75,1.06,-,-,22,1.16,-,-,3,0.14,2,0.1,-,-,1,0.05
Yamaguchi,3230,46.81,139,2.9,13,0.27,168,3.5,815,16.98,159,3.31,30,0.63,-,-,51,1.06,-,-,2,0.04,6,0.13,-,-,2,0.22,-,-,-,-,3,0.33,-,-,-,-
Tokushima,2440,64.21,172,7.48,25,1.09,48,2.09,447,19.43,35,1.52,7,0.3,1,0.04,25,1.09,-,-,-,-,1,0.04,-,-,2,0.5,-,-,-,-,2,0.29,-,-,1,0.14
Kagawa,3834,79.88,104,3.59,14,0.48,100,3.45,277,9.55,33,1.14,14,0.48,2,0.07,11,0.38,1,0.03,1,0.03,4,0.14,-,-,2,0.4,-,-,1,0.2,11,2.2,-,-,1,0.2
Ehime,3546,58.13,98,2.65,17,0.46,135,3.65,646,17.46,59,1.59,43,1.16,3,0.08,31,0.84,1,0.03,1,0.03,39,1.05,-,-,22,2.75,-,-,-,-,-,-,-,-,-,-
Kochi,2513,52.35,76,2.53,3,0.1,69,2.3,312,10.4,28,0.93,36,1.2,2,0.07,22,0.73,-,-,-,-,21,0.7,-,-,-,-,-,-,-,-,2,0.25,1,0.13,-,-
Fukuoka,19865,100.33,193,1.61,77,0.64,574,4.78,1425,11.88,244,2.03,91,0.76,103,0.86,117,0.98,2,0.02,3,0.03,135,1.13,-,-,32,1.23,1,0.08,-,-,2,0.15,-,-,-,-
Saga,2462,63.13,43,1.87,17,0.74,66,2.87,184,8,59,2.57,26,1.13,16,0.7,20,0.87,-,-,3,0.13,46,2,-,-,2,0.5,-,-,-,-,2,0.33,-,-,2,0.33
Nagasaki,5797,82.81,55,1.25,21,0.48,101,2.3,639,14.52,79,1.8,20,0.45,5,0.11,24,0.55,-,-,-,-,21,0.48,1,0.13,17,2.13,-,-,-,-,2,0.17,-,-,14,1.17
Kumamoto,6549,81.86,104,2.08,29,0.58,109,2.18,1018,20.36,91,1.82,46,0.92,2,0.04,46,0.92,-,-,11,0.22,53,1.06,-,-,13,1.44,-,-,4,0.27,3,0.2,-,-,1,0.07
Oita,4483,77.29,79,2.19,17,0.47,198,5.5,752,20.89,115,3.19,25,0.69,20,0.56,46,1.28,1,0.03,3,0.08,22,0.61,-,-,22,4.4,-,-,-,-,1,0.09,-,-,-,-
Miyazaki,6013,101.92,53,1.47,27,0.75,75,2.08,794,22.06,88,2.44,9,0.25,-,-,45,1.25,-,-,1,0.03,10,0.28,-,-,16,2.67,-,-,-,-,-,-,-,-,1,0.14
Kagoshima,4376,47.05,65,1.18,50,0.91,173,3.15,1159,21.07,171,3.11,66,1.2,21,0.38,41,0.75,3,0.05,-,-,27,0.49,1,0.14,4,0.57,-,-,-,-,-,-,-,-,2,0.17
Okinawa,6480,111.72,3,0.09,33,0.97,111,3.26,197,5.79,141,4.15,44,1.29,8,0.24,19,0.56,2,0.06,1,0.03,215,6.32,-,-,20,2,4,0.57,-,-,6,0.86,-,-,-,-
