"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3rd week, 2015",,,,,,"Data collected as of January 21, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,5372,70.68,135,2.81,20,0.42,123,2.56,685,14.27,77,1.6,31,0.65,55,1.15,54,1.13,2,0.04,-,-,21,0.44,-,-,23,1.92,-,-,1,0.14,8,1.14,-,-,4,0.57
Gunma,7314,81.27,161,2.93,38,0.69,274,4.98,1273,23.15,71,1.29,18,0.33,28,0.51,49,0.89,2,0.04,3,0.05,41,0.75,-,-,45,4.09,-,-,1,0.13,8,1,-,-,9,1.13
Saitama,17079,75.91,346,2.47,109,0.78,638,4.56,2986,21.33,311,2.22,53,0.38,263,1.88,167,1.19,1,0.01,4,0.03,136,0.97,3,0.08,44,1.13,-,-,2,0.2,7,0.7,1,0.1,5,0.5
Chiba,16990,81.68,127,0.98,96,0.74,467,3.62,2603,20.18,239,1.85,40,0.31,206,1.6,113,0.88,3,0.02,5,0.04,127,0.98,-,-,54,1.64,1,0.11,4,0.44,-,-,2,0.22,3,0.33
Tokyo,21899,56.01,360,1.48,139,0.57,1026,4.2,4959,20.32,343,1.41,82,0.34,516,2.11,221,0.91,7,0.03,9,0.04,153,0.63,1,0.03,48,1.33,2,0.08,4,0.16,12,0.48,-,-,9,0.36
Kanagawa,19577,64.61,249,1.33,83,0.44,672,3.59,3620,19.36,500,2.67,60,0.32,569,3.04,202,1.08,3,0.02,3,0.02,102,0.55,3,0.07,102,2.37,3,0.3,2,0.2,7,0.7,-,-,2,0.2
Niigata,5388,56.13,182,2.98,172,2.82,446,7.31,756,12.39,226,3.7,25,0.41,92,1.51,72,1.18,3,0.05,19,0.31,35,0.57,2,0.2,18,1.8,-,-,-,-,7,0.54,4,0.31,-,-
Toyama,3029,63.1,72,2.48,41,1.41,158,5.45,692,23.86,84,2.9,11,0.38,3,0.1,27,0.93,-,-,7,0.24,15,0.52,-,-,3,0.43,-,-,-,-,33,6.6,-,-,-,-
Ishikawa,3639,75.81,42,1.45,22,0.76,327,11.28,534,18.41,102,3.52,4,0.14,53,1.83,24,0.83,-,-,-,-,18,0.62,-,-,7,1,-,-,-,-,15,3,-,-,-,-
Fukui,3673,114.78,40,1.82,28,1.27,141,6.41,802,36.45,43,1.95,34,1.55,2,0.09,30,1.36,-,-,-,-,53,2.41,-,-,5,1.67,2,0.33,-,-,-,-,-,-,1,0.17
Yamanashi,3706,92.65,41,1.71,2,0.08,75,3.13,504,21,18,0.75,-,-,2,0.08,9,0.38,-,-,-,-,-,-,-,-,9,1,-,-,-,-,2,0.2,-,-,2,0.2
Nagano,7324,85.16,209,3.94,23,0.43,223,4.21,993,18.74,101,1.91,17,0.32,21,0.4,33,0.62,-,-,3,0.06,1,0.02,-,-,14,1.4,-,-,1,0.09,20,1.82,-,-,5,0.45
Gifu,9630,111.98,117,2.25,42,0.81,85,1.63,692,13.31,73,1.4,17,0.33,6,0.12,57,1.1,-,-,1,0.02,9,0.17,-,-,4,0.36,-,-,-,-,2,0.4,-,-,-,-
Shizuoka,15559,111.94,234,2.63,52,0.58,411,4.62,1677,18.84,172,1.93,15,0.17,95,1.07,48,0.54,1,0.01,14,0.16,57,0.64,-,-,19,0.86,-,-,-,-,10,1,1,0.1,2,0.2
Aichi,26173,134.22,379,2.09,127,0.7,702,3.88,3358,18.55,272,1.5,108,0.6,28,0.15,128,0.71,1,0.01,5,0.03,98,0.54,-,-,20,0.59,1,0.07,-,-,10,0.71,-,-,5,0.36
Mie,5885,81.74,140,3.11,61,1.36,150,3.33,1139,25.31,51,1.13,29,0.64,8,0.18,49,1.09,-,-,4,0.09,16,0.36,1,0.08,3,0.25,1,0.11,-,-,7,0.78,-,-,-,-
Shiga,6747,127.3,101,3.16,10,0.31,147,4.59,460,14.38,56,1.75,17,0.53,29,0.91,32,1,-,-,1,0.03,24,0.75,-,-,1,0.13,1,0.14,-,-,1,0.14,-,-,-,-
Kyoto,10182,84.15,95,1.32,54,0.75,172,2.39,1013,14.07,92,1.28,51,0.71,47,0.65,52,0.72,-,-,8,0.11,28,0.39,-,-,11,0.61,-,-,-,-,1,0.14,-,-,3,0.43
Osaka,22585,73.57,812,4.06,100,0.5,739,3.7,2658,13.29,415,2.08,95,0.48,92,0.46,203,1.02,11,0.06,5,0.03,88,0.44,2,0.04,27,0.52,1,0.06,-,-,5,0.29,-,-,6,0.35
Hyogo,16450,83.08,482,3.77,125,0.98,478,3.73,2541,19.85,268,2.09,80,0.63,51,0.4,97,0.76,2,0.02,11,0.09,63,0.49,1,0.03,32,0.91,1,0.08,-,-,4,0.33,-,-,1,0.08
Nara,3240,60,103,3.03,23,0.68,82,2.41,335,9.85,34,1,23,0.68,2,0.06,23,0.68,-,-,1,0.03,14,0.41,-,-,21,2.33,1,0.17,1,0.17,3,0.5,-,-,4,0.67
Wakayama,3552,71.04,155,5,24,0.77,68,2.19,318,10.26,43,1.39,22,0.71,5,0.16,25,0.81,-,-,1,0.03,3,0.1,-,-,5,1.25,-,-,-,-,6,0.55,-,-,3,0.27
Tottori,2904,100.14,32,1.68,16,0.84,171,9,412,21.68,41,2.16,-,-,-,-,22,1.16,1,0.05,1,0.05,14,0.74,-,-,1,0.33,-,-,-,-,-,-,-,-,5,1
Shimane,3176,83.58,46,2,26,1.13,216,9.39,555,24.13,56,2.43,13,0.57,4,0.17,29,1.26,-,-,-,-,37,1.61,-,-,1,0.33,-,-,1,0.13,5,0.63,-,-,1,0.13
Okayama,10312,122.76,82,1.52,18,0.33,193,3.57,1351,25.02,128,2.37,37,0.69,10,0.19,51,0.94,1,0.02,-,-,22,0.41,2,0.17,7,0.58,-,-,-,-,-,-,-,-,-,-
Hiroshima,11213,98.36,146,2.06,69,0.97,342,4.82,1920,27.04,147,2.07,65,0.92,1,0.01,86,1.21,-,-,2,0.03,111,1.56,-,-,39,2.05,-,-,4,0.19,3,0.14,-,-,1,0.05
Yamaguchi,7007,101.55,184,3.83,17,0.35,319,6.65,1176,24.5,198,4.13,39,0.81,2,0.04,80,1.67,-,-,4,0.08,9,0.19,-,-,3,0.33,-,-,-,-,4,0.5,-,-,-,-
Tokushima,4257,112.03,214,9.3,30,1.3,69,3,605,26.3,48,2.09,7,0.3,1,0.04,38,1.65,-,-,1,0.04,3,0.13,-,-,2,0.5,-,-,-,-,4,0.57,-,-,1,0.14
Kagawa,5664,118,123,4.24,16,0.55,138,4.76,430,14.83,40,1.38,29,1,2,0.07,20,0.69,1,0.03,3,0.1,7,0.24,-,-,2,0.4,-,-,1,0.2,15,3,-,-,1,0.2
Ehime,5877,96.34,133,3.59,19,0.51,219,5.92,1029,27.81,71,1.92,52,1.41,5,0.14,49,1.32,1,0.03,1,0.03,51,1.38,-,-,34,4.25,1,0.17,-,-,-,-,-,-,-,-
Kochi,4896,102,104,3.47,4,0.13,105,3.5,530,17.67,44,1.47,59,1.97,2,0.07,38,1.27,1,0.03,-,-,42,1.4,-,-,-,-,-,-,-,-,8,1,1,0.13,-,-
Fukuoka,31656,159.88,275,2.29,112,0.93,956,7.97,2273,18.94,350,2.92,154,1.28,177,1.48,194,1.62,5,0.04,5,0.04,199,1.66,3,0.12,53,2.04,2,0.15,-,-,5,0.38,-,-,-,-
Saga,5182,132.87,82,3.57,23,1,117,5.09,288,12.52,81,3.52,43,1.87,29,1.26,40,1.74,-,-,3,0.13,66,2.87,-,-,3,0.75,-,-,-,-,6,1,-,-,3,0.5
Nagasaki,9829,140.41,77,1.75,24,0.55,174,3.95,989,22.48,106,2.41,37,0.84,11,0.25,41,0.93,1,0.02,1,0.02,42,0.95,1,0.13,19,2.38,-,-,-,-,4,0.33,-,-,26,2.17
Kumamoto,12436,155.45,161,3.22,52,1.04,174,3.48,1549,30.98,127,2.54,67,1.34,4,0.08,74,1.48,-,-,14,0.28,64,1.28,-,-,18,2,-,-,4,0.27,3,0.2,-,-,1,0.07
Oita,8338,143.76,104,2.89,21,0.58,274,7.61,1116,31,145,4.03,43,1.19,39,1.08,75,2.08,1,0.03,7,0.19,41,1.14,-,-,35,7,-,-,-,-,1,0.09,-,-,-,-
Miyazaki,11888,201.49,104,2.89,36,1,122,3.39,1194,33.17,105,2.92,20,0.56,1,0.03,71,1.97,-,-,1,0.03,12,0.33,-,-,29,4.83,-,-,-,-,-,-,-,-,1,0.14
Kagoshima,9953,107.02,99,1.8,59,1.07,348,6.33,1703,30.96,225,4.09,110,2,38,0.69,58,1.05,4,0.07,1,0.02,39,0.71,1,0.14,7,1,-,-,-,-,-,-,-,-,2,0.17
Okinawa,11397,196.5,8,0.24,41,1.21,181,5.32,287,8.44,168,4.94,77,2.26,12,0.35,27,0.79,4,0.12,2,0.06,305,8.97,1,0.1,34,3.4,4,0.57,2,0.29,7,1,-,-,3,0.43
