"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"38th week, 2016",,,,,,"Data collected as of September 28, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1583454,321.12,46574,14.79,52604,16.7,281023,89.21,651009,206.67,45011,14.29,34571,10.97,46259,14.69,57712,18.32,2262,0.72,115437,36.65,114129,36.23,307,0.44,18702,27.1,362,0.77,1021,2.16,11626,24.58,256,0.54,5008,10.59
Hokkaido,83464,370.95,2381,16.77,2299,16.19,21957,154.63,15127,106.53,2301,16.2,904,6.37,2997,21.11,1598,11.25,69,0.49,6561,46.2,7091,49.94,1,0.04,387,13.82,8,0.36,34,1.55,796,36.18,6,0.27,370,16.82
Aomori,17491,269.09,487,11.6,540,12.86,2383,56.74,5541,131.93,408,9.71,224,5.33,526,12.52,678,16.14,14,0.33,719,17.12,876,20.86,4,0.36,189,17.18,14,2.33,15,2.5,175,29.17,-,-,110,18.33
Iwate,21213,331.45,598,14.95,469,11.73,5253,131.33,8397,209.93,456,11.4,147,3.68,244,6.1,641,16.03,8,0.2,874,21.85,731,18.28,4,0.29,264,18.86,6,0.32,5,0.26,298,15.68,1,0.05,168,8.84
Miyagi,28064,295.41,833,14.12,671,11.37,7557,128.08,12139,205.75,1098,18.61,1499,25.41,311,5.27,1246,21.12,21,0.36,3284,55.66,833,14.12,-,-,91,7.58,9,0.75,2,0.17,300,25,-,-,15,1.25
Akita,14327,265.31,135,3.86,295,8.43,1883,53.8,4497,128.49,350,10,213,6.09,1490,42.57,374,10.69,138,3.94,715,20.43,207,5.91,1,0.14,77,11,-,-,1,0.13,156,19.5,-,-,139,17.38
Yamagata,13930,296.38,413,14.24,632,21.79,5447,187.83,6769,233.41,383,13.21,273,9.41,1448,49.93,738,25.45,14,0.48,2497,86.1,2298,79.24,-,-,54,6.75,6,0.6,10,1,98,9.8,4,0.4,18,1.8
Fukushima,23128,300.36,835,18.15,932,20.26,3071,66.76,6221,135.24,732,15.91,295,6.41,946,20.57,1109,24.11,30,0.65,2168,47.13,350,7.61,-,-,360,30,7,1,10,1.43,123,17.57,8,1.14,60,8.57
Ibaraki,33167,276.39,538,7.17,850,11.33,5170,68.93,14856,198.08,1034,13.79,1160,15.47,706,9.41,886,11.81,34,0.45,2019,26.92,2479,33.05,3,0.18,741,43.59,2,0.15,11,0.85,235,18.08,-,-,35,2.69
Tochigi,18840,251.2,385,8.02,338,7.04,3033,63.19,4648,96.83,512,10.67,634,13.21,1246,25.96,956,19.92,13,0.27,2014,41.96,1104,23,5,0.42,375,31.25,5,0.71,19,2.71,153,21.86,5,0.71,34,4.86
Gunma,27293,290.35,743,13.04,676,11.86,6073,106.54,10601,185.98,736,12.91,214,3.75,1071,18.79,1070,18.77,96,1.68,2217,38.89,1150,20.18,2,0.14,412,29.43,3,0.38,6,0.75,327,40.88,1,0.13,69,8.63
Saitama,84844,340.74,1577,9.98,2532,16.03,16335,103.39,34685,219.53,3212,20.33,1915,12.12,1783,11.28,3275,20.73,58,0.37,7106,44.97,6783,42.93,37,0.93,952,23.8,5,0.5,23,2.3,220,22,19,1.9,45,4.5
Chiba,70953,334.68,1399,10.44,1724,12.87,15973,119.2,24906,185.87,2243,16.74,3129,23.35,1818,13.57,2426,18.1,88,0.66,5017,37.44,5035,37.57,15,0.44,921,27.09,17,1.89,51,5.67,207,23,3,0.33,30,3.33
Tokyo,109293,265.92,3548,13.75,3885,15.06,24162,93.65,57861,224.27,3827,14.83,3634,14.09,2078,8.05,5471,21.21,116,0.45,11630,45.08,5989,23.21,9,0.24,906,23.84,31,1.24,57,2.28,563,22.52,30,1.2,91,3.64
