"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28th week, 2020",,,,,,"Data collected as of July 15, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,562874,114.03,12180,3.86,20145,6.39,147403,46.75,263672,83.63,20294,6.44,8757,2.78,17230,5.46,31578,10.02,3809,1.21,4341,1.38,118,0.17,5348,7.71,248,0.52,250,0.52,2818,5.91,45,0.09,210,0.44
Hokkaido,26991,122.69,904,6.6,1030,7.52,7378,53.85,4127,30.12,786,5.74,106,0.77,1423,10.39,915,6.68,44,0.32,102,0.74,7,0.25,329,11.75,7,0.32,7,0.32,168,7.64,1,0.05,24,1.09
Aomori,5299,81.52,187,4.45,183,4.36,1423,33.88,3656,87.05,221,5.26,274,6.52,364,8.67,416,9.9,9,0.21,27,0.64,1,0.09,66,6,-,-,-,-,37,6.17,-,-,2,0.33
Iwate,9107,140.11,170,4.15,261,6.37,3045,74.27,3429,83.63,269,6.56,248,6.05,211,5.15,475,11.59,14,0.34,60,1.46,-,-,111,7.93,2,0.11,1,0.05,56,2.95,-,-,5,0.26
Miyagi,7748,82.43,401,6.91,346,5.97,3284,56.62,4313,74.36,411,7.09,311,5.36,157,2.71,726,12.52,22,0.38,70,1.21,3,0.25,46,3.83,2,0.17,-,-,157,13.08,1,0.08,2,0.17
Akita,7132,134.57,58,1.71,130,3.82,720,21.18,1932,56.82,86,2.53,186,5.47,87,2.56,195,5.74,6,0.18,26,0.76,4,0.67,26,4.33,1,0.13,-,-,20,2.5,1,0.13,2,0.25
Yamagata,4164,92.53,127,4.38,395,13.62,2801,96.59,2270,78.28,283,9.76,34,1.17,221,7.62,417,14.38,14,0.48,22,0.76,-,-,47,6.71,4,0.4,-,-,28,2.8,1,0.1,1,0.1
Fukushima,10239,123.36,314,6.28,356,7.12,2852,57.04,3239,64.78,354,7.08,99,1.98,605,12.1,742,14.84,26,0.52,63,1.26,-,-,191,14.69,4,0.67,1,0.17,36,6,-,-,2,0.33
Ibaraki,11751,97.93,175,2.33,495,6.6,3103,41.37,5749,76.65,546,7.28,98,1.31,252,3.36,482,6.43,39,0.52,73,0.97,1,0.06,289,17,-,-,5,0.42,116,9.67,-,-,5,0.42
