"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34th week, 2021",,,,,,"Data collected as of September 1, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,742,0.15,195119,61.9,25173,7.99,65231,20.7,305035,96.78,11609,3.68,9815,3.11,1597,0.51,41069,13.03,11523,3.66,5132,1.63,90,0.13,4366,6.29,241,0.5,293,0.61,523,1.09,16,0.03,59,0.12
Hokkaido,53,0.24,5817,42.15,1419,10.28,4483,32.49,6972,50.52,644,4.67,104,0.75,46,0.33,1074,7.78,61,0.44,111,0.8,2,0.07,93,3.32,4,0.18,1,0.05,22,1,-,-,3,0.14
Aomori,7,0.11,1207,28.74,272,6.48,405,9.64,3616,86.1,129,3.07,29,0.69,30,0.71,447,10.64,85,2.02,33,0.79,-,-,22,2,2,0.33,2,0.33,15,2.5,-,-,-,-
Iwate,3,0.05,1389,34.73,192,4.8,1708,42.7,4238,105.95,177,4.43,486,12.15,20,0.5,660,16.5,82,2.05,47,1.18,-,-,77,5.5,4,0.21,4,0.21,15,0.79,-,-,2,0.11
Miyagi,12,0.13,4846,83.55,450,7.76,765,13.19,4247,73.22,279,4.81,122,2.1,37,0.64,943,16.26,34,0.59,113,1.95,1,0.08,51,4.25,2,0.17,-,-,33,2.75,-,-,1,0.08
Akita,-,-,1575,46.32,143,4.21,629,18.5,1792,52.71,161,4.74,25,0.74,16,0.47,273,8.03,38,1.12,14,0.41,2,0.29,15,2.14,1,0.13,-,-,1,0.13,-,-,2,0.25
Yamagata,66,1.47,2838,97.86,348,12,982,33.86,2169,74.79,84,2.9,52,1.79,14,0.48,483,16.66,367,12.66,44,1.52,-,-,38,4.75,2,0.2,-,-,4,0.4,-,-,1,0.1
Fukushima,15,0.18,3398,67.96,557,11.14,1254,25.08,4385,87.7,178,3.56,57,1.14,29,0.58,977,19.54,64,1.28,83,1.66,1,0.08,123,9.46,6,0.86,1,0.14,2,0.29,-,-,2,0.29
Ibaraki,17,0.14,2303,30.71,431,5.75,1638,21.84,4917,65.56,217,2.89,107,1.43,30,0.4,642,8.56,573,7.64,104,1.39,-,-,231,13.59,-,-,2,0.17,77,6.42,-,-,1,0.08
