"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3rd week, 2021",,,,,,"Data collected as of January 27, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,203,0.04,1234,0.39,2064,0.66,5702,1.81,24090,7.65,1310,0.42,459,0.15,122,0.04,3446,1.09,224,0.07,352,0.11,8,0.01,425,0.61,18,0.04,22,0.05,65,0.14,1,0,8,0.02
Hokkaido,11,0.05,5,0.04,98,0.7,341,2.44,285,2.04,92,0.66,2,0.01,4,0.03,85,0.61,2,0.01,8,0.06,-,-,7,0.24,-,-,-,-,2,0.09,-,-,1,0.04
Aomori,1,0.02,-,-,22,0.52,57,1.36,200,4.76,15,0.36,-,-,1,0.02,45,1.07,-,-,-,-,-,-,6,0.55,-,-,-,-,1,0.17,-,-,-,-
Iwate,1,0.02,53,1.33,21,0.53,149,3.73,378,9.45,41,1.03,2,0.05,-,-,55,1.38,-,-,5,0.13,-,-,9,0.64,-,-,-,-,3,0.16,-,-,-,-
Miyagi,-,-,-,-,53,0.91,89,1.53,522,9,39,0.67,1,0.02,1,0.02,79,1.36,-,-,11,0.19,-,-,7,0.58,-,-,-,-,8,0.67,-,-,-,-
Akita,-,-,-,-,16,0.47,42,1.24,73,2.15,17,0.5,6,0.18,2,0.06,14,0.41,1,0.03,-,-,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-
Yamagata,1,0.02,1,0.03,42,1.45,135,4.66,294,10.14,9,0.31,4,0.14,2,0.07,44,1.52,5,0.17,4,0.14,-,-,3,0.38,-,-,-,-,-,-,-,-,-,-
Fukushima,6,0.07,12,0.24,43,0.86,146,2.92,389,7.78,20,0.4,3,0.06,2,0.04,73,1.46,1,0.02,6,0.12,1,0.08,7,0.54,-,-,-,-,1,0.14,-,-,-,-
Ibaraki,1,0.01,1,0.01,30,0.4,126,1.68,367,4.89,17,0.23,4,0.05,2,0.03,68,0.91,3,0.04,7,0.09,-,-,14,0.82,-,-,1,0.08,1,0.08,-,-,-,-
Tochigi,1,0.01,-,-,11,0.23,54,1.13,160,3.33,17,0.35,6,0.13,4,0.08,62,1.29,8,0.17,15,0.31,1,0.08,11,0.92,-,-,1,0.14,7,1,-,-,-,-
Gunma,2,0.02,-,-,35,0.65,61,1.13,357,6.61,7,0.13,-,-,2,0.04,80,1.48,3,0.06,12,0.22,-,-,23,1.53,2,0.22,-,-,1,0.11,-,-,1,0.11
Saitama,5,0.02,2,0.01,119,0.75,185,1.17,1080,6.84,63,0.4,9,0.06,6,0.04,218,1.38,6,0.04,24,0.15,1,0.03,16,0.41,-,-,2,0.18,-,-,-,-,-,-
Chiba,11,0.05,2,0.02,80,0.63,181,1.41,686,5.36,51,0.4,11,0.09,6,0.05,122,0.95,2,0.02,14,0.11,1,0.03,31,0.94,1,0.11,1,0.11,-,-,-,-,1,0.11
Tokyo,12,0.03,23,0.09,110,0.43,265,1.03,2186,8.51,102,0.4,18,0.07,21,0.08,323,1.26,12,0.05,36,0.14,-,-,21,0.57,-,-,2,0.08,5,0.2,-,-,-,-
Kanagawa,5,0.01,13,0.06,65,0.29,258,1.15,1436,6.38,68,0.3,4,0.02,14,0.06,228,1.01,1,0,20,0.09,2,0.04,44,0.86,1,0.1,-,-,-,-,-,-,-,-
Niigata,5,0.06,-,-,56,1,238,4.25,346,6.18,40,0.71,-,-,3,0.05,68,1.21,1,0.02,10,0.18,1,0.1,2,0.2,-,-,-,-,3,0.23,-,-,-,-
Toyama,1,0.02,1,0.03,35,1.21,47,1.62,131,4.52,8,0.28,2,0.07,1,0.03,33,1.14,3,0.1,2,0.07,-,-,1,0.14,-,-,1,0.2,4,0.8,-,-,-,-
Ishikawa,-,-,-,-,41,1.41,81,2.79,135,4.66,25,0.86,1,0.03,-,-,42,1.45,-,-,3,0.1,-,-,1,0.14,-,-,-,-,3,0.6,-,-,-,-
Fukui,-,-,-,-,30,1.3,41,1.78,144,6.26,16,0.7,-,-,-,-,18,0.78,2,0.09,2,0.09,-,-,-,-,1,0.17,-,-,-,-,-,-,-,-
Yamanashi,-,-,-,-,1,0.04,26,1.08,120,5,4,0.17,-,-,1,0.04,13,0.54,-,-,2,0.08,-,-,13,1.44,-,-,-,-,2,0.2,-,-,-,-
Nagano,2,0.02,-,-,11,0.2,81,1.5,340,6.3,13,0.24,2,0.04,1,0.02,59,1.09,4,0.07,4,0.07,-,-,4,0.36,-,-,1,0.1,-,-,-,-,-,-
Gifu,6,0.07,1,0.02,31,0.58,45,0.85,130,2.45,16,0.3,2,0.04,3,0.06,45,0.85,-,-,3,0.06,-,-,2,0.18,-,-,-,-,2,0.4,-,-,-,-
Shizuoka,-,-,-,-,68,0.77,118,1.34,625,7.1,32,0.36,1,0.01,3,0.03,83,0.94,2,0.02,9,0.1,-,-,2,0.09,1,0.1,-,-,-,-,-,-,-,-
Aichi,12,0.06,13,0.07,82,0.45,281,1.54,741,4.07,49,0.27,6,0.03,4,0.02,135,0.74,-,-,13,0.07,-,-,8,0.23,-,-,1,0.07,-,-,-,-,-,-
Mie,27,0.39,-,-,22,0.5,30,0.68,502,11.41,25,0.57,2,0.05,3,0.07,54,1.23,2,0.05,2,0.05,-,-,2,0.17,-,-,1,0.11,3,0.33,-,-,-,-
Shiga,6,0.1,-,-,27,0.77,50,1.43,209,5.97,13,0.37,3,0.09,3,0.09,35,1,1,0.03,2,0.06,-,-,2,0.25,1,0.14,-,-,-,-,-,-,-,-
Kyoto,27,0.21,1,0.01,33,0.43,108,1.4,430,5.58,25,0.32,4,0.05,1,0.01,44,0.57,8,0.1,5,0.06,-,-,8,0.44,1,0.14,-,-,1,0.14,-,-,-,-
