"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24th week, 2021",,,,,,"Data collected as of June 23, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,714,0.14,75547,23.94,17609,5.58,50280,15.93,227641,72.13,8876,2.81,3220,1.02,1281,0.41,29697,9.41,3241,1.03,3103,0.98,49,0.07,2989,4.3,162,0.34,210,0.44,390,0.82,13,0.03,49,0.1
Hokkaido,50,0.23,828,5.96,890,6.4,3716,26.73,5832,41.96,493,3.55,18,0.13,33,0.24,773,5.56,11,0.08,79,0.57,1,0.04,65,2.32,3,0.13,-,-,14,0.61,-,-,2,0.09
Aomori,6,0.09,768,18.29,207,4.93,340,8.1,2966,70.62,93,2.21,11,0.26,16,0.38,317,7.55,3,0.07,19,0.45,-,-,19,1.73,1,0.17,2,0.33,14,2.33,-,-,-,-
Iwate,3,0.05,1176,29.4,147,3.68,1311,32.78,3114,77.85,157,3.93,11,0.28,14,0.35,461,11.53,6,0.15,34,0.85,-,-,60,4.29,2,0.11,3,0.16,14,0.74,-,-,2,0.11
Miyagi,10,0.11,981,16.91,337,5.81,578,9.97,3128,53.93,240,4.14,41,0.71,24,0.41,681,11.74,9,0.16,69,1.19,-,-,30,2.5,2,0.17,-,-,26,2.17,-,-,1,0.08
Akita,-,-,891,26.21,91,2.68,470,13.82,1443,42.44,137,4.03,13,0.38,14,0.41,190,5.59,5,0.15,7,0.21,1,0.14,10,1.43,1,0.13,-,-,-,-,-,-,2,0.25
Yamagata,66,1.47,1130,38.97,253,8.72,857,29.55,1794,61.86,63,2.17,23,0.79,12,0.41,351,12.1,25,0.86,30,1.03,-,-,27,3.38,2,0.2,-,-,4,0.4,-,-,1,0.1
Fukushima,15,0.18,472,9.44,351,7.02,1017,20.34,3605,72.1,129,2.58,27,0.54,24,0.48,700,14,5,0.1,43,0.86,1,0.08,81,6.23,5,0.71,1,0.14,1,0.14,-,-,-,-
Ibaraki,15,0.13,310,4.13,262,3.49,1110,14.8,3542,47.23,161,2.15,59,0.79,25,0.33,462,6.16,111,1.48,62,0.83,-,-,136,8,-,-,2,0.17,53,4.42,-,-,1,0.08
