"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25th week, 2016",,,,,,"Data collected as of June 29, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1582181,319.76,23851,7.55,34412,10.9,213897,67.75,498354,157.86,32776,10.38,7062,2.24,36914,11.69,36596,11.59,1336,0.42,13562,4.3,68883,21.82,203,0.29,11142,16.15,223,0.47,521,1.1,6238,13.16,185,0.39,4899,10.34
Hokkaido,83436,370.83,991,6.98,1511,10.64,17417,122.65,12002,84.52,1603,11.29,157,1.11,2591,18.25,955,6.73,43,0.3,49,0.35,4948,34.85,-,-,230,8.21,5,0.23,18,0.82,440,20,3,0.14,343,15.59
Aomori,17486,269.02,115,2.74,383,9.12,1720,40.95,4295,102.26,286,6.81,29,0.69,364,8.67,431,10.26,2,0.05,18,0.43,650,15.48,3,0.27,130,11.82,8,1.33,8,1.33,115,19.17,-,-,102,17
Iwate,21211,331.42,172,4.3,248,6.2,4022,100.55,6807,170.18,344,8.6,22,0.55,199,4.98,393,9.83,8,0.2,18,0.45,409,10.23,4,0.29,177,12.64,4,0.21,2,0.11,187,9.84,1,0.05,157,8.26
Miyagi,28044,295.2,273,4.63,469,7.95,6026,102.14,9782,165.8,771,13.07,31,0.53,256,4.34,758,12.85,9,0.15,61,1.03,577,9.78,-,-,69,5.75,5,0.42,-,-,177,14.75,-,-,12,1
Akita,14309,264.98,66,1.89,207,5.91,1324,37.83,3570,102,242,6.91,27,0.77,1365,39,213,6.09,105,3,13,0.37,100,2.86,1,0.14,63,9,-,-,-,-,90,11.25,-,-,134,16.75
Yamagata,13927,296.32,45,1.55,452,15.59,4311,148.66,5640,194.48,288,9.93,27,0.93,1315,45.34,481,16.59,9,0.31,14,0.48,1650,56.9,-,-,30,3.75,2,0.2,4,0.4,52,5.2,4,0.4,10,1
Fukushima,23115,300.19,325,7.07,655,14.24,2311,50.24,5102,110.91,525,11.41,31,0.67,690,15,702,15.26,15,0.33,19,0.41,230,5,-,-,232,19.33,4,0.57,5,0.71,58,8.29,-,-,53,7.57
Ibaraki,33091,275.76,206,2.75,573,7.64,3890,51.87,11379,151.72,787,10.49,132,1.76,580,7.73,567,7.56,11,0.15,111,1.48,1743,23.24,2,0.12,415,24.41,1,0.08,7,0.54,135,10.38,-,-,35,2.69
