"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25th week, 2016",,,,,,"Data collected as of June 29, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,18792,250.56,128,2.67,228,4.75,2444,50.92,3904,81.33,371,7.73,55,1.15,836,17.42,628,13.08,9,0.19,31,0.65,702,14.63,3,0.25,221,18.42,5,0.71,8,1.14,87,12.43,4,0.57,34,4.86
Gunma,27275,290.16,189,3.32,441,7.74,4554,79.89,8202,143.89,554,9.72,42,0.74,771,13.53,696,12.21,52,0.91,80,1.4,533,9.35,1,0.07,244,17.43,2,0.25,3,0.38,156,19.5,1,0.13,65,8.13
Saitama,84792,337.82,541,3.42,1690,10.7,12345,78.13,26283,166.35,2375,15.03,290,1.84,1495,9.46,2169,13.73,36,0.23,384,2.43,4295,27.18,26,0.65,595,14.88,3,0.3,11,1.1,121,12.1,11,1.1,42,4.2
Chiba,70854,332.65,381,2.84,1183,8.83,11568,86.33,19624,146.45,1651,12.32,289,2.16,1510,11.27,1581,11.8,44,0.33,215,1.6,3727,27.81,12,0.36,522,15.82,12,1.33,33,3.67,97,10.78,2,0.22,27,3
Tokyo,109092,264.15,1032,3.98,2509,9.69,18227,70.37,43378,167.48,2798,10.8,622,2.4,1603,6.19,3532,13.64,70,0.27,950,3.67,3428,13.24,5,0.13,541,14.24,18,0.72,25,1,282,11.28,21,0.84,89,3.56
Kanagawa,100284,294.95,670,3.15,1712,8.04,11708,54.97,32851,154.23,2632,12.36,292,1.37,896,4.21,2653,12.46,47,0.22,567,2.66,3797,17.83,30,0.61,1791,36.55,3,0.3,21,2.1,79,7.9,1,0.1,64,6.4
Niigata,35815,389.29,382,6.59,1230,21.21,5108,88.07,10708,184.62,679,11.71,73,1.26,419,7.22,648,11.17,48,0.83,45,0.78,1710,29.48,12,1.2,189,18.9,5,0.38,5,0.38,88,6.77,47,3.62,54,4.15
Toyama,14098,299.96,91,3.25,416,14.86,2573,91.89,4441,158.61,320,11.43,63,2.25,517,18.46,325,11.61,5,0.18,44,1.57,739,26.39,-,-,19,2.71,-,-,2,0.4,99,19.8,1,0.2,23,4.6
Ishikawa,16544,344.67,34,1.17,747,25.76,2080,71.72,3460,119.31,187,6.45,20,0.69,399,13.76,289,9.97,-,-,37,1.28,1604,55.31,-,-,41,5.86,4,0.8,8,1.6,122,24.4,-,-,28,5.6
Fukui,12538,391.81,94,4.27,444,20.18,1668,75.82,3986,181.18,231,10.5,24,1.09,555,25.23,256,11.64,17,0.77,48,2.18,148,6.73,1,0.33,13,4.33,2,0.33,7,1.17,49,8.17,3,0.5,34,5.67
Yamanashi,13231,330.78,96,4,183,7.63,1817,75.71,3011,125.46,172,7.17,26,1.08,354,14.75,191,7.96,11,0.46,32,1.33,97,4.04,1,0.11,84,9.33,3,0.3,8,0.8,67,6.7,3,0.3,27,2.7
Nagano,33241,386.52,379,7.15,244,4.6,3766,71.06,9012,170.04,459,8.66,33,0.62,778,14.68,501,9.45,75,1.42,53,1,1156,21.81,-,-,69,6.27,2,0.18,1,0.09,147,13.36,-,-,121,11
Gifu,31126,357.77,214,4.04,347,6.55,1915,36.13,5151,97.19,235,4.43,93,1.75,278,5.25,382,7.21,23,0.43,59,1.11,359,6.77,1,0.09,53,4.82,1,0.2,12,2.4,148,29.6,-,-,76,15.2
Shizuoka,43423,312.4,531,5.97,803,9.02,9152,102.83,13085,147.02,807,9.07,82,0.92,636,7.15,874,9.82,27,0.3,239,2.69,1904,21.39,4,0.19,174,8.29,3,0.3,12,1.2,225,22.5,32,3.2,21,2.1
Aichi,85291,437.39,1123,6.2,1311,7.24,9930,54.86,22935,126.71,1392,7.69,192,1.06,1970,10.88,1643,9.08,54,0.3,421,2.33,2107,11.64,6,0.18,379,11.15,12,0.86,23,1.64,246,17.57,2,0.14,357,25.5
Mie,23437,325.51,408,9.07,617,13.71,1902,42.27,7779,172.87,360,8,56,1.24,928,20.62,554,12.31,15,0.33,265,5.89,297,6.6,4,0.33,53,4.42,5,0.56,13,1.44,112,12.44,9,1,21,2.33
Shiga,15396,290.49,180,5.63,231,7.22,1297,40.53,5670,177.19,453,14.16,117,3.66,167,5.22,324,10.13,4,0.13,251,7.84,400,12.5,-,-,33,4.13,6,0.86,6,0.86,39,5.57,-,-,98,14
Kyoto,33836,275.09,222,3,527,7.12,2882,38.95,12188,164.7,587,7.93,243,3.28,619,8.36,554,7.49,12,0.16,486,6.57,1611,21.77,1,0.06,90,5.29,-,-,5,0.71,99,14.14,-,-,121,17.29
Osaka,90124,293.56,1597,8.03,2469,12.41,11892,59.76,34906,175.41,2206,11.09,427,2.15,1593,8.01,2293,11.52,59,0.3,1907,9.58,4808,24.16,14,0.27,453,8.88,14,0.82,18,1.06,354,20.82,2,0.12,397,23.35
Hyogo,62072,313.49,1020,7.91,1581,12.26,6260,48.53,23058,178.74,1465,11.36,190,1.47,1232,9.55,1224,9.49,40,0.31,503,3.9,2898,22.47,11,0.32,315,9.26,17,1.55,12,1.09,122,11.09,1,0.09,182,16.55
Nara,15258,282.56,283,8.32,417,12.26,1631,47.97,4621,135.91,248,7.29,35,1.03,525,15.44,427,12.56,7,0.21,230,6.76,1091,32.09,2,0.22,72,8,5,0.83,3,0.5,116,19.33,-,-,98,16.33
Wakayama,11504,230.08,329,10.61,314,10.13,641,20.68,2971,95.84,235,7.58,16,0.52,665,21.45,347,11.19,5,0.16,256,8.26,448,14.45,4,1,28,7,1,0.09,8,0.73,54,4.91,1,0.09,94,8.55
Tottori,7790,268.62,58,3.05,440,23.16,2823,148.58,3194,168.11,114,6,75,3.95,488,25.68,207,10.89,10,0.53,265,13.95,52,2.74,8,2,120,30,3,0.6,4,0.8,81,16.2,1,0.2,133,26.6
Shimane,7684,202.21,214,9.3,787,34.22,1601,69.61,5313,231,152,6.61,92,4,354,15.39,343,14.91,1,0.04,288,12.52,368,16,-,-,38,12.67,1,0.13,13,1.63,76,9.5,2,0.25,235,29.38
Okayama,22408,266.76,300,5.56,424,7.85,1631,30.2,8673,160.61,363,6.72,119,2.2,517,9.57,433,8.02,6,0.11,510,9.44,1763,32.65,4,0.33,118,9.83,5,1,7,1.4,27,5.4,-,-,25,5
Hiroshima,35401,310.54,550,7.75,1020,14.37,3936,55.44,13290,187.18,618,8.7,112,1.58,1376,19.38,729,10.27,44,0.62,790,11.13,1136,16,5,0.28,349,19.39,5,0.24,2,0.1,170,8.1,3,0.14,378,18
Yamaguchi,24667,362.75,810,16.88,395,8.23,3798,79.13,7658,159.54,362,7.54,117,2.44,952,19.83,616,12.83,20,0.42,431,8.98,788,16.42,2,0.22,109,12.11,3,0.33,-,-,109,12.11,-,-,105,11.67
Tokushima,9409,254.3,565,24.57,308,13.39,726,31.57,4380,190.43,153,6.65,27,1.17,175,7.61,377,16.39,8,0.35,201,8.74,353,15.35,1,0.25,15,3.75,1,0.14,2,0.29,19,2.71,-,-,57,8.14
Kagawa,13091,278.53,164,5.86,452,16.14,1201,42.89,5450,194.64,183,6.54,194,6.93,404,14.43,320,11.43,21,0.75,542,19.36,340,12.14,1,0.2,38,7.6,2,0.4,5,1,65,13,1,0.2,150,30
Ehime,21143,346.61,470,12.7,285,7.7,3006,81.24,8451,228.41,321,8.68,73,1.97,514,13.89,599,16.19,17,0.46,255,6.89,224,6.05,2,0.25,367,45.88,1,0.17,3,0.5,43,7.17,-,-,79,13.17
Kochi,14926,310.96,581,19.37,111,3.7,1632,54.4,4206,140.2,175,5.83,99,3.3,181,6.03,234,7.8,56,1.87,113,3.77,450,15,-,-,11,3.67,2,0.25,13,1.63,121,15.13,25,3.13,230,28.75
Fukuoka,82115,414.72,2325,19.38,1994,16.62,9938,82.82,24293,202.44,1674,13.95,304,2.53,1649,13.74,2081,17.34,73,0.61,1151,9.59,3906,32.55,12,0.46,698,26.85,15,1.07,50,3.57,500,35.71,1,0.07,25,1.79
Saga,12540,321.54,395,17.17,574,24.96,1202,52.26,2633,114.48,201,8.74,50,2.17,325,14.13,451,19.61,12,0.52,253,11,1442,62.7,-,-,80,20,1,0.17,4,0.67,84,14,-,-,60,10
Nagasaki,23940,346.96,607,13.8,403,9.16,2732,62.09,4947,112.43,486,11.05,86,1.95,363,8.25,476,10.82,6,0.14,137,3.11,1059,24.07,3,0.38,378,47.25,2,0.17,24,2,161,13.42,-,-,51,4.25
Kumamoto,22786,288.43,804,16.41,550,11.22,1837,37.49,11135,227.24,337,6.88,211,4.31,1302,26.57,842,17.18,13,0.27,361,7.37,1787,36.47,-,-,510,56.67,3,0.2,34,2.27,121,8.07,2,0.13,169,11.27
Oita,19656,338.9,611,16.97,465,12.92,3466,96.28,10825,300.69,648,18,99,2.75,655,18.19,665,18.47,26,0.72,374,10.39,364,10.11,2,0.4,93,18.6,-,-,-,-,111,10.09,-,-,18,1.64
Miyazaki,21043,356.66,785,21.81,558,15.5,2469,68.58,9063,251.75,355,9.86,187,5.19,773,21.47,826,22.94,9,0.25,203,5.64,2812,78.11,8,1.33,517,86.17,2,0.29,22,3.14,88,12.57,-,-,83,11.86
Kagoshima,35139,377.84,1303,23.69,1223,22.24,4601,83.65,11848,215.42,907,16.49,370,6.73,675,12.27,610,11.09,25,0.45,172,3.13,2172,39.49,-,-,174,24.86,3,0.25,5,0.42,80,6.67,-,-,125,10.42
Okinawa,25801,444.84,1192,35.06,281,8.26,917,26.97,3194,93.94,464,13.65,1111,32.68,105,3.09,196,5.76,127,3.74,110,3.24,1701,50.03,7,0.78,202,22.44,22,3.14,45,6.43,219,31.29,1,0.14,57,8.14
