"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34th week, 2020",,,,,,"Data collected as of August 26, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Saitama,29315,116.79,544,3.42,1052,6.62,7949,49.99,17939,112.82,1592,10.01,637,4.01,488,3.07,2188,13.76,156,0.98,338,2.13,31,0.79,370,9.49,9,0.82,14,1.27,79,7.18,-,-,1,0.09
Chiba,24827,118.22,311,2.36,467,3.54,8652,65.55,10565,80.04,943,7.14,339,2.57,367,2.78,1433,10.86,97,0.73,277,2.1,6,0.18,303,9.18,9,1,8,0.89,75,8.33,-,-,1,0.11
Tokyo,33388,81.83,537,2.1,943,3.68,11262,43.99,28757,112.33,1882,7.35,781,3.05,387,1.51,3269,12.77,390,1.52,441,1.72,7,0.19,208,5.62,21,0.88,25,1.04,154,6.42,24,1,5,0.21
Kanagawa,29720,85.65,518,2.31,715,3.19,10097,45.08,19165,85.56,1632,7.29,570,2.54,372,1.66,2481,11.08,149,0.67,385,1.72,4,0.08,780,15.6,8,0.8,16,1.6,44,4.4,1,0.1,3,0.3
Niigata,9882,109.8,410,7.19,1046,18.35,6582,115.47,3711,65.11,617,10.82,194,3.4,161,2.82,844,14.81,35,0.61,98,1.72,18,1.8,87,8.7,5,0.38,4,0.31,91,7,2,0.15,1,0.08
Toyama,3564,74.25,74,2.55,323,11.14,2909,100.31,3886,134,229,7.9,98,3.38,227,7.83,357,12.31,75,2.59,26,0.9,-,-,16,2.67,1,0.2,7,1.4,55,11,1,0.2,4,0.8
Ishikawa,6189,128.94,106,3.66,237,8.17,3325,114.66,3690,127.24,404,13.93,61,2.1,236,8.14,352,12.14,11,0.38,26,0.9,-,-,10,1.43,-,-,5,1,57,11.4,-,-,1,0.2
Fukui,4975,134.46,98,4.26,292,12.7,1326,57.65,3008,130.78,99,4.3,49,2.13,376,16.35,246,10.7,34,1.48,21,0.91,-,-,13,4.33,6,1,6,1,16,2.67,3,0.5,-,-
Yamanashi,4328,105.56,42,1.75,48,2,696,29,1740,72.5,129,5.38,30,1.25,80,3.33,181,7.54,9,0.38,31,1.29,1,0.11,143,15.89,6,0.6,3,0.3,41,4.1,1,0.1,-,-
Nagano,11116,129.26,343,6.47,118,2.23,2191,41.34,6477,122.21,377,7.11,109,2.06,572,10.79,609,11.49,218,4.11,65,1.23,1,0.1,58,5.8,6,0.55,6,0.55,30,2.73,-,-,16,1.45
Gifu,11481,133.5,177,3.4,247,4.75,889,17.1,2707,52.06,118,2.27,99,1.9,177,3.4,431,8.29,14,0.27,37,0.71,1,0.09,33,3,-,-,-,-,35,7,-,-,3,0.6
Shizuoka,15955,114.78,262,2.94,560,6.29,4101,46.08,7817,87.83,448,5.03,218,2.45,337,3.79,1014,11.39,55,0.62,162,1.82,-,-,195,8.86,9,0.9,14,1.4,69,6.9,1,0.1,-,-
Aichi,31888,163.53,582,3.2,962,5.29,6890,37.86,14089,77.41,729,4.01,443,2.43,806,4.43,1598,8.78,145,0.8,208,1.14,4,0.11,101,2.89,15,1,26,1.73,161,10.73,1,0.07,6,0.4
Mie,8492,119.61,290,6.59,467,10.61,1617,36.75,3978,90.41,269,6.11,93,2.11,458,10.41,607,13.8,46,1.05,49,1.11,-,-,19,1.73,10,1.11,9,1,59,6.56,-,-,1,0.11
Shiga,7144,127.57,78,2.36,137,4.15,1007,30.52,2519,76.33,134,4.06,105,3.18,150,4.55,318,9.64,119,3.61,43,1.3,1,0.13,6,0.75,11,1.57,5,0.71,39,5.57,-,-,2,0.29
Kyoto,15017,120.14,174,2.29,313,4.12,2877,37.86,4827,63.51,324,4.26,225,2.96,286,3.76,717,9.43,97,1.28,71,0.93,-,-,73,4.29,1,0.17,7,1.17,83,13.83,-,-,-,-
Osaka,42883,143.42,1038,5.3,1224,6.24,7400,37.76,16253,82.92,1161,5.92,464,2.37,722,3.68,2388,12.18,403,2.06,365,1.86,9,0.18,212,4.16,7,0.44,13,0.81,88,5.5,1,0.06,2,0.13
Hyogo,24343,122.94,600,4.69,775,6.05,3134,24.48,13028,101.78,684,5.34,269,2.1,554,4.33,1390,10.86,209,1.63,178,1.39,7,0.2,350,10,32,2.29,18,1.29,118,8.43,1,0.07,6,0.43
Nara,5928,107.78,174,5.12,186,5.47,1133,33.32,2826,83.12,152,4.47,137,4.03,275,8.09,418,12.29,57,1.68,21,0.62,2,0.2,62,6.2,5,0.83,4,0.67,29,4.83,1,0.17,8,1.33
Wakayama,4322,88.2,315,10.86,198,6.83,827,28.52,1936,66.76,121,4.17,36,1.24,214,7.38,338,11.66,31,1.07,15,0.52,5,1.25,9,2.25,11,1,9,0.82,97,8.82,2,0.18,1,0.09
Tottori,3159,108.93,49,2.58,258,13.58,2242,118,2345,123.42,186,9.79,40,2.11,314,16.53,231,12.16,67,3.53,15,0.79,-,-,50,10,3,0.6,2,0.4,29,5.8,-,-,1,0.2
Shimane,3549,93.39,75,3.26,119,5.17,851,37,2385,103.7,124,5.39,50,2.17,171,7.43,456,19.83,22,0.96,20,0.87,-,-,3,1,3,0.38,5,0.63,19,2.38,-,-,-,-
Okayama,12125,144.35,128,2.37,505,9.35,1271,23.54,6205,114.91,292,5.41,173,3.2,322,5.96,497,9.2,164,3.04,93,1.72,2,0.17,44,3.67,7,1.4,1,0.2,17,3.4,-,-,1,0.2
Hiroshima,10533,93.21,291,4.16,908,12.97,2545,36.36,7779,111.13,381,5.44,152,2.17,340,4.86,799,11.41,77,1.1,136,1.94,6,0.33,213,11.83,7,0.35,5,0.25,67,3.35,-,-,11,0.55
Yamaguchi,5478,81.76,517,11.24,276,6,1929,41.93,4627,100.59,248,5.39,210,4.57,354,7.7,819,17.8,367,7.98,68,1.48,-,-,64,7.11,-,-,4,0.44,55,6.11,-,-,13,1.44
Tokushima,3092,85.89,122,5.3,166,7.22,386,16.78,2488,108.17,144,6.26,56,2.43,112,4.87,331,14.39,12,0.52,30,1.3,-,-,18,4.5,3,0.5,1,0.17,38,6.33,-,-,1,0.17
Kagawa,5019,109.11,125,4.63,258,9.56,972,36,4864,180.15,184,6.81,74,2.74,225,8.33,498,18.44,66,2.44,43,1.59,3,0.75,20,5,2,0.5,4,1,46,11.5,1,0.25,3,0.75
Ehime,8121,133.13,112,3.03,184,4.97,2447,66.14,5371,145.16,219,5.92,78,2.11,362,9.78,739,19.97,31,0.84,239,6.46,4,0.5,267,33.38,1,0.17,1,0.17,29,4.83,-,-,6,1
Kochi,7096,154.26,174,6.21,218,7.79,1307,46.68,1877,67.04,158,5.64,340,12.14,229,8.18,335,11.96,50,1.79,76,2.71,-,-,11,3.67,2,0.25,1,0.13,80,10,-,-,7,0.88
Fukuoka,24825,126.02,638,5.36,1406,11.82,14061,118.16,16132,135.56,1626,13.66,954,8.02,1070,8.99,2470,20.76,2713,22.8,370,3.11,1,0.04,195,7.8,12,0.8,15,1,94,6.27,-,-,2,0.13
Saga,4816,123.49,91,3.96,423,18.39,1668,72.52,1854,80.61,213,9.26,266,11.57,302,13.13,493,21.43,689,29.96,26,1.13,-,-,12,4,6,1,6,1,24,4,-,-,1,0.17
Nagasaki,9860,140.86,90,2.05,524,11.91,3309,75.2,3976,90.36,438,9.95,261,5.93,455,10.34,610,13.86,1423,32.34,65,1.48,2,0.25,40,5,5,0.42,1,0.08,82,6.83,-,-,3,0.25
Kumamoto,6617,82.71,159,3.18,573,11.46,2164,43.28,5167,103.34,519,10.38,634,12.68,792,15.84,1139,22.78,1475,29.5,106,2.12,-,-,241,30.13,3,0.2,7,0.47,39,2.6,1,0.07,4,0.27
Oita,6906,119.07,121,3.36,255,7.08,1540,42.78,6735,187.08,386,10.72,160,4.44,536,14.89,740,20.56,568,15.78,87,2.42,1,0.2,48,9.6,-,-,2,0.18,88,8,-,-,-,-
Miyazaki,8216,141.66,52,1.49,667,19.06,3242,92.63,7085,202.43,360,10.29,184,5.26,435,12.43,907,25.91,342,9.77,91,2.6,-,-,108,18,4,0.57,-,-,7,1,-,-,3,0.43
Kagoshima,11144,122.46,429,8.09,1519,28.66,3131,59.08,8995,169.72,493,9.3,740,13.96,468,8.83,893,16.85,1321,24.92,151,2.85,1,0.14,106,15.14,5,0.42,1,0.08,19,1.58,-,-,7,0.58
Okinawa,8168,143.3,105,3.18,513,15.55,1841,55.79,1854,56.18,415,12.58,151,4.58,39,1.18,365,11.06,270,8.18,71,2.15,-,-,156,17.33,16,2.29,22,3.14,42,6,2,0.29,44,6.29
