"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23rd week, 2015",,,,,,"Data collected as of June 10, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1144757,232.3,28639,9.1,28221,8.97,192112,61.07,499984,158.93,37559,11.94,49687,15.79,35478,11.28,35506,11.29,918,0.29,6717,2.14,24086,7.66,202,0.29,7295,10.65,192,0.4,326,0.69,2514,5.29,148,0.31,3667,7.72
Hokkaido,41366,182.23,1833,12.82,2394,16.74,11765,82.27,12293,85.97,1695,11.85,1065,7.45,1561,10.92,1033,7.22,40,0.28,54,0.38,1492,10.43,5,0.19,214,7.93,-,-,5,0.23,74,3.36,1,0.05,320,14.55
Aomori,14780,227.38,316,7.52,271,6.45,1512,36,4007,95.4,378,9,327,7.79,579,13.79,418,9.95,1,0.02,21,0.5,57,1.36,-,-,121,11,5,0.83,8,1.33,58,9.67,-,-,106,17.67
Iwate,15399,236.91,275,6.88,230,5.75,2736,68.4,6148,153.7,519,12.98,81,2.03,340,8.5,387,9.68,6,0.15,65,1.63,76,1.9,-,-,107,7.64,1,0.05,2,0.11,108,5.68,2,0.11,130,6.84
Miyagi,19558,210.3,336,5.79,500,8.62,3506,60.45,11522,198.66,868,14.97,464,8,1140,19.66,782,13.48,-,-,29,0.5,176,3.03,3,0.25,66,5.5,1,0.08,3,0.25,159,13.25,-,-,76,6.33
Akita,13215,249.34,116,3.41,240,7.06,1208,35.53,3435,101.03,316,9.29,57,1.68,88,2.59,167,4.91,1,0.03,20,0.59,253,7.44,9,1.29,50,7.14,1,0.13,-,-,84,10.5,-,-,38,4.75
Yamagata,9990,212.55,125,4.31,543,18.72,3276,112.97,6923,238.72,466,16.07,825,28.45,282,9.72,424,14.62,6,0.21,16,0.55,432,14.9,-,-,26,3.71,2,0.2,6,0.6,24,2.4,9,0.9,48,4.8
Fukushima,19018,250.24,700,15.56,395,8.78,2595,57.67,6983,155.18,501,11.13,652,14.49,829,18.42,600,13.33,9,0.2,40,0.89,562,12.49,-,-,183,15.25,2,0.29,4,0.57,90,12.86,1,0.14,121,17.29
Ibaraki,22452,187.1,400,5.33,531,7.08,4643,61.91,11669,155.59,835,11.13,348,4.64,780,10.4,575,7.67,9,0.12,63,0.84,470,6.27,-,-,305,17.94,2,0.15,1,0.08,27,2.08,1,0.08,37,2.85
Tochigi,13904,182.95,288,6,201,4.19,2049,42.69,4006,83.46,406,8.46,529,11.02,584,12.17,590,12.29,31,0.65,14,0.29,196,4.08,5,0.42,110,9.17,2,0.29,7,1,42,6,1,0.14,44,6.29
