"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"46th week, 2020",,,,,,"Data collected as of November 18, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,563067,114.17,15646,4.96,29342,9.31,184643,58.56,365460,115.91,27516,8.73,16116,5.11,17993,5.71,57547,18.25,23094,7.32,7181,2.28,164,0.24,8077,11.64,359,0.75,411,0.86,3364,7.04,56,0.12,235,0.49
Hokkaido,27002,122.18,925,6.7,1673,12.12,9500,68.84,5821,42.18,1097,7.95,234,1.7,1446,10.48,1657,12.01,282,2.04,184,1.33,9,0.32,451,16.11,9,0.41,9,0.41,208,9.45,1,0.05,30,1.36
Aomori,5301,81.55,190,4.52,294,7,1615,38.45,4640,110.48,290,6.9,309,7.36,374,8.9,667,15.88,39,0.93,48,1.14,1,0.09,91,8.27,1,0.17,2,0.33,57,9.5,-,-,2,0.33
Iwate,9108,140.12,295,7.2,365,8.9,3898,95.07,4889,119.24,380,9.27,356,8.68,219,5.34,887,21.63,57,1.39,93,2.27,-,-,178,12.71,4,0.21,3,0.16,81,4.26,-,-,6,0.32
Miyagi,7749,82.44,416,7.17,508,8.76,3669,63.26,5530,95.34,522,9,385,6.64,175,3.02,1297,22.36,61,1.05,115,1.98,3,0.25,74,6.17,2,0.17,1,0.08,220,18.33,1,0.08,2,0.17
Akita,7134,134.6,58,1.71,179,5.26,984,28.94,2531,74.44,194,5.71,280,8.24,96,2.82,341,10.03,32,0.94,41,1.21,4,0.67,39,6.5,1,0.13,-,-,28,3.5,1,0.13,2,0.25
Yamagata,4164,92.53,133,4.59,529,18.24,3368,116.14,3698,127.52,340,11.72,98,3.38,236,8.14,738,25.45,745,25.69,37,1.28,1,0.14,70,10,6,0.6,-,-,31,3.1,1,0.1,1,0.1
Fukushima,10243,123.41,347,6.94,551,11.02,3724,74.48,4182,83.64,506,10.12,221,4.42,618,12.36,1377,27.54,247,4.94,110,2.2,-,-,267,20.54,6,1,3,0.5,38,6.33,-,-,3,0.5
Ibaraki,11752,97.93,184,2.45,687,9.16,4036,53.81,7717,102.89,688,9.17,193,2.57,267,3.56,868,11.57,130,1.73,128,1.71,2,0.12,461,27.12,-,-,8,0.67,129,10.75,-,-,5,0.42
Tochigi,5942,78.18,165,3.44,164,3.42,1696,35.33,2882,60.04,369,7.69,142,2.96,166,3.46,1023,21.31,71,1.48,107,2.23,-,-,99,8.25,3,0.43,8,1.14,69,9.86,3,0.43,2,0.29
Gunma,11040,128.37,113,2.13,485,9.15,2263,42.7,5469,103.19,499,9.42,159,3,231,4.36,1023,19.3,85,1.6,135,2.55,-,-,223,15.93,11,1.22,4,0.44,87,9.67,2,0.22,1,0.11
Saitama,29316,116.33,550,3.46,1379,8.67,9121,57.36,22456,141.23,1874,11.79,764,4.81,543,3.42,3226,20.29,369,2.32,495,3.11,39,1,506,12.97,9,0.82,20,1.82,86,7.82,-,-,1,0.09
Chiba,24835,118.26,316,2.39,611,4.63,9724,73.67,12669,95.98,1178,8.92,413,3.13,386,2.92,2143,16.23,218,1.65,385,2.92,7,0.21,414,12.55,11,1.22,17,1.89,82,9.11,-,-,1,0.11
Tokyo,33402,81.87,548,2.14,1211,4.73,12562,49.07,35416,138.34,2292,8.95,974,3.8,435,1.7,4839,18.9,621,2.43,615,2.4,10,0.27,322,8.7,25,1.04,30,1.25,166,6.92,25,1.04,7,0.29
Kanagawa,29724,85.66,528,2.36,932,4.16,11414,50.96,23217,103.65,1926,8.6,711,3.17,401,1.79,3679,16.42,263,1.17,533,2.38,6,0.12,1040,20.8,8,0.73,22,2,46,4.18,1,0.09,5,0.45
Niigata,9888,109.87,412,7.23,1281,22.47,7401,129.84,4618,81.02,819,14.37,254,4.46,166,2.91,1183,20.75,48,0.84,137,2.4,20,2,104,10.4,6,0.46,5,0.38,104,8,3,0.23,1,0.08
Toyama,3564,74.25,76,2.62,401,13.83,3157,108.86,4602,158.69,280,9.66,121,4.17,232,8,503,17.34,108,3.72,38,1.31,-,-,22,3.67,3,0.6,8,1.6,68,13.6,1,0.2,4,0.8
Ishikawa,6189,128.94,109,3.76,288,9.93,3481,120.03,4401,151.76,431,14.86,150,5.17,240,8.28,515,17.76,27,0.93,42,1.45,-,-,13,1.86,-,-,6,1.2,65,13,-,-,1,0.2
Fukui,4975,134.46,99,4.3,396,17.22,1460,63.48,3526,153.3,127,5.52,58,2.52,378,16.43,371,16.13,78,3.39,34,1.48,-,-,14,4.67,8,1.33,7,1.17,19,3.17,3,0.5,-,-
Yamanashi,4329,105.59,42,1.75,52,2.17,783,32.63,2137,89.04,155,6.46,41,1.71,85,3.54,264,11,28,1.17,41,1.71,1,0.11,162,18,7,0.7,6,0.6,45,4.5,1,0.1,-,-
Nagano,11117,129.27,344,6.49,150,2.83,2483,46.85,7872,148.53,469,8.85,127,2.4,579,10.92,846,15.96,302,5.7,86,1.62,1,0.1,72,7.2,6,0.55,10,0.91,36,3.27,-,-,16,1.45
Gifu,11490,133.6,180,3.46,349,6.71,1119,21.52,3269,62.87,151,2.9,108,2.08,180,3.46,606,11.65,22,0.42,52,1,1,0.09,49,4.45,-,-,-,-,40,8,-,-,4,0.8
Shizuoka,15958,114.81,267,3,697,7.83,4559,51.22,9485,106.57,576,6.47,249,2.8,348,3.91,1421,15.97,307,3.45,228,2.56,1,0.05,250,11.36,12,1.2,21,2.1,74,7.4,1,0.1,-,-
