"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40th week, 2020",,,,,,"Data collected as of October 7, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,562921,114.18,13694,4.35,26374,8.37,170564,54.13,331262,105.13,24439,7.76,13891,4.41,17739,5.63,49500,15.71,18989,6.03,6267,1.99,148,0.21,7129,10.29,319,0.67,356,0.74,3184,6.66,54,0.11,229,0.48
Hokkaido,26994,122.7,912,6.66,1404,10.25,8516,62.16,5220,38.1,949,6.93,214,1.56,1438,10.5,1438,10.5,198,1.45,159,1.16,9,0.32,421,15.04,9,0.41,8,0.36,193,8.77,1,0.05,30,1.36
Aomori,5299,81.52,187,4.45,272,6.48,1553,36.98,4344,103.43,259,6.17,306,7.29,372,8.86,585,13.93,30,0.71,42,1,1,0.09,86,7.82,1,0.17,1,0.17,48,8,-,-,2,0.33
Iwate,9107,140.11,209,5.1,329,8.02,3570,87.07,4399,107.29,330,8.05,353,8.61,212,5.17,776,18.93,46,1.12,82,2,-,-,150,10.71,3,0.16,3,0.16,74,3.89,-,-,6,0.32
Miyagi,7748,82.43,411,7.09,464,8,3528,60.83,5135,88.53,477,8.22,377,6.5,170,2.93,1120,19.31,56,0.97,99,1.71,3,0.25,62,5.17,2,0.17,-,-,195,16.25,1,0.08,2,0.17
Akita,7132,134.57,58,1.71,161,4.74,864,25.41,2336,68.71,147,4.32,275,8.09,94,2.76,298,8.76,31,0.91,35,1.03,4,0.67,36,6,1,0.13,-,-,25,3.13,1,0.13,2,0.25
Yamagata,4164,92.53,132,4.55,494,17.03,3188,109.93,2861,98.66,313,10.79,74,2.55,232,8,630,21.72,178,6.14,26,0.9,-,-,56,8,4,0.4,-,-,30,3,1,0.1,1,0.1
Fukushima,10239,123.36,334,6.68,494,9.88,3349,66.98,3972,79.44,425,8.5,149,2.98,616,12.32,1190,23.8,116,2.32,96,1.92,-,-,248,19.08,5,0.83,3,0.5,38,6.33,-,-,2,0.33
Ibaraki,11751,97.93,182,2.43,651,8.68,3678,49.04,7119,94.92,632,8.43,165,2.2,263,3.51,756,10.08,101,1.35,112,1.49,2,0.12,419,24.65,-,-,6,0.5,122,10.17,-,-,5,0.42
