"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5th week, 2015",,,,,,"Data collected as of February 4, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,788833,161.22,12669,4.06,4363,1.4,28863,9.26,109000,34.97,10093,3.24,4029,1.29,5694,1.83,5752,1.85,120,0.04,277,0.09,4263,1.37,50,0.07,1521,2.24,41,0.09,59,0.13,536,1.14,18,0.04,277,0.59
Hokkaido,21158,93.21,879,6.15,529,3.7,1450,10.14,1711,11.97,459,3.21,228,1.59,247,1.73,213,1.49,1,0.01,10,0.07,245,1.71,3,0.11,56,2.07,-,-,-,-,13,0.59,-,-,4,0.18
Aomori,9639,148.29,105,2.5,37,0.88,156,3.71,1082,25.76,74,1.76,10,0.24,107,2.55,67,1.6,-,-,3,0.07,4,0.1,-,-,34,3.09,1,0.17,-,-,17,2.83,-,-,16,2.67
Iwate,8890,136.77,117,2.93,41,1.03,417,10.43,1489,37.23,146,3.65,7,0.18,106,2.65,67,1.68,-,-,4,0.1,21,0.53,-,-,37,2.64,-,-,-,-,26,1.37,-,-,24,1.26
Miyagi,12995,139.73,216,3.72,50,0.86,548,9.45,2859,49.29,223,3.84,54,0.93,346,5.97,121,2.09,-,-,3,0.05,32,0.55,-,-,7,0.58,-,-,2,0.17,41,3.42,-,-,9,0.75
Akita,7901,146.31,77,2.2,40,1.14,157,4.49,1094,31.26,104,2.97,5,0.14,4,0.11,36,1.03,1,0.03,-,-,60,1.71,6,0.86,9,1.29,-,-,-,-,23,2.88,-,-,1,0.13
Yamagata,5631,122.41,68,2.43,76,2.71,521,18.61,1293,46.18,132,4.71,171,6.11,44,1.57,63,2.25,2,0.07,-,-,87,3.11,-,-,1,0.14,-,-,4,0.4,10,1,-,-,-,-
Fukushima,12173,160.17,398,8.84,72,1.6,379,8.42,1809,40.2,154,3.42,51,1.13,105,2.33,99,2.2,3,0.07,1,0.02,137,3.04,-,-,47,3.92,-,-,1,0.14,15,2.14,1,0.14,9,1.29
Ibaraki,16836,140.3,290,3.87,81,1.08,644,8.59,3272,43.63,265,3.53,62,0.83,74,0.99,85,1.13,-,-,3,0.04,56,0.75,-,-,70,4.12,-,-,-,-,9,0.69,-,-,2,0.15
