"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14th week, 2016",,,,,,"Data collected as of April 13, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,18039,237.36,114,2.38,77,1.6,1244,25.92,2645,55.1,207,4.31,12,0.25,385,8.02,298,6.21,4,0.08,4,0.08,384,8,1,0.08,118,9.83,-,-,3,0.43,64,9.14,2,0.29,13,1.86
Gunma,26220,278.94,184,3.23,200,3.51,2690,47.19,4551,79.84,296,5.19,12,0.21,327,5.74,307,5.39,23,0.4,9,0.16,228,4,-,-,105,7.5,1,0.13,2,0.25,91,11.38,-,-,28,3.5
Saitama,82604,329.1,461,2.92,615,3.89,6539,41.39,15626,98.9,1394,8.82,75,0.47,1133,7.17,904,5.72,12,0.08,32,0.2,2155,13.64,12,0.3,335,8.38,2,0.2,2,0.2,77,7.7,10,1,17,1.7
Chiba,68688,322.48,323,2.41,404,3.01,6370,47.54,11822,88.22,965,7.2,75,0.56,1005,7.5,682,5.09,19,0.14,27,0.2,2148,16.03,4,0.12,268,8.12,5,0.56,22,2.44,60,6.67,2,0.22,12,1.33
Tokyo,105321,254.4,795,3.06,754,2.9,9809,37.73,25679,98.77,1621,6.23,130,0.5,1007,3.87,1523,5.86,32,0.12,45,0.17,1906,7.33,3,0.08,265,6.97,9,0.38,10,0.42,198,8.25,15,0.63,47,1.96
Kanagawa,97683,287.3,556,2.62,521,2.46,6148,29,20076,94.7,1524,7.19,66,0.31,554,2.61,1220,5.75,17,0.08,24,0.11,1740,8.21,14,0.3,754,16.04,2,0.2,15,1.5,46,4.6,-,-,36,3.6
Niigata,31957,343.62,296,5.1,573,9.88,2934,50.59,4833,83.33,381,6.57,27,0.47,204,3.52,311,5.36,25,0.43,4,0.07,964,16.62,8,0.8,112,11.2,3,0.23,3,0.23,59,4.54,27,2.08,15,1.15
Toyama,13421,285.55,70,2.5,219,7.82,1722,61.5,2825,100.89,226,8.07,51,1.82,255,9.11,156,5.57,3,0.11,18,0.64,281,10.04,-,-,16,2.29,-,-,1,0.2,69,13.8,1,0.2,9,1.8
Ishikawa,15741,327.94,27,0.93,372,12.83,1222,42.14,2062,71.1,126,4.34,12,0.41,226,7.79,117,4.03,-,-,-,-,1055,36.38,-,-,32,4.57,1,0.2,3,0.6,81,16.2,-,-,12,2.4
Fukui,11767,367.72,85,3.86,180,8.18,1082,49.18,1825,82.95,139,6.32,9,0.41,370,16.82,129,5.86,4,0.18,1,0.05,77,3.5,1,0.33,9,3,1,0.17,7,1.17,21,3.5,-,-,10,1.67
Yamanashi,12869,321.73,92,3.83,46,1.92,1164,48.5,1869,77.88,59,2.46,3,0.13,141,5.88,80,3.33,2,0.08,2,0.08,49,2.04,-,-,56,6.22,3,0.3,4,0.4,48,4.8,1,0.1,13,1.3
Nagano,30842,358.63,367,6.92,131,2.47,1656,31.25,4676,88.23,201,3.79,13,0.25,389,7.34,233,4.4,9,0.17,4,0.08,608,11.47,-,-,40,3.64,-,-,1,0.09,92,8.36,-,-,41,3.73
Gifu,30125,346.26,202,3.81,197,3.72,1060,20,3023,57.04,139,2.62,27,0.51,182,3.43,174,3.28,13,0.25,5,0.09,185,3.49,1,0.09,33,3,-,-,11,2.2,77,15.4,-,-,26,5.2
Shizuoka,42214,303.7,457,5.13,353,3.97,6275,70.51,8373,94.08,418,4.7,18,0.2,424,4.76,384,4.31,13,0.15,5,0.06,1094,12.29,-,-,90,4.29,2,0.2,5,0.5,126,12.6,24,2.4,8,0.8
Aichi,83190,426.62,979,5.41,538,2.97,5564,30.74,14196,78.43,774,4.28,71,0.39,1180,6.52,787,4.35,25,0.14,17,0.09,941,5.2,5,0.15,189,5.56,5,0.36,4,0.29,153,10.93,-,-,200,14.29
Mie,22536,313,366,8.13,199,4.42,967,21.49,4740,105.33,232,5.16,11,0.24,417,9.27,258,5.73,1,0.02,4,0.09,143,3.18,1,0.08,22,1.83,3,0.33,5,0.56,76,8.44,7,0.78,5,0.56
Shiga,14843,280.06,179,5.59,80,2.5,599,18.72,3437,107.41,274,8.56,33,1.03,101,3.16,145,4.53,-,-,4,0.13,179,5.59,-,-,15,1.88,2,0.29,2,0.29,22,3.14,-,-,56,8
Kyoto,32677,265.67,186,2.51,265,3.58,1598,21.59,6748,91.19,335,4.53,19,0.26,367,4.96,253,3.42,5,0.07,26,0.35,889,12.01,1,0.06,53,3.12,-,-,3,0.43,68,9.71,-,-,87,12.43
Osaka,88341,287.76,1372,6.86,966,4.83,6092,30.46,18699,93.5,1147,5.74,55,0.28,1155,5.78,1065,5.33,33,0.17,75,0.38,2147,10.74,7,0.14,208,4.08,8,0.47,7,0.41,227,13.35,-,-,247,14.53
Hyogo,60546,305.79,937,7.26,896,6.95,3652,28.31,12822,99.4,821,6.36,33,0.26,779,6.04,529,4.1,12,0.09,18,0.14,1477,11.45,6,0.17,188,5.37,7,0.64,4,0.36,59,5.36,1,0.09,139,12.64
Nara,14899,275.91,262,7.71,166,4.88,881,25.91,2770,81.47,128,3.76,3,0.09,311,9.15,205,6.03,3,0.09,3,0.09,611,17.97,1,0.11,38,4.22,4,0.67,3,0.5,74,12.33,-,-,75,12.5
Wakayama,11271,225.42,289,9.32,145,4.68,360,11.61,1674,54,133,4.29,3,0.1,491,15.84,158,5.1,2,0.06,2,0.06,171,5.52,4,1,23,5.75,-,-,4,0.36,29,2.64,1,0.09,72,6.55
Tottori,7203,248.38,58,3.05,260,13.68,1887,99.32,1725,90.79,52,2.74,9,0.47,320,16.84,100,5.26,2,0.11,3,0.16,20,1.05,5,1.67,48,16,1,0.2,1,0.2,54,10.8,1,0.2,104,20.8
Shimane,7151,188.18,195,8.48,347,15.09,1068,46.43,3544,154.09,80,3.48,24,1.04,110,4.78,158,6.87,-,-,37,1.61,186,8.09,-,-,10,3.33,1,0.13,7,0.88,46,5.75,2,0.25,152,19
Okayama,21802,259.55,263,4.87,185,3.43,982,18.19,5253,97.28,216,4,20,0.37,284,5.26,201,3.72,3,0.06,11,0.2,940,17.41,3,0.25,89,7.42,3,0.6,3,0.6,20,4,-,-,17,3.4
Hiroshima,34558,303.14,405,5.7,402,5.66,2165,30.49,7936,111.77,332,4.68,34,0.48,868,12.23,346,4.87,20,0.28,36,0.51,663,9.34,4,0.21,181,9.53,2,0.1,1,0.05,104,4.95,1,0.05,226,10.76
Yamaguchi,24067,353.93,733,15.27,223,4.65,2179,45.4,4929,102.69,182,3.79,43,0.9,539,11.23,316,6.58,9,0.19,22,0.46,475,9.9,-,-,85,9.44,1,0.11,-,-,54,6,-,-,75,8.33
Tokushima,9154,247.41,533,23.17,182,7.91,415,18.04,3068,133.39,89,3.87,4,0.17,93,4.04,175,7.61,3,0.13,3,0.13,119,5.17,1,0.25,10,2.5,1,0.17,-,-,11,1.83,-,-,49,8.17
Kagawa,12656,269.28,160,5.71,272,9.71,519,18.54,3580,127.86,98,3.5,1,0.04,194,6.93,148,5.29,8,0.29,5,0.18,135,4.82,1,0.2,25,5,1,0.2,1,0.2,35,7,-,-,114,22.8
Ehime,20309,332.93,454,12.27,122,3.3,1710,46.22,5685,153.65,122,3.3,20,0.54,302,8.16,314,8.49,8,0.22,13,0.35,112,3.03,1,0.13,213,26.63,1,0.17,3,0.5,17,2.83,-,-,65,10.83
Kochi,14367,299.31,501,16.7,32,1.07,1031,34.37,2875,95.83,106,3.53,10,0.33,83,2.77,111,3.7,32,1.07,3,0.1,220,7.33,-,-,5,1.67,-,-,2,0.25,61,7.63,22,2.75,193,24.13
Fukuoka,79401,401.02,1711,14.26,1037,8.64,5729,47.74,14228,118.57,1017,8.48,51,0.43,1107,9.23,1040,8.67,30,0.25,23,0.19,2195,18.29,12,0.46,499,19.19,11,0.79,19,1.36,291,20.79,-,-,15,1.07
Saga,11832,303.38,322,14,220,9.57,625,27.17,1501,65.26,128,5.57,11,0.48,249,10.83,217,9.43,4,0.17,2,0.09,908,39.48,-,-,64,16,-,-,1,0.17,57,9.5,-,-,40,6.67
Nagasaki,22530,326.52,543,12.34,200,4.55,1671,37.98,2814,63.95,275,6.25,23,0.52,277,6.3,197,4.48,5,0.11,11,0.25,656,14.91,1,0.13,194,24.25,2,0.17,13,1.08,86,7.17,-,-,24,2
Kumamoto,21929,277.58,734,14.98,348,7.1,1142,23.31,7941,162.06,192,3.92,43,0.88,1051,21.45,386,7.88,8,0.16,43,0.88,1076,21.96,-,-,369,41,2,0.13,22,1.47,76,5.07,2,0.13,151,10.07
Oita,18613,320.91,534,14.83,234,6.5,2021,56.14,6235,173.19,327,9.08,15,0.42,564,15.67,290,8.06,15,0.42,2,0.06,178,4.94,1,0.2,55,11,-,-,-,-,58,5.27,-,-,15,1.36
Miyazaki,20282,343.76,665,18.47,281,7.81,1308,36.33,5498,152.72,164,4.56,38,1.06,425,11.81,404,11.22,5,0.14,11,0.31,1470,40.83,5,0.83,328,54.67,1,0.14,10,1.43,27,3.86,-,-,55,7.86
Kagoshima,32442,348.84,1000,18.18,593,10.78,3125,56.82,7306,132.84,527,9.58,26,0.47,496,9.02,295,5.36,15,0.27,28,0.51,1125,20.45,-,-,66,9.43,1,0.08,2,0.17,33,2.75,-,-,67,5.58
Okinawa,23476,404.76,417,12.26,108,3.18,608,17.88,1718,50.53,277,8.15,24,0.71,68,2,87,2.56,68,2,21,0.62,1152,33.88,7,0.78,110,12.22,9,1.29,8,1.14,104,14.86,1,0.14,32,4.57
