"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34th week, 2019",,,,,,"Data collected as of August 28, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1429808,290.14,58459,18.56,46284,14.7,229589,72.91,571900,181.61,35949,11.42,311718,98.99,74365,23.62,43334,13.76,70934,22.53,10600,3.37,245,0.35,14784,21.3,323,0.68,457,0.96,2652,5.55,63,0.13,4604,9.63
Hokkaido,58986,268.12,3037,22.01,2218,16.07,15774,114.3,14341,103.92,1429,10.36,9303,67.41,2846,20.62,1156,8.38,1713,12.41,254,1.84,6,0.21,442,15.79,10,0.45,7,0.32,234,10.64,4,0.18,317,14.41
Aomori,14948,229.97,394,9.38,321,7.64,2201,52.4,6370,151.67,378,9,3046,72.52,1286,30.62,574,13.67,556,13.24,312,7.43,4,0.36,96,8.73,2,0.33,2,0.33,156,26,-,-,69,11.5
Iwate,17745,273,376,9.4,400,10,4205,105.13,5892,147.3,425,10.63,3001,75.03,787,19.68,564,14.1,455,11.38,256,6.4,-,-,253,18.07,8,0.42,7,0.37,80,4.21,2,0.11,246,12.95
Miyagi,30409,323.5,1383,23.84,553,9.53,6288,108.41,10677,184.09,1017,17.53,7901,136.22,2714,46.79,967,16.67,1071,18.47,178,3.07,4,0.33,102,8.5,2,0.17,2,0.17,128,10.67,-,-,32,2.67
Akita,14940,281.89,136,4,190,5.59,1563,45.97,3308,97.29,188,5.53,1520,44.71,349,10.26,271,7.97,389,11.44,25,0.74,-,-,53,8.83,5,0.63,-,-,95,11.88,-,-,33,4.13
Yamagata,12784,284.09,592,20.41,469,16.17,3659,126.17,6217,214.38,362,12.48,4335,149.48,1173,40.45,538,18.55,982,33.86,47,1.62,-,-,81,11.57,3,0.3,8,0.8,57,5.7,-,-,74,7.4
Fukushima,29048,349.98,1581,31.62,990,19.8,4179,83.58,6085,121.7,638,12.76,6697,133.94,1508,30.16,1026,20.52,872,17.44,178,3.56,3,0.23,389,29.92,3,0.43,1,0.14,30,4.29,-,-,145,20.71
Ibaraki,36701,305.84,1195,15.93,976,13.01,5181,69.08,11019,146.92,1048,13.97,6700,89.33,1950,26,769,10.25,2043,27.24,207,2.76,-,-,651,40.69,6,0.5,5,0.42,134,11.17,-,-,50,4.17
Tochigi,21721,289.61,624,13,370,7.71,2610,54.38,4182,87.13,480,10,4866,101.38,982,20.46,779,16.23,1319,27.48,145,3.02,-,-,167,13.92,1,0.14,2,0.29,65,9.29,-,-,49,7
Gunma,25694,302.28,587,11.29,641,12.33,3354,64.5,8160,156.92,521,10.02,5211,100.21,1102,21.19,827,15.9,1422,27.35,143,2.75,7,0.5,303,21.64,1,0.13,4,0.5,42,5.25,-,-,139,17.38
Saitama,93676,370.26,2691,16.82,2483,15.52,14284,89.28,36891,230.57,2621,16.38,20469,127.93,5442,34.01,2486,15.54,4899,30.62,645,4.03,51,1.28,762,19.05,6,0.55,20,1.82,37,3.36,1,0.09,121,11
Chiba,67871,321.66,1848,13.89,1441,10.83,12348,92.84,21601,162.41,1816,13.65,14612,109.86,3788,28.48,1712,12.87,2341,17.6,453,3.41,12,0.35,527,15.5,15,1.88,16,2,48,6,-,-,83,10.38
Tokyo,110158,272,4559,17.95,2657,10.46,18572,73.12,53884,212.14,3760,14.8,25129,98.93,5263,20.72,3873,15.25,7415,29.19,665,2.62,5,0.14,407,11,27,1.13,25,1.04,97,4.04,23,0.96,183,7.63
Kanagawa,103830,294.97,2715,12.01,2066,9.14,14792,65.45,37715,166.88,3503,15.5,21384,94.62,3911,17.31,3094,13.69,4644,20.55,1021,4.52,11,0.22,1919,38.38,6,0.55,14,1.27,42,3.82,-,-,116,10.55
Niigata,31857,353.97,1943,34.09,1433,25.14,7717,135.39,10272,180.21,826,14.49,6927,121.53,2870,50.35,940,16.49,1773,31.11,206,3.61,17,1.7,150,15,11,0.85,5,0.38,84,6.46,3,0.23,50,3.85
Toyama,10876,226.58,396,13.66,634,21.86,1976,68.14,6298,217.17,324,11.17,2795,96.38,1182,40.76,381,13.14,704,24.28,39,1.34,12,1.71,74,10.57,4,0.8,3,0.6,8,1.6,-,-,18,3.6
Ishikawa,15387,320.56,442,15.24,729,25.14,3603,124.24,5755,198.45,259,8.93,3332,114.9,1253,43.21,354,12.21,566,19.52,39,1.34,1,0.14,115,16.43,3,0.6,9,1.8,65,13,-,-,71,14.2
Fukui,10863,301.75,737,33.5,593,26.95,2061,93.68,4961,225.5,308,14,3604,163.82,406,18.45,327,14.86,586,26.64,74,3.36,-,-,91,30.33,9,1.5,10,1.67,18,3,4,0.67,77,12.83
Yamanashi,11309,275.83,108,4.5,127,5.29,966,40.25,3295,137.29,259,10.79,2346,97.75,721,30.04,193,8.04,260,10.83,81,3.38,4,0.44,162,18,6,0.6,10,1,63,6.3,-,-,57,5.7
Nagano,28460,330.93,560,10.57,536,10.11,2821,53.23,10834,204.42,465,8.77,5051,95.3,2290,43.21,544,10.26,1145,21.6,98,1.85,3,0.3,89,8.9,6,0.55,9,0.82,61,5.55,-,-,233,21.18
