"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"38th week, 2015",,,,,,"Data collected as of September 25, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1150924,233.98,44305,14.1,52697,16.77,290879,92.55,698310,222.18,53164,16.92,345941,110.07,71415,22.72,63448,20.19,1906,0.61,92667,29.48,48692,15.49,352,0.51,16337,23.81,313,0.66,769,1.62,5295,11.12,257,0.54,4002,8.41
Hokkaido,41469,183.49,2536,17.86,4139,29.15,18399,129.57,17190,121.06,2576,18.14,11581,81.56,3121,21.98,1841,12.96,65,0.46,2860,20.14,2917,20.54,7,0.26,436,16.15,3,0.14,11,0.5,239,10.86,2,0.09,390,17.73
Aomori,14800,227.69,520,12.38,461,10.98,2332,55.52,5568,132.57,538,12.81,5021,119.55,870,20.71,706,16.81,4,0.1,557,13.26,124,2.95,-,-,200,18.18,9,1.5,11,1.83,109,18.17,-,-,121,20.17
Iwate,15442,241.28,655,16.79,446,11.44,4257,109.15,8463,217,697,17.87,3983,102.13,713,18.28,696,17.85,10,0.26,845,21.67,162,4.15,2,0.14,183,13.07,4,0.21,7,0.37,183,9.63,3,0.16,140,7.37
Miyagi,19606,208.57,622,10.72,1010,17.41,5434,93.69,15122,260.72,1172,20.21,9345,161.12,1513,26.09,1405,24.22,1,0.02,1795,30.95,281,4.84,3,0.25,144,12,3,0.25,4,0.33,269,22.42,1,0.08,77,6.42
Akita,13228,249.58,150,4.41,499,14.68,1824,53.65,4693,138.03,424,12.47,2161,63.56,356,10.47,315,9.26,4,0.12,441,12.97,311,9.15,10,1.43,88,12.57,1,0.13,-,-,127,15.88,-,-,73,9.13
Yamagata,10045,213.72,336,11.59,813,28.03,4458,153.72,8911,307.28,601,20.72,5513,190.1,795,27.41,804,27.72,13,0.45,1117,38.52,854,29.45,-,-,44,6.29,5,0.5,8,0.8,37,3.7,13,1.3,50,5
Fukushima,19069,250.91,1041,23.13,676,15.02,3840,85.33,8761,194.69,769,17.09,7120,158.22,1712,38.04,1121,24.91,16,0.36,930,20.67,906,20.13,-,-,304,25.33,3,0.43,7,1,131,18.71,3,0.43,126,18
Ibaraki,22552,187.93,467,6.23,1012,13.49,6808,90.77,16261,216.81,1229,16.39,5463,72.84,1957,26.09,1041,13.88,22,0.29,1529,20.39,1233,16.44,10,0.59,618,36.35,3,0.23,4,0.31,58,4.46,1,0.08,37,2.85
Tochigi,13911,183.04,322,6.71,294,6.13,3082,64.21,5291,110.23,585,12.19,5983,124.65,1286,26.79,1030,21.46,42,0.88,435,9.06,538,11.21,5,0.42,191,15.92,2,0.29,14,2,86,12.29,3,0.43,45,6.43
Gunma,19536,201.4,440,7.46,621,10.53,6339,107.44,12727,215.71,679,11.51,8083,137,1439,24.39,1204,20.41,45,0.76,1113,18.86,815,13.81,1,0.08,902,69.38,5,0.63,6,0.75,94,11.75,-,-,185,23.13
Saitama,41316,168.64,1299,8.38,3154,20.35,16654,107.45,40015,258.16,3214,20.74,21662,139.75,6951,44.85,3671,23.68,62,0.4,4304,27.77,4165,26.87,36,0.9,1093,27.33,6,0.6,33,3.3,148,14.8,20,2,113,11.3
Chiba,48192,229.49,831,6.3,2622,19.86,13531,102.51,25972,196.76,2000,15.15,10528,79.76,4228,32.03,2499,18.93,99,0.75,4287,32.48,2548,19.3,11,0.33,986,29.88,16,1.78,42,4.67,42,4.67,10,1.11,52,5.78
Tokyo,57940,141.66,2494,9.67,4012,15.55,26062,101.02,62608,242.67,4653,18.03,29997,116.27,8777,34.02,5896,22.85,219,0.85,6731,26.09,2771,10.74,11,0.29,789,20.76,33,1.38,48,2,283,11.79,36,1.5,85,3.54
