"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50th week, 2021",,,,,,"Data collected as of December 22, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1004,0.2,224537,71.21,32479,10.3,90724,28.77,471882,149.66,17001,5.39,72958,23.14,2145,0.68,58581,18.58,36440,11.56,7183,2.28,136,0.2,6626,9.55,351,0.73,453,0.95,659,1.38,21,0.04,84,0.18
Hokkaido,59,0.27,10046,72.27,2068,14.88,6367,45.81,9273,66.71,948,6.82,297,2.14,56,0.4,1463,10.53,116,0.83,186,1.34,2,0.07,137,4.89,4,0.18,1,0.05,40,1.82,-,-,5,0.23
Aomori,7,0.11,1329,31.64,325,7.74,481,11.45,5041,120.02,223,5.31,315,7.5,34,0.81,631,15.02,148,3.52,49,1.17,1,0.09,34,3.09,7,1.17,4,0.67,30,5,-,-,-,-
Iwate,6,0.09,2061,51.53,247,6.18,2444,61.1,5922,148.05,263,6.58,1526,38.15,28,0.7,922,23.05,242,6.05,77,1.93,-,-,106,7.57,7,0.37,8,0.42,22,1.16,-,-,4,0.21
Miyagi,12,0.13,5339,92.05,562,9.69,1053,18.16,7481,128.98,428,7.38,809,13.95,49,0.84,1351,23.29,272,4.69,158,2.72,1,0.08,97,8.08,2,0.17,-,-,37,3.08,-,-,2,0.17
Akita,-,-,1632,48,186,5.47,874,25.71,2540,74.71,240,7.06,46,1.35,21,0.62,375,11.03,73,2.15,19,0.56,4,0.57,31,4.43,1,0.13,-,-,2,0.25,-,-,2,0.25
Yamagata,68,1.51,3044,104.97,588,20.28,1513,52.17,3428,118.21,139,4.79,99,3.41,17,0.59,706,24.34,432,14.9,56,1.93,-,-,68,8.5,2,0.2,-,-,5,0.5,-,-,1,0.1
Fukushima,19,0.23,4751,95.02,803,16.06,1628,32.56,5802,116.04,277,5.54,149,2.98,35,0.7,1401,28.02,296,5.92,114,2.28,1,0.08,173,13.31,7,1,2,0.29,2,0.29,-,-,3,0.43
Ibaraki,19,0.16,2670,35.6,555,7.4,2349,31.32,7739,103.19,318,4.24,362,4.83,39,0.52,913,12.17,854,11.39,139,1.85,-,-,364,21.41,1,0.08,4,0.33,89,7.42,-,-,1,0.08
Tochigi,10,0.13,2315,48.23,216,4.5,967,20.15,4397,91.6,166,3.46,209,4.35,46,0.96,1038,21.63,215,4.48,121,2.52,4,0.33,182,15.17,8,1.14,22,3.14,17,2.43,-,-,-,-
Gunma,7,0.08,2257,42.58,459,8.66,883,16.66,7074,133.47,195,3.68,197,3.72,31,0.58,1049,19.79,969,18.28,142,2.68,1,0.07,254,16.93,4,0.44,4,0.44,8,0.89,-,-,3,0.33
Saitama,34,0.14,8812,55.42,1530,9.62,3289,20.69,29915,188.14,1020,6.42,744,4.68,136,0.86,3373,21.21,947,5.96,538,3.38,28,0.72,382,9.79,10,0.91,27,2.45,10,0.91,-,-,3,0.27
