"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31st week, 2015",,,,,,"Data collected as of August 5, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1146032,234.17,31838,10.19,44127,14.12,259365,83,623572,199.54,47267,15.13,216971,69.43,59803,19.14,50796,16.25,1459,0.47,60359,19.31,37543,12.01,279,0.41,11514,16.96,243,0.51,528,1.11,3639,7.68,202,0.43,3941,8.31
Hokkaido,41431,182.52,2089,14.61,3745,26.19,16165,113.04,15993,111.84,2353,16.45,4111,28.75,2593,18.13,1464,10.24,55,0.38,690,4.83,2336,16.34,6,0.22,332,12.3,-,-,8,0.36,150,6.82,2,0.09,382,17.36
Aomori,14798,227.66,378,9,401,9.55,2059,49.02,5112,121.71,487,11.6,1826,43.48,797,18.98,576,13.71,2,0.05,101,2.4,85,2.02,-,-,164,14.91,7,1.17,9,1.5,86,14.33,-,-,119,19.83
Iwate,15432,241.13,371,9.51,403,10.33,3751,96.18,7631,195.67,635,16.28,1112,28.51,584,14.97,557,14.28,7,0.18,338,8.67,122,3.13,2,0.14,158,11.29,3,0.16,2,0.11,142,7.47,2,0.11,135,7.11
Miyagi,19606,208.57,365,6.29,917,15.81,4908,84.62,14144,243.86,1055,18.19,4074,70.24,1427,24.6,1138,19.62,1,0.02,762,13.14,241,4.16,3,0.25,116,9.67,2,0.17,3,0.25,216,18,1,0.08,76,6.33
Akita,13227,249.57,123,3.62,391,11.5,1592,46.82,4260,125.29,386,11.35,268,7.88,241,7.09,258,7.59,4,0.12,137,4.03,291,8.56,10,1.43,62,8.86,1,0.13,-,-,102,12.75,-,-,71,8.88
Yamagata,10045,213.72,132,4.55,747,25.76,4110,141.72,8367,288.52,550,18.97,2658,91.66,602,20.76,639,22.03,12,0.41,247,8.52,641,22.1,-,-,31,4.43,4,0.4,7,0.7,29,2.9,12,1.2,49,4.9
Fukushima,19038,250.5,756,16.8,589,13.09,3444,76.53,8302,184.49,649,14.42,4524,100.53,1491,33.13,886,19.69,11,0.24,433,9.62,761,16.91,-,-,237,19.75,3,0.43,4,0.57,117,16.71,2,0.29,126,18
Ibaraki,22499,187.49,407,5.43,901,12.01,6197,82.63,14544,193.92,1096,14.61,2637,35.16,1637,21.83,841,11.21,17,0.23,891,11.88,879,11.72,9,0.53,426,25.06,3,0.23,3,0.23,37,2.85,1,0.08,37,2.85
