"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17th week, 2016",,,,,,"Data collected as of May 9, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1566637,316.49,21329,6.76,17966,5.69,145474,46.08,352199,111.56,21349,6.76,1804,0.57,27032,8.56,21917,6.94,709,0.22,1060,0.34,44390,14.06,138,0.2,7311,10.63,136,0.29,308,0.65,4069,8.58,140,0.3,3854,8.13
Hokkaido,81898,363.99,825,5.81,754,5.31,12236,86.17,7422,52.27,895,6.3,121,0.85,2182,15.37,619,4.36,26,0.18,23,0.16,3477,24.49,-,-,136,4.86,2,0.09,5,0.22,111,4.83,3,0.13,199,8.65
Aomori,16831,258.94,97,2.31,212,5.05,1210,28.81,2659,63.31,144,3.43,16,0.38,229,5.45,270,6.43,1,0.02,5,0.12,467,11.12,1,0.09,88,8,8,1.33,7,1.17,78,13,-,-,61,10.17
Iwate,20370,318.28,163,4.08,107,2.68,3071,76.78,4820,120.5,182,4.55,13,0.33,158,3.95,235,5.88,6,0.15,7,0.18,225,5.63,2,0.14,96,6.86,1,0.05,2,0.11,115,6.05,1,0.05,91,4.79
Miyagi,27491,289.38,251,4.25,216,3.66,4310,73.05,6667,113,467,7.92,11,0.19,183,3.1,459,7.78,7,0.12,3,0.05,378,6.41,-,-,47,3.92,4,0.33,-,-,127,10.58,-,-,10,0.83
Akita,13545,250.83,56,1.6,125,3.57,846,24.17,2568,73.37,126,3.6,12,0.34,1155,33,122,3.49,19,0.54,4,0.11,57,1.63,1,0.14,33,4.71,-,-,-,-,61,7.63,-,-,99,12.38
Yamagata,13607,289.51,40,1.38,209,7.21,3273,112.86,4082,140.76,214,7.38,13,0.45,1045,36.03,314,10.83,7,0.24,1,0.03,1068,36.83,-,-,13,1.63,1,0.1,4,0.4,41,4.1,4,0.4,6,0.6
Fukushima,22220,288.57,275,5.98,266,5.78,1612,35.04,3404,74,331,7.2,16,0.35,473,10.28,452,9.83,13,0.28,4,0.09,153,3.33,-,-,156,13,2,0.29,5,0.71,34,4.86,-,-,12,1.71
Ibaraki,32832,273.6,187,2.49,303,4.04,2534,33.79,8426,112.35,504,6.72,60,0.8,419,5.59,344,4.59,6,0.08,17,0.23,1191,15.88,-,-,270,15.88,-,-,4,0.31,99,7.62,-,-,21,1.62
Tochigi,18651,245.41,118,2.46,97,2.02,1492,31.08,3003,62.56,246,5.13,16,0.33,458,9.54,376,7.83,5,0.1,4,0.08,459,9.56,2,0.17,142,11.83,-,-,5,0.71,71,10.14,2,0.29,18,2.57
Gunma,27097,288.27,184,3.23,237,4.16,3188,55.93,5542,97.23,356,6.25,19,0.33,412,7.23,408,7.16,27,0.47,17,0.3,312,5.47,-,-,159,11.36,2,0.25,2,0.25,114,14.25,-,-,45,5.63
Saitama,84523,336.75,484,3.06,753,4.77,7866,49.78,18188,115.11,1591,10.07,96,0.61,1255,7.94,1214,7.68,18,0.11,45,0.28,2575,16.3,14,0.35,383,9.58,3,0.3,3,0.3,85,8.5,11,1.1,25,2.5
Chiba,70510,331.03,344,2.57,527,3.93,7571,56.5,13850,103.36,1110,8.28,83,0.62,1156,8.63,886,6.61,26,0.19,34,0.25,2571,19.19,4,0.12,322,9.76,5,0.56,28,3.11,67,7.44,2,0.22,19,2.11
