"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44th week, 2016",,,,,,"Data collected as of November 9, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1594815,322.97,81413,25.81,57220,18.14,311469,98.75,736582,233.54,50831,16.12,55372,17.56,48449,15.36,66218,20.99,2661,0.84,126608,40.14,134922,42.78,355,0.51,22302,32.27,429,0.91,1200,2.53,15505,32.71,292,0.62,5085,10.73
Hokkaido,83897,372.88,3618,25.48,2466,17.37,24167,170.19,16360,115.21,2809,19.78,1256,8.85,3039,21.4,1864,13.13,84,0.59,7166,50.46,7757,54.63,2,0.07,462,16.5,9,0.41,38,1.73,1090,49.55,6,0.27,372,16.91
Aomori,17506,269.32,802,19.1,569,13.55,2701,64.31,6066,144.43,426,10.14,330,7.86,549,13.07,775,18.45,16,0.38,989,23.55,991,23.6,4,0.36,225,20.45,14,2.33,16,2.67,262,43.67,-,-,110,18.33
Iwate,21352,333.63,1106,27.65,544,13.6,5672,141.8,8974,224.35,503,12.58,219,5.48,259,6.48,735,18.38,8,0.2,1101,27.53,885,22.13,5,0.36,284,20.29,6,0.32,5,0.26,403,21.21,1,0.05,168,8.84
Miyagi,28158,296.4,1934,32.78,688,11.66,8294,140.58,13343,226.15,1192,20.2,2199,37.27,330,5.59,1415,23.98,23,0.39,3811,64.59,891,15.1,-,-,107,8.92,12,1,2,0.17,413,34.42,-,-,15,1.25
Akita,14409,266.83,502,14.34,321,9.17,2154,61.54,4866,139.03,398,11.37,258,7.37,1497,42.77,416,11.89,146,4.17,931,26.6,256,7.31,2,0.29,82,11.71,1,0.13,1,0.13,214,26.75,-,-,139,17.38
Yamagata,13958,296.98,1271,43.83,657,22.66,6064,209.1,7265,250.52,450,15.52,360,12.41,1457,50.24,842,29.03,19,0.66,2878,99.24,2611,90.03,1,0.13,61,7.63,6,0.6,13,1.3,125,12.5,4,0.4,20,2
Fukushima,23191,301.18,1812,39.39,956,20.78,3422,74.39,6745,146.63,819,17.8,524,11.39,1006,21.87,1260,27.39,28,0.61,2493,54.2,421,9.15,-,-,411,34.25,8,1.14,13,1.86,160,22.86,8,1.14,62,8.86
Ibaraki,33490,279.08,1290,17.2,885,11.8,5805,77.4,16538,220.51,1167,15.56,1738,23.17,746,9.95,998,13.31,37,0.49,2196,29.28,2606,34.75,4,0.24,861,50.65,3,0.23,11,0.85,347,26.69,-,-,35,2.69
Tochigi,19112,254.83,1009,21.02,375,7.81,3288,68.5,5689,118.52,568,11.83,899,18.73,1301,27.1,1095,22.81,13,0.27,2143,44.65,1242,25.88,6,0.5,473,39.42,5,0.71,21,3,194,27.71,5,0.71,35,5
Gunma,27453,292.05,1348,23.65,730,12.81,6876,120.63,11851,207.91,811,14.23,531,9.32,1129,19.81,1218,21.37,105,1.84,2500,43.86,1440,25.26,2,0.14,505,36.07,3,0.38,8,1,496,62,1,0.13,71,8.88
Saitama,85310,342.61,3406,21.56,2713,17.17,17957,113.65,38914,246.29,3602,22.8,3219,20.37,1851,11.72,3752,23.75,68,0.43,7618,48.22,7741,48.99,40,1,1126,28.15,5,0.5,26,2.6,355,35.5,26,2.6,49,4.9
Chiba,71402,336.8,2532,18.9,1824,13.61,17949,133.95,27996,208.93,2477,18.49,5039,37.6,1912,14.27,2767,20.65,110,0.82,5479,40.89,5517,41.17,16,0.48,1037,31.42,20,2.22,63,7,299,33.22,3,0.33,30,3.33
Tokyo,110077,267.83,6365,24.58,4249,16.41,26734,103.22,66678,257.44,4340,16.76,5991,23.13,2197,8.48,6295,24.31,145,0.56,12894,49.78,7293,28.16,11,0.29,1055,27.76,38,1.52,69,2.76,807,32.28,38,1.52,100,4
Kanagawa,101092,302.67,3717,17.62,2989,14.17,17606,83.44,49556,234.86,4056,19.22,4075,19.31,1312,6.22,4770,22.61,96,0.45,10169,48.19,8473,40.16,60,1.22,3532,72.08,8,0.8,42,4.2,227,22.7,1,0.1,64,6.4
Niigata,35938,390.63,2859,49.29,1720,29.66,6652,114.69,14046,242.17,935,16.12,482,8.31,717,12.36,1265,21.81,142,2.45,4000,68.97,4942,85.21,14,1.4,278,27.8,8,0.62,11,0.85,232,17.85,70,5.38,56,4.31
Toyama,14167,301.43,708,25.29,565,20.18,3018,107.79,6330,226.07,445,15.89,174,6.21,651,23.25,540,19.29,20,0.71,1174,41.93,2228,79.57,1,0.14,32,4.57,1,0.2,4,0.8,207,41.4,2,0.4,25,5
Ishikawa,16616,346.17,931,32.1,1013,34.93,2962,102.14,5467,188.52,332,11.45,460,15.86,469,16.17,544,18.76,3,0.1,941,32.45,2179,75.14,-,-,77,11,6,1.2,13,2.6,279,55.8,-,-,29,5.8
Fukui,12701,396.91,609,27.68,939,42.68,2182,99.18,5816,264.36,347,15.77,114,5.18,616,28,415,18.86,32,1.45,769,34.95,450,20.45,1,0.33,15,5,11,1.83,7,1.17,165,27.5,4,0.67,36,6
Yamanashi,13264,331.6,421,17.54,349,14.54,2387,99.46,4273,178.04,299,12.46,389,16.21,525,21.88,343,14.29,27,1.13,1097,45.71,358,14.92,3,0.33,133,14.78,5,0.5,20,2,186,18.6,3,0.3,27,2.7
Nagano,33303,387.24,842,15.89,433,8.17,5510,103.96,12273,231.57,722,13.62,704,13.28,1139,21.49,879,16.58,117,2.21,2749,51.87,2553,48.17,2,0.18,396,36,3,0.27,4,0.36,332,30.18,-,-,122,11.09
Gifu,31270,363.6,671,12.9,601,11.56,2764,53.15,7321,140.79,439,8.44,822,15.81,359,6.9,683,13.13,34,0.65,1113,21.4,1226,23.58,2,0.18,242,22,1,0.2,24,4.8,466,93.2,-,-,76,15.2
Shizuoka,43661,314.11,1793,20.15,1422,15.98,13139,147.63,18898,212.34,1151,12.93,1174,13.19,771,8.66,1602,18,40,0.45,3699,41.56,3217,36.15,8,0.38,439,20.9,6,0.6,26,2.6,480,48,41,4.1,22,2.2
Aichi,85685,439.41,3302,18.24,2269,12.54,14632,80.84,33356,184.29,2258,12.48,1880,10.39,2742,15.15,3004,16.6,99,0.55,5557,30.7,4592,25.37,11,0.32,1005,29.56,30,2.14,46,3.29,642,45.86,4,0.29,360,25.71
Mie,23479,326.1,1300,28.89,965,21.44,2668,59.29,11696,259.91,533,11.84,307,6.82,1374,30.53,982,21.82,34,0.76,2324,51.64,562,12.49,10,0.83,86,7.17,13,1.44,34,3.78,227,25.22,17,1.89,21,2.33
Shiga,15462,297.35,358,11.55,398,12.84,1905,61.45,7884,254.32,638,20.58,518,16.71,224,7.23,543,17.52,11,0.35,1538,49.61,1017,32.81,-,-,66,8.25,9,1.29,15,2.14,91,13,-,-,98,14
Kyoto,33916,275.74,949,12.65,1042,13.89,4223,56.31,17834,237.79,1002,13.36,1666,22.21,755,10.07,1058,14.11,23,0.31,1899,25.32,3163,42.17,3,0.18,180,10.59,1,0.14,14,2,177,25.29,1,0.14,122,17.43
Osaka,90477,294.71,6087,30.44,4253,21.27,18263,91.32,50635,253.18,3347,16.74,2102,10.51,1919,9.6,4209,21.05,146,0.73,8456,42.28,12023,60.12,28,0.55,1232,24.16,29,1.71,51,3,913,53.71,4,0.24,403,23.71
Hyogo,62272,314.51,2699,21.09,2617,20.45,8783,68.62,35623,278.3,2242,17.52,1154,9.02,1604,12.53,2324,18.16,92,0.72,4176,32.63,6445,50.35,14,0.41,589,17.32,17,1.55,33,3,376,34.18,1,0.09,185,16.82
Nara,15300,283.33,906,26.65,627,18.44,2397,70.5,7010,206.18,411,12.09,285,8.38,823,24.21,784,23.06,10,0.29,1072,31.53,2131,62.68,4,0.44,276,30.67,15,2.5,11,1.83,251,41.83,1,0.17,99,16.5
Wakayama,11552,231.04,738,23.81,525,16.94,863,27.84,4324,139.48,394,12.71,106,3.42,797,25.71,640,20.65,16,0.52,1335,43.06,1429,46.1,6,1.5,47,11.75,3,0.27,26,2.36,153,13.91,4,0.36,96,8.73
Tottori,7805,269.14,430,22.63,538,28.32,3915,206.05,4857,255.63,204,10.74,214,11.26,573,30.16,383,20.16,18,0.95,861,45.32,429,22.58,12,3,235,58.75,5,1,12,2.4,155,31,2,0.4,135,27
Shimane,7734,203.53,794,34.52,1100,47.83,2367,102.91,8165,355,240,10.43,416,18.09,632,27.48,633,27.52,14,0.61,520,22.61,910,39.57,-,-,72,24,2,0.25,39,4.88,172,21.5,2,0.25,237,29.63
Okayama,22465,267.44,967,17.91,669,12.39,2394,44.33,13829,256.09,631,11.69,568,10.52,667,12.35,880,16.3,19,0.35,1680,31.11,2855,52.87,7,0.58,172,14.33,5,1,16,3.2,53,10.6,1,0.2,25,5
Hiroshima,35715,313.29,1741,24.52,1890,26.62,6135,86.41,20937,294.89,1126,15.86,607,8.55,1784,25.13,1319,18.58,106,1.49,1609,22.66,2202,31.01,8,0.44,673,37.39,8,0.38,10,0.48,367,17.48,3,0.14,381,18.14
Yamaguchi,24795,364.63,1886,39.29,746,15.54,5738,119.54,11807,245.98,531,11.06,366,7.63,1401,29.19,1125,23.44,33,0.69,1331,27.73,1543,32.15,2,0.22,171,19,9,1,4,0.44,308,34.22,-,-,110,12.22
Tokushima,9431,254.89,1372,59.65,386,16.78,1071,46.57,7169,311.7,241,10.48,239,10.39,261,11.35,691,30.04,27,1.17,858,37.3,1157,50.3,1,0.25,22,5.5,1,0.14,2,0.29,51,7.29,1,0.14,58,8.29
Kagawa,13159,279.98,628,22.43,653,23.32,1954,69.79,8130,290.36,320,11.43,383,13.68,539,19.25,601,21.46,37,1.32,1172,41.86,1072,38.29,4,0.8,82,16.4,4,0.8,10,2,208,41.6,2,0.4,151,30.2
Ehime,21237,348.15,1195,32.3,574,15.51,4588,124,12728,344,532,14.38,800,21.62,841,22.73,1049,28.35,35,0.95,1900,51.35,755,20.41,5,0.63,690,86.25,3,0.5,4,0.67,133,22.17,-,-,81,13.5
Kochi,14829,308.94,923,30.77,593,19.77,2151,71.7,5645,188.17,362,12.07,335,11.17,305,10.17,452,15.07,109,3.63,760,25.33,819,27.3,-,-,17,5.67,10,1.25,34,4.25,266,33.25,29,3.63,237,29.63
Fukuoka,82731,417.83,5147,42.89,3652,30.43,15544,129.53,37656,313.8,2512,20.93,2444,20.37,2022,16.85,3725,31.04,152,1.27,3420,28.5,6955,57.96,19,0.73,1229,47.27,28,2,124,8.86,1171,83.64,1,0.07,27,1.93
Saga,12603,323.15,663,28.83,750,32.61,1740,75.65,3599,156.48,310,13.48,277,12.04,370,16.09,784,34.09,20,0.87,645,28.04,2182,94.87,-,-,155,38.75,2,0.33,16,2.67,165,27.5,-,-,61,10.17
Nagasaki,24053,348.59,1113,25.3,785,17.84,3733,84.84,7806,177.41,677,15.39,497,11.3,411,9.34,864,19.64,10,0.23,550,12.5,2153,48.93,4,0.5,787,98.38,3,0.25,53,4.42,390,32.5,-,-,53,4.42
Kumamoto,22820,288.86,1929,39.37,831,16.96,2886,58.9,17421,355.53,603,12.31,1338,27.31,1429,29.16,1551,31.65,17,0.35,1810,36.94,3870,78.98,3,0.33,796,88.44,10,0.67,82,5.47,322,21.47,2,0.13,176,11.73
Oita,19738,340.31,1224,34,769,21.36,5186,144.06,16592,460.89,921,25.58,451,12.53,692,19.22,1200,33.33,53,1.47,1767,49.08,731,20.31,4,0.8,136,27.2,-,-,2,0.18,284,25.82,2,0.18,20,1.82
Miyazaki,21052,356.81,1867,51.86,904,25.11,3445,95.69,13178,366.06,618,17.17,1634,45.39,1428,39.67,1438,39.94,17,0.47,1707,47.42,4157,115.47,8,1.6,811,162.2,2,0.29,28,4,260,37.14,-,-,84,12
Kagoshima,35542,382.17,2009,36.53,1804,32.8,6231,113.29,17766,323.02,1226,22.29,3244,58.98,890,16.18,1082,19.67,45,0.82,1395,25.36,4442,80.76,-,-,477,68.14,4,0.33,17,1.42,220,18.33,-,-,126,10.5
Okinawa,29636,510.97,1640,48.24,872,25.65,1354,39.82,5670,166.76,664,19.53,2584,76,134,3.94,424,12.47,205,6.03,356,10.47,2051,60.32,18,2,463,51.44,37,5.29,80,11.43,411,58.71,2,0.29,76,10.86
