"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51st week, 2022",,,,,,"Data collected as of December 28, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,14977,3.05,119380,38.01,24864,7.92,52071,16.58,600291,191.11,12287,3.91,158291,50.4,1865,0.59,46494,14.8,37813,12.04,4874,1.55,182,0.26,6367,9.19,303,0.64,418,0.88,380,0.8,31,0.06,95,0.2
Hokkaido,588,2.65,4954,35.64,1520,10.94,3557,25.59,11033,79.37,661,4.76,7852,56.49,43,0.31,1031,7.42,2450,17.63,144,1.04,9,0.32,121,4.32,10,0.45,2,0.09,32,1.45,1,0.05,13,0.59
Aomori,241,3.77,751,18.32,154,3.76,178,4.34,5122,124.93,126,3.07,2068,50.44,36,0.88,550,13.41,333,8.12,54,1.32,-,-,60,6,1,0.17,6,1,63,10.5,-,-,1,0.17
Iwate,479,7.73,1015,26.03,224,5.74,1181,30.28,6839,175.36,200,5.13,1650,42.31,37,0.95,748,19.18,333,8.54,84,2.15,-,-,120,9.23,6,0.32,7,0.37,12,0.63,-,-,2,0.11
Miyagi,285,3,1785,30.78,310,5.34,583,10.05,10534,181.62,265,4.57,5115,88.19,49,0.84,1115,19.22,820,14.14,76,1.31,1,0.08,86,7.17,5,0.42,2,0.17,33,2.75,-,-,1,0.08
Akita,39,0.76,774,23.45,141,4.27,568,17.21,2762,83.7,200,6.06,1554,47.09,9,0.27,276,8.36,133,4.03,17,0.52,3,0.43,28,4,3,0.38,-,-,5,0.63,1,0.13,2,0.25
Yamagata,20,0.45,1547,55.25,400,14.29,498,17.79,6813,243.32,136,4.86,2663,95.11,8,0.29,540,19.29,1333,47.61,32,1.14,-,-,79,9.88,5,0.5,-,-,6,0.6,-,-,2,0.2
Fukushima,48,0.58,1839,36.78,636,12.72,717,14.34,7012,140.24,237,4.74,3234,64.68,45,0.9,1180,23.6,462,9.24,69,1.38,2,0.15,171,13.15,2,0.29,7,1,5,0.71,-,-,3,0.43
Ibaraki,107,0.91,1744,23.89,427,5.85,1162,15.92,11098,152.03,218,2.99,2752,37.7,35,0.48,624,8.55,939,12.86,86,1.18,7,0.44,365,22.81,1,0.09,5,0.45,45,4.09,-,-,-,-
Tochigi,96,1.26,1905,39.69,154,3.21,735,15.31,4252,88.58,119,2.48,2473,51.52,32,0.67,896,18.67,192,4,46,0.96,-,-,138,11.5,11,1.57,6,0.86,-,-,-,-,2,0.29
Gunma,133,1.55,1345,25.38,343,6.47,397,7.49,11537,217.68,190,3.58,3320,62.64,37,0.7,945,17.83,766,14.45,99,1.87,1,0.08,124,9.54,4,0.44,2,0.22,1,0.11,-,-,-,-
Saitama,591,2.36,4547,28.78,956,6.05,1920,12.15,40793,258.18,767,4.85,11418,72.27,125,0.79,2362,14.95,2143,13.56,335,2.12,50,1.28,372,9.54,7,0.64,23,2.09,8,0.73,-,-,2,0.18
Chiba,501,2.42,3318,25.92,596,4.66,1738,13.58,25645,200.35,530,4.14,9391,73.37,87,0.68,1826,14.27,1754,13.7,316,2.47,9,0.27,315,9.55,13,1.44,15,1.67,5,0.56,-,-,-,-
Tokyo,2178,5.34,7555,29.51,1395,5.45,2052,8.02,61955,242.01,966,3.77,16891,65.98,173,0.68,3857,15.07,4413,17.24,482,1.88,3,0.08,307,8.3,17,0.71,17,0.71,6,0.25,22,0.92,4,0.17
Kanagawa,1813,5.22,5336,24.14,850,3.85,2520,11.4,41211,186.48,789,3.57,13947,63.11,159,0.72,3011,13.62,2951,13.35,390,1.76,9,0.18,995,19.9,11,1,34,3.09,7,0.64,2,0.18,6,0.55
Niigata,43,0.52,1155,20.63,791,14.13,2580,46.07,7164,127.93,268,4.79,5365,95.8,48,0.86,916,16.36,1677,29.95,127,2.27,11,1.22,50,5.56,6,0.5,6,0.5,5,0.42,-,-,1,0.08
Toyama,297,6.19,1282,44.21,406,14,504,17.38,6833,235.62,149,5.14,1518,52.34,17,0.59,356,12.28,413,14.24,16,0.55,-,-,27,3.86,2,0.4,1,0.2,4,0.8,-,-,2,0.4
Ishikawa,81,1.69,981,33.83,372,12.83,365,12.59,7096,244.69,168,5.79,1513,52.17,15,0.52,406,14,209,7.21,18,0.62,-,-,33,4.71,4,0.8,9,1.8,8,1.6,-,-,2,0.4
Fukui,20,0.54,1058,46,265,11.52,470,20.43,6782,294.87,61,2.65,1659,72.13,37,1.61,353,15.35,208,9.04,26,1.13,-,-,13,4.33,4,0.67,2,0.33,6,1,-,-,-,-
Yamanashi,89,2.23,588,25.57,25,1.09,38,1.65,3531,153.52,64,2.78,848,36.87,9,0.39,238,10.35,310,13.48,18,0.78,-,-,53,5.89,4,0.4,6,0.6,4,0.4,-,-,1,0.1
Nagano,171,1.99,1224,23.09,218,4.11,278,5.25,10163,191.75,240,4.53,3210,60.57,25,0.47,628,11.85,691,13.04,57,1.08,1,0.09,66,6,2,0.18,6,0.55,4,0.36,-,-,3,0.27
Gifu,53,0.62,2576,49.54,418,8.04,417,8.02,6502,125.04,104,2,1961,37.71,12,0.23,544,10.46,150,2.88,44,0.85,1,0.09,31,2.82,2,0.4,3,0.6,3,0.6,-,-,-,-
Shizuoka,288,2.09,2785,31.29,669,7.52,860,9.66,16516,185.57,283,3.18,5176,58.16,65,0.73,1241,13.94,1554,17.46,160,1.8,2,0.09,145,6.59,20,2,15,1.5,9,0.9,-,-,-,-
Aichi,352,1.81,7819,42.96,738,4.05,2828,15.54,29423,161.66,478,2.63,8894,48.87,63,0.35,1745,9.59,1631,8.96,240,1.32,2,0.06,146,4.17,21,1.4,19,1.27,1,0.07,1,0.07,1,0.07
Mie,156,2.23,3812,86.64,355,8.07,440,10,9353,212.57,173,3.93,1618,36.77,12,0.27,597,13.57,520,11.82,32,0.73,1,0.09,23,2.09,4,0.44,18,2,3,0.33,-,-,-,-
Shiga,89,1.51,988,28.23,197,5.63,454,12.97,5250,150,198,5.66,1594,45.54,7,0.2,482,13.77,330,9.43,50,1.43,-,-,16,2,4,0.57,5,0.71,3,0.43,-,-,1,0.14
Kyoto,677,5.46,2784,37.12,882,11.76,1728,23.04,9604,128.05,249,3.32,2525,33.67,35,0.47,664,8.85,420,5.6,81,1.08,1,0.06,60,3.53,2,0.33,3,0.5,1,0.17,3,0.5,1,0.17
Osaka,2265,7.58,12290,62.7,2135,10.89,3227,16.46,33933,173.13,725,3.7,6385,32.58,101,0.52,2551,13.02,1959,9.99,382,1.95,15,0.29,316,6.2,5,0.31,16,1,3,0.19,-,-,3,0.19
Hyogo,537,2.71,6484,50.66,968,7.56,1641,12.82,28498,222.64,437,3.41,3751,29.3,87,0.68,1598,12.48,953,7.45,202,1.58,7,0.2,318,9.09,12,0.86,30,2.14,1,0.07,-,-,3,0.21
Nara,105,1.94,1670,50.61,238,7.21,223,6.76,5685,172.27,119,3.61,1081,32.76,8,0.24,479,14.52,197,5.97,29,0.88,-,-,91,9.1,4,0.67,3,0.5,1,0.17,-,-,-,-
Wakayama,47,0.98,1112,38.34,232,8,286,9.86,4145,142.93,85,2.93,720,24.83,10,0.34,436,15.03,118,4.07,30,1.03,1,0.25,27,6.75,6,0.6,8,0.8,25,2.5,1,0.1,2,0.2
Tottori,9,0.32,928,48.84,215,11.32,1513,79.63,3185,167.63,45,2.37,586,30.84,9,0.47,268,14.11,165,8.68,5,0.26,-,-,39,9.75,5,1,7,1.4,-,-,-,-,1,0.2
Shimane,3,0.08,1014,46.09,167,7.59,222,10.09,4826,219.36,93,4.23,1147,52.14,3,0.14,477,21.68,77,3.5,22,1,-,-,5,1.67,15,1.88,7,0.88,-,-,-,-,1,0.13
Okayama,233,2.77,1314,24.33,316,5.85,338,6.26,11490,212.78,192,3.56,1140,21.11,36,0.67,752,13.93,289,5.35,119,2.2,5,0.42,57,4.75,9,1.8,2,0.4,4,0.8,-,-,-,-
Hiroshima,51,0.45,2920,41.13,886,12.48,800,11.27,14942,210.45,196,2.76,2660,37.46,38,0.54,876,12.34,746,10.51,93,1.31,3,0.16,234,12.32,2,0.1,6,0.3,3,0.15,-,-,2,0.1
Yamaguchi,26,0.39,2823,62.73,309,6.87,1203,26.73,7913,175.84,131,2.91,863,19.18,24,0.53,798,17.73,671,14.91,59,1.31,-,-,100,11.11,4,0.44,4,0.44,9,1,-,-,1,0.11
Tokushima,19,0.51,1210,52.61,202,8.78,109,4.74,3936,171.13,70,3.04,401,17.43,4,0.17,393,17.09,65,2.83,19,0.83,-,-,11,2.75,4,0.67,6,1,2,0.33,-,-,-,-
Kagawa,20,0.43,998,35.64,295,10.54,206,7.36,6826,243.79,102,3.64,396,14.14,16,0.57,549,19.61,89,3.18,58,2.07,1,0.2,31,6.2,1,0.2,3,0.6,2,0.4,-,-,1,0.2
