"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47th week, 2016",,,,,,"Data collected as of November 30, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1614700,326.93,91984,29.15,60268,19.1,331305,105.01,848676,268.99,55795,17.68,62220,19.72,49534,15.7,70303,22.28,2797,0.89,128006,40.57,144468,45.79,363,0.53,23788,34.43,462,0.97,1275,2.69,17246,36.38,324,0.68,5133,10.83
Hokkaido,85867,381.63,4243,29.88,2671,18.81,26085,183.7,17730,124.86,3272,23.04,1441,10.15,3081,21.7,1998,14.07,88,0.62,7243,51.01,8136,57.3,2,0.07,487,17.39,9,0.41,39,1.77,1175,53.41,7,0.32,372,16.91
Aomori,17542,269.88,927,22.07,607,14.45,2859,68.07,6648,158.29,452,10.76,384,9.14,566,13.48,846,20.14,16,0.38,1016,24.19,1028,24.48,4,0.36,242,22,14,2.33,16,2.67,291,48.5,-,-,110,18.33
Iwate,21895,342.11,1245,31.13,632,15.8,5975,149.38,9574,239.35,552,13.8,234,5.85,263,6.58,778,19.45,8,0.2,1123,28.08,976,24.4,5,0.36,306,21.86,6,0.32,7,0.37,443,23.32,1,0.05,168,8.84
Miyagi,28590,300.95,2083,35.31,702,11.9,8754,148.37,18050,305.93,1302,22.07,2304,39.05,336,5.69,1511,25.61,26,0.44,3829,64.9,926,15.69,-,-,112,9.33,12,1,2,0.17,459,38.25,-,-,19,1.58
Akita,14574,269.89,631,18.03,361,10.31,2324,66.4,5242,149.77,432,12.34,265,7.57,1500,42.86,438,12.51,146,4.17,952,27.2,286,8.17,2,0.29,83,11.86,1,0.13,1,0.13,260,32.5,-,-,139,17.38
Yamagata,14033,298.57,1474,50.83,686,23.66,6648,229.24,8684,299.45,525,18.1,383,13.21,1458,50.28,901,31.07,20,0.69,2927,100.93,2774,95.66,1,0.13,65,8.13,7,0.7,13,1.3,151,15.1,4,0.4,20,2
Fukushima,23609,306.61,2216,48.17,988,21.48,3720,80.87,7622,165.7,900,19.57,584,12.7,1048,22.78,1360,29.57,28,0.61,2511,54.59,454,9.87,-,-,421,35.08,8,1.14,13,1.86,192,27.43,8,1.14,62,8.86
Ibaraki,33911,282.59,1444,19.25,919,12.25,6252,83.36,18717,249.56,1299,17.32,1891,25.21,777,10.36,1055,14.07,38,0.51,2212,29.49,2663,35.51,4,0.24,899,52.88,3,0.23,12,0.92,391,30.08,-,-,35,2.69
