"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2nd week, 2022",,,,,,"Data collected as of January 19, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,104,0.02,1857,0.59,1360,0.43,2708,0.86,35538,11.32,742,0.24,2205,0.7,72,0.02,1833,0.58,415,0.13,156,0.05,6,0.01,258,0.37,10,0.02,12,0.03,7,0.01,1,0,9,0.02
Hokkaido,1,0,139,0.99,100,0.71,159,1.14,357,2.55,56,0.4,27,0.19,2,0.01,53,0.38,9,0.06,3,0.02,1,0.04,8,0.29,-,-,-,-,1,0.04,-,-,4,0.17
Aomori,-,-,1,0.02,14,0.34,16,0.39,284,6.93,10,0.24,33,0.8,1,0.02,25,0.61,-,-,2,0.05,-,-,2,0.18,-,-,-,-,-,-,-,-,-,-
Iwate,-,-,73,1.87,15,0.38,56,1.44,355,9.1,16,0.41,2,0.05,1,0.03,23,0.59,11,0.28,2,0.05,-,-,-,-,-,-,-,-,1,0.05,-,-,-,-
Miyagi,3,0.03,2,0.03,25,0.43,34,0.59,890,15.34,24,0.41,22,0.38,1,0.02,41,0.71,7,0.12,3,0.05,-,-,2,0.17,-,-,-,-,-,-,-,-,-,-
Akita,1,0.02,-,-,12,0.35,24,0.71,160,4.71,7,0.21,3,0.09,-,-,11,0.32,1,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yamagata,2,0.04,-,-,28,0.97,32,1.1,662,22.83,13,0.45,12,0.41,1,0.03,21,0.72,13,0.45,-,-,-,-,6,0.75,-,-,-,-,-,-,-,-,1,0.1
Fukushima,1,0.01,13,0.26,33,0.66,43,0.86,321,6.42,12,0.24,12,0.24,8,0.16,39,0.78,6,0.12,2,0.04,-,-,14,1.08,-,-,-,-,-,-,-,-,-,-
Ibaraki,1,0.01,7,0.09,15,0.2,51,0.68,526,7.01,10,0.13,18,0.24,-,-,29,0.39,-,-,7,0.09,-,-,9,0.53,-,-,-,-,2,0.17,-,-,-,-
Tochigi,4,0.05,1,0.02,11,0.23,27,0.56,237,4.94,6,0.13,43,0.9,-,-,42,0.88,3,0.06,2,0.04,-,-,5,0.42,1,0.14,-,-,-,-,-,-,-,-
Gunma,1,0.01,21,0.39,27,0.5,51,0.94,528,9.78,11,0.2,10,0.19,3,0.06,39,0.72,9,0.17,5,0.09,1,0.07,12,0.86,-,-,-,-,-,-,-,-,-,-
Saitama,4,0.02,15,0.09,71,0.45,67,0.42,2275,14.4,34,0.22,50,0.32,1,0.01,95,0.6,19,0.12,11,0.07,-,-,21,0.55,1,0.09,-,-,-,-,-,-,-,-
Chiba,6,0.03,1,0.01,35,0.28,175,1.4,1220,9.76,32,0.26,34,0.27,3,0.02,77,0.62,4,0.03,8,0.06,-,-,9,0.27,1,0.11,-,-,-,-,-,-,-,-
Tokyo,8,0.02,13,0.05,52,0.2,134,0.53,3161,12.4,41,0.16,109,0.43,7,0.03,135,0.53,28,0.11,15,0.06,-,-,13,0.34,1,0.04,-,-,1,0.04,1,0.04,-,-
Kanagawa,3,0.01,7,0.03,37,0.17,101,0.46,1851,8.38,43,0.19,113,0.51,11,0.05,104,0.47,21,0.1,17,0.08,1,0.02,36,0.75,-,-,2,0.2,-,-,-,-,-,-
Niigata,1,0.01,3,0.05,51,0.89,121,2.12,484,8.49,18,0.32,90,1.58,-,-,57,1,42,0.74,4,0.07,-,-,4,0.4,-,-,-,-,1,0.08,-,-,-,-
Toyama,-,-,32,1.1,38,1.31,38,1.31,337,11.62,7,0.24,43,1.48,-,-,10,0.34,24,0.83,2,0.07,-,-,1,0.14,1,0.2,-,-,-,-,-,-,-,-
Ishikawa,-,-,8,0.28,19,0.66,24,0.83,462,15.93,8,0.28,14,0.48,-,-,18,0.62,6,0.21,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
Fukui,-,-,12,0.52,24,1.04,21,0.91,323,14.04,2,0.09,36,1.57,-,-,10,0.43,4,0.17,-,-,-,-,1,0.33,1,0.17,1,0.17,-,-,-,-,-,-
Yamanashi,-,-,1,0.04,-,-,5,0.21,188,7.83,2,0.08,10,0.42,-,-,7,0.29,-,-,1,0.04,-,-,2,0.22,-,-,-,-,-,-,-,-,-,-
Nagano,-,-,10,0.19,6,0.11,17,0.31,431,7.98,24,0.44,31,0.57,1,0.02,23,0.43,8,0.15,1,0.02,-,-,1,0.09,1,0.09,-,-,-,-,-,-,-,-
Gifu,4,0.05,2,0.04,29,0.55,28,0.53,284,5.36,4,0.08,19,0.36,-,-,32,0.6,2,0.04,1,0.02,-,-,-,-,-,-,1,0.2,-,-,-,-,-,-
Shizuoka,6,0.04,3,0.03,31,0.35,46,0.52,1125,12.64,21,0.24,21,0.24,6,0.07,52,0.58,13,0.15,4,0.04,-,-,5,0.23,-,-,1,0.1,-,-,-,-,-,-
