"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28th week, 2019",,,,,,"Data collected as of July 17, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1423845,288.29,35110,11.13,37897,12.01,206349,65.4,515366,163.35,31008,9.83,156541,49.62,61534,19.5,35726,11.32,33473,10.61,8974,2.84,205,0.29,11822,17.01,270,0.56,329,0.69,2119,4.42,52,0.11,4542,9.48
Hokkaido,58948,266.73,2235,16.2,1876,13.59,14588,105.71,12965,93.95,1280,9.28,1228,8.9,2268,16.43,925,6.7,210,1.52,205,1.49,6,0.21,351,12.54,9,0.41,5,0.23,176,8,3,0.14,301,13.68
Aomori,14932,229.72,233,5.55,286,6.81,2052,48.86,5793,137.93,333,7.93,1243,29.6,1107,26.36,467,11.12,148,3.52,273,6.5,3,0.27,80,7.27,2,0.33,2,0.33,124,20.67,-,-,64,10.67
Iwate,17718,272.58,233,5.83,356,8.9,3867,96.68,5393,134.83,378,9.45,504,12.6,687,17.18,453,11.33,43,1.08,232,5.8,-,-,232,16.57,8,0.42,3,0.16,72,3.79,1,0.05,245,12.89
Miyagi,30392,323.32,865,14.91,464,8,5685,98.02,9784,168.69,921,15.88,808,13.93,2553,44.02,798,13.76,162,2.79,147,2.53,4,0.33,75,6.25,2,0.17,1,0.08,101,8.42,-,-,31,2.58
Akita,14936,281.81,84,2.47,159,4.68,1447,42.56,2978,87.59,160,4.71,80,2.35,323,9.5,217,6.38,47,1.38,23,0.68,-,-,43,7.17,3,0.38,-,-,87,10.88,-,-,29,3.63
Yamagata,12753,283.4,271,9.34,410,14.14,3307,114.03,5818,200.62,304,10.48,853,29.41,1134,39.1,457,15.76,126,4.34,35,1.21,-,-,75,10.71,3,0.3,7,0.7,50,5,-,-,73,7.3
Fukushima,28947,348.76,776,15.52,826,16.52,3860,77.2,5679,113.58,539,10.78,3112,62.24,1264,25.28,845,16.9,379,7.58,160,3.2,1,0.08,327,25.15,3,0.43,-,-,22,3.14,-,-,145,20.71
Ibaraki,36673,305.61,613,8.17,825,11,4697,62.63,9935,132.47,941,12.55,3109,41.45,1675,22.33,575,7.67,917,12.23,173,2.31,-,-,524,32.75,5,0.42,2,0.17,106,8.83,-,-,50,4.17
