"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40th week, 2019",,,,,,"Data collected as of October 9, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1456537,295.2,110347,35,54302,17.22,257460,81.66,630809,200.07,39983,12.68,358771,113.79,86590,27.46,50897,16.14,89151,28.27,12398,3.93,281,0.4,18036,25.99,362,0.76,579,1.21,3548,7.41,73,0.15,4634,9.67
Hokkaido,59231,269.23,4401,31.89,2392,17.33,17213,124.73,15342,111.17,1588,11.51,14739,106.8,3212,23.28,1353,9.8,2989,21.66,291,2.11,6,0.21,508,18.14,12,0.55,8,0.36,347,15.77,4,0.18,321,14.59
Aomori,14991,230.63,682,16.24,345,8.21,2327,55.4,6843,162.93,432,10.29,3635,86.55,1360,32.38,659,15.69,701,16.69,340,8.1,4,0.36,119,10.82,2,0.33,2,0.33,182,30.33,-,-,69,11.5
Iwate,17872,274.95,900,22.5,432,10.8,4735,118.38,6410,160.25,462,11.55,3886,97.15,889,22.23,649,16.23,786,19.65,273,6.83,-,-,271,19.36,9,0.47,8,0.42,101,5.32,2,0.11,246,12.95
Miyagi,30657,326.14,2143,36.95,680,11.72,7001,120.71,11591,199.84,1114,19.21,9503,163.84,2856,49.24,1137,19.6,1389,23.95,214,3.69,4,0.33,147,12.25,3,0.25,2,0.17,161,13.42,-,-,32,2.67
Akita,15009,283.19,541,15.91,206,6.06,1665,48.97,3646,107.24,191,5.62,1966,57.82,362,10.65,314,9.24,520,15.29,30,0.88,-,-,63,10.5,5,0.63,-,-,108,13.5,-,-,33,4.13
Yamagata,12848,285.51,1484,51.17,519,17.9,4145,142.93,6611,227.97,400,13.79,5445,187.76,1187,40.93,611,21.07,1266,43.66,57,1.97,-,-,108,15.43,3,0.3,8,0.8,66,6.6,-,-,74,7.4
Fukushima,29260,352.53,2811,56.22,1097,21.94,4734,94.68,6553,131.06,699,13.98,7549,150.98,1704,34.08,1188,23.76,1248,24.96,192,3.84,4,0.31,463,35.62,4,0.57,3,0.43,37,5.29,-,-,146,20.86
Ibaraki,36935,307.79,1900,25.33,1109,14.79,5699,75.99,12140,161.87,1103,14.71,7563,100.84,2145,28.6,878,11.71,2423,32.31,247,3.29,-,-,775,48.44,6,0.5,6,0.5,171,14.25,-,-,50,4.17
