"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24th week, 2019",,,,,,"Data collected as of June 19, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1420192,287.6,29931,9.49,29725,9.42,178326,56.54,454567,144.12,26192,8.3,48122,15.26,49986,15.85,29551,9.37,9370,2.97,7233,2.29,180,0.26,9929,14.31,230,0.48,254,0.53,1805,3.77,49,0.1,4295,8.97
Hokkaido,58858,267.54,1902,13.78,1403,10.17,12981,94.07,10909,79.05,1033,7.49,276,2,1763,12.78,757,5.49,59,0.43,168,1.22,5,0.18,286,10.21,8,0.36,4,0.18,152,6.91,3,0.14,262,11.91
Aomori,14906,229.32,200,4.76,219,5.21,1856,44.19,5161,122.88,272,6.48,556,13.24,897,21.36,391,9.31,56,1.33,225,5.36,3,0.27,71,6.45,2,0.33,2,0.33,97,16.17,-,-,58,9.67
Iwate,17696,272.25,212,5.3,290,7.25,3437,85.93,4716,117.9,338,8.45,244,6.1,628,15.7,380,9.5,15,0.38,206,5.15,-,-,207,14.79,7,0.37,2,0.11,65,3.42,1,0.05,236,12.42
Miyagi,30376,323.15,673,11.6,357,6.16,4771,82.26,8370,144.31,810,13.97,127,2.19,2391,41.22,654,11.28,24,0.41,108,1.86,4,0.33,66,5.5,1,0.08,1,0.08,88,7.33,-,-,28,2.33
Akita,14924,281.58,80,2.35,140,4.12,1274,37.47,2549,74.97,121,3.56,22,0.65,303,8.91,172,5.06,17,0.5,20,0.59,-,-,37,6.17,2,0.25,-,-,80,10,-,-,20,2.5
Yamagata,12748,283.29,220,7.59,301,10.38,2901,100.03,5264,181.52,278,9.59,229,7.9,1039,35.83,383,13.21,14,0.48,30,1.03,-,-,68,9.71,3,0.3,6,0.6,41,4.1,-,-,68,6.8
Fukushima,28894,348.12,595,11.9,652,13.04,3427,68.54,4886,97.72,459,9.18,553,11.06,1022,20.44,718,14.36,46,0.92,132,2.64,1,0.08,289,22.23,2,0.29,-,-,20,2.86,-,-,141,20.14
Ibaraki,36645,305.38,450,6,637,8.49,4122,54.96,8708,116.11,790,10.53,479,6.39,1364,18.19,475,6.33,140,1.87,127,1.69,-,-,450,28.13,5,0.42,1,0.08,93,7.75,-,-,45,3.75
Tochigi,21703,289.37,322,6.71,242,5.04,2169,45.19,3500,72.92,359,7.48,342,7.13,654,13.63,529,11.02,22,0.46,96,2,-,-,121,10.08,1,0.14,-,-,42,6,-,-,48,6.86
Gunma,25664,301.93,312,6,480,9.23,2675,51.44,6356,122.23,395,7.6,184,3.54,697,13.4,560,10.77,43,0.83,93,1.79,2,0.14,201,14.36,-,-,1,0.13,22,2.75,-,-,134,16.75
Saitama,93439,369.32,1133,7.08,1401,8.76,10752,67.2,28986,181.16,1844,11.53,814,5.09,3894,24.34,1651,10.32,87,0.54,445,2.78,29,0.73,479,11.98,5,0.45,14,1.27,22,2,1,0.09,112,10.18
Chiba,67717,319.42,690,5.19,917,6.89,9407,70.73,17158,129.01,1338,10.06,1054,7.92,2780,20.9,1143,8.59,219,1.65,291,2.19,9,0.26,351,10.32,10,1.11,13,1.44,35,3.89,-,-,78,8.67
Tokyo,109711,269.56,1567,6.15,1603,6.29,13965,54.76,42688,167.4,2683,10.52,1456,5.71,4499,17.64,2742,10.75,327,1.28,411,1.61,2,0.05,270,7.3,20,0.83,16,0.67,51,2.13,19,0.79,178,7.42
Kanagawa,103264,290.88,985,4.36,1187,5.25,11143,49.31,30201,133.63,2477,10.96,1214,5.37,3050,13.5,2153,9.53,229,1.01,633,2.8,9,0.18,1218,24.36,6,0.55,5,0.45,25,2.27,-,-,113,10.27
Niigata,31738,352.64,908,15.93,1025,17.98,5875,103.07,8334,146.21,611,10.72,238,4.18,2350,41.23,622,10.91,44,0.77,146,2.56,13,1.3,100,10,5,0.38,3,0.23,74,5.69,3,0.23,43,3.31
Toyama,10810,225.21,171,5.9,498,17.17,1622,55.93,5025,173.28,276,9.52,138,4.76,790,27.24,262,9.03,77,2.66,30,1.03,12,1.71,59,8.43,3,0.6,2,0.4,4,0.8,-,-,18,3.6
Ishikawa,15355,319.9,292,10.07,557,19.21,2983,102.86,4702,162.14,166,5.72,194,6.69,1045,36.03,250,8.62,44,1.52,24,0.83,-,-,61,8.71,3,0.6,5,1,47,9.4,-,-,69,13.8
Fukui,10847,309.91,413,18.77,444,20.18,1674,76.09,3912,177.82,236,10.73,227,10.32,211,9.59,219,9.95,60,2.73,57,2.59,-,-,78,26,6,1,4,0.67,11,1.83,-,-,66,11
Yamanashi,11271,274.9,74,3.08,59,2.46,815,33.96,2680,111.67,176,7.33,114,4.75,468,19.5,136,5.67,14,0.58,65,2.71,4,0.44,86,9.56,4,0.4,8,0.8,51,5.1,-,-,56,5.6
Nagano,28442,330.72,387,7.3,316,5.96,2085,39.34,8316,156.91,338,6.38,206,3.89,983,18.55,375,7.08,79,1.49,66,1.25,1,0.1,56,5.6,5,0.45,6,0.55,52,4.73,-,-,190,17.27
Gifu,25484,296.33,286,5.5,388,7.46,1285,24.71,4138,79.58,212,4.08,133,2.56,392,7.54,349,6.71,34,0.65,38,0.73,3,0.27,69,6.27,-,-,-,-,12,2.4,1,0.2,111,22.2
Shizuoka,40703,292.83,481,5.4,530,5.96,3796,42.65,13516,151.87,427,4.8,349,3.92,1367,15.36,637,7.16,107,1.2,228,2.56,-,-,273,12.41,5,0.5,16,1.6,20,2,1,0.1,19,1.9
Aichi,73081,374.77,1369,7.52,1292,7.1,7223,39.69,21684,119.14,929,5.1,747,4.1,1879,10.32,1267,6.96,198,1.09,297,1.63,6,0.17,272,7.77,7,0.47,14,0.93,76,5.07,1,0.07,373,24.87
Mie,17427,242.04,686,15.24,405,9,2110,46.89,6503,144.51,256,5.69,761,16.91,301,6.69,413,9.18,103,2.29,53,1.18,1,0.08,13,1.08,8,0.89,19,2.11,39,4.33,2,0.22,81,9
Shiga,13920,267.69,165,5.32,298,9.61,1103,35.58,3944,127.23,197,6.35,260,8.39,244,7.87,178,5.74,100,3.23,44,1.42,-,-,26,3.25,6,0.86,1,0.14,3,0.43,1,0.14,38,5.43
Kyoto,32364,258.91,346,4.55,582,7.66,2652,34.89,10522,138.45,456,6,1194,15.71,1137,14.96,508,6.68,197,2.59,100,1.32,-,-,80,4.71,3,0.43,2,0.29,28,4,-,-,125,17.86
Osaka,72876,242.11,3544,17.9,2325,11.74,11292,57.03,30272,152.89,1441,7.28,7337,37.06,2606,13.16,1744,8.81,1187,5.99,399,2.02,13,0.25,343,6.6,13,0.81,5,0.31,37,2.31,-,-,371,23.19
Hyogo,48447,244.68,1607,12.55,1481,11.57,4963,38.77,22584,176.44,1026,8.02,2529,19.76,1862,14.55,935,7.3,350,2.73,149,1.16,10,0.29,488,14.35,25,1.79,13,0.93,45,3.21,1,0.07,230,16.43
Nara,11490,208.91,402,11.82,371,10.91,1599,47.03,5128,150.82,217,6.38,662,19.47,165,4.85,291,8.56,91,2.68,38,1.12,-,-,160,16,3,0.5,5,0.83,33,5.5,-,-,76,12.67
Wakayama,9005,183.78,735,24.5,212,7.07,690,23,3614,120.47,107,3.57,398,13.27,500,16.67,233,7.77,178,5.93,39,1.3,13,3.25,38,9.5,2,0.18,7,0.64,45,4.09,1,0.09,93,8.45
Tottori,7310,252.07,167,8.79,271,14.26,2041,107.42,3437,180.89,183,9.63,759,39.95,98,5.16,169,8.89,71,3.74,21,1.11,1,0.2,93,18.6,3,0.6,2,0.4,9,1.8,-,-,32,6.4
Shimane,7431,195.55,171,7.43,211,9.17,1077,46.83,3436,149.39,139,6.04,595,25.87,79,3.43,269,11.7,26,1.13,31,1.35,-,-,5,1.67,1,0.13,3,0.38,14,1.75,2,0.25,25,3.13
Okayama,19606,233.4,278,5.15,473,8.76,2158,39.96,9020,167.04,288,5.33,1424,26.37,251,4.65,344,6.37,329,6.09,97,1.8,5,0.42,137,11.42,3,0.6,1,0.2,9,1.8,1,0.2,44,8.8
Hiroshima,26423,233.83,686,9.8,900,12.86,3479,49.7,11048,157.83,382,5.46,906,12.94,450,6.43,563,8.04,215,3.07,338,4.83,4,0.22,267,14.83,5,0.25,6,0.3,34,1.7,-,-,88,4.4
Yamaguchi,17363,263.08,1200,26.09,329,7.15,2306,50.13,6038,131.26,203,4.41,645,14.02,474,10.3,490,10.65,225,4.89,93,2.02,1,0.11,117,13,4,0.44,1,0.11,57,6.33,-,-,52,5.78
Tokushima,8128,219.68,626,27.22,180,7.83,432,18.78,3813,165.78,93,4.04,296,12.87,117,5.09,189,8.22,28,1.22,18,0.78,2,0.5,58,14.5,1,0.14,-,-,9,1.29,-,-,4,0.57
Kagawa,11247,239.3,260,9.29,316,11.29,1289,46.04,5240,187.14,174,6.21,176,6.29,335,11.96,328,11.71,75,2.68,122,4.36,5,1,24,4.8,1,0.2,2,0.4,15,3,1,0.2,19,3.8
Ehime,14722,241.34,271,7.32,348,9.41,2807,75.86,7967,215.32,287,7.76,124,3.35,315,8.51,540,14.59,53,1.43,116,3.14,1,0.13,563,70.38,-,-,2,0.33,15,2.5,-,-,11,1.83
Kochi,13747,286.4,357,11.9,201,6.7,1762,58.73,3549,118.3,187,6.23,277,9.23,192,6.4,220,7.33,91,3.03,21,0.7,-,-,37,12.33,2,0.25,1,0.13,64,8,4,0.5,87,10.88
Fukuoka,65700,331.82,1891,15.76,1709,14.24,10763,89.69,22002,183.35,1425,11.88,6151,51.26,3201,26.68,1749,14.58,1001,8.34,644,5.37,11,0.42,640,24.62,14,0.93,11,0.73,34,2.27,-,-,92,6.13
Saga,10084,258.56,239,10.39,339,14.74,903,39.26,2573,111.87,212,9.22,1253,54.48,431,18.74,367,15.96,196,8.52,22,0.96,1,0.25,58,14.5,1,0.17,4,0.67,16,2.67,-,-,61,10.17
Nagasaki,21565,312.54,208,4.84,520,12.09,1659,38.58,3871,90.02,279,6.49,1071,24.91,475,11.05,436,10.14,276,6.42,86,2,5,0.63,137,17.13,5,0.42,13,1.08,31,2.58,-,-,40,3.33
